기사제목,작성일,URL,score,숫자단위_매칭수,통계출처_언급,변화표현_매칭수
"트럼프 멈춰세운 美국채 쇼크, 최대 보유국 일본이 팔았나",2025-04-12,https://www.chosun.com/economy/money/2025/04/12/VQFAHCHQJNEA3MBUL3SMEWQF7E,110,99,True,8
KDI “구조 개혁 안 하면 2041년부터 마이너스 성장”,2025-05-09,https://www.chosun.com/economy/economy_general/2025/05/09/P47TDIUWFNGBTDVIS6AWFNINNU,110,88,False,22
"교보생명, 업계 1위 SBI저축은행 인수 추진",2025-04-25,https://www.chosun.com/economy/economy_general/2025/04/25/TRYQHTGOHVGHXHCRHEKVY5AOXQ,110,104,False,6
“두산밥캣 기술혁신 통해 유럽 시장을 선도해야”,2025-04-14,https://www.chosun.com/economy/industry-company/2025/04/14/M6PZV3F3TBG3RIEXSWSHD64LUQ,110,101,False,9
"中 지리차, 테슬라 제치고 전기차 2위",2025-07-04,https://www.chosun.com/economy/auto/2025/07/04/MZIT43MTTVAS7OJZUAZKV3OFPE,110,87,False,23
"‘만능통장’ ISA, 출시 9년 만에 600만명… 2030이 40%",2025-04-14,https://www.chosun.com/economy/economy_general/2025/04/14/C46INQPCFFCKZMRNELA57YSPIA,110,104,False,6
캐나다·멕시코 관세 쇼크… “차값 최대 25% 오를 것”,2025-03-06,https://www.chosun.com/economy/auto/2025/03/06/PH5PXZTOMBEO7LZ7DUBWQJSHQA,110,108,False,2
이념 갈등에 연간 60조원 날아간다,2025-01-11,https://www.chosun.com/economy/economy_general/2025/01/11/6PSY5DRFZBEIPNNPIDK3APY4CE,110,93,True,14
주유소 경유값 12주 만에 반등,2025-05-05,https://www.chosun.com/economy/industry-company/2025/05/05/GLHFMLME6JA3ZICCDJWYBT2ROE,110,96,False,14
“K팝 저작권을 원화 스테이블 코인으로?...한국이 디지털 자산 허브 될 기회”,2025-07-12,https://www.chosun.com/economy/money/2025/07/12/X75U5HJJSRDUZHARTERAD222NI,110,108,False,2
"“3단계 스트레스 DSR, 수도권·지방 차등”",2025-05-08,https://www.chosun.com/economy/economy_general/2025/05/08/73WTZHCJQJBNFCCUPRE3O7H344,110,98,False,12
[경제계 인사] 저축은행중앙회 제20대 회장 오화경 외,2025-04-01,https://www.chosun.com/economy/economy_general/2025/04/01/SWOBKTWAYNFBVJALGTAM2OA2CQ,110,104,False,6
“돈 못 갚아요” 자영업자 저축은행 연체율 9년여 만에 최고치,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/2RJUSYPX5RFTPAAUAFTPTVJ5RM,110,95,False,15
"공정위, 카카오모빌리티 자회사 ‘배차 플랫폼 수수료’ 일괄 징수에 과징금 38억8200만원 부과",2025-05-28,https://www.chosun.com/economy/economy_general/2025/05/28/OBONFKJKX5H5XB35GIMBJEUJWM,110,105,False,5
"현대경제연구원, 올해 韓 경제성장률 전망치 0.7% 전망...직전 대비 1%p 낮춰",2025-05-01,https://www.chosun.com/economy/economy_general/2025/05/01/PRXSBH32BRHEZLACRZWPVKPY7M,109,92,False,17
美 무역 적자 급감… 19개월 만에 최저,2025-06-07,https://www.chosun.com/economy/industry-company/2025/06/07/PIJYQPGKPZGLLDCM34LPRQ6WJM,109,71,False,38
정상혁 신한은행장 “밸류업 달성 위해 질적 성장이 중요”,2025-01-05,https://www.chosun.com/economy/money/2025/01/05/J6FYROXWBK5EPQSMBRFO2ISHVI,109,109,False,0
국내 최대 배터리 전시회 3월 5일 개막…전기차 세계 1위 中 BYD도 첫 참가,2025-02-24,https://www.chosun.com/economy/industry-company/2025/02/24/3V6AOJDDIBFCJFA3TDLFGOUNUE,109,99,False,10
"조선·방산 상승세에… HD현대 8→5위, 한화 10→6위",2025-02-07,https://www.chosun.com/economy/industry-company/2025/02/07/BGBH3HCT3VDPLCVMB5K2YP5WRM,109,91,False,18
테슬라 시총 3개월만에 1조 달러 아래로...지난달 유럽 판매량 반토막,2025-02-26,https://www.chosun.com/economy/auto/2025/02/26/KUDOTOUJ7FCJ5CP7EBQWEVNH3Q,109,96,False,13
"두나무, 영남지역 산불 피해 복구 성금 10억원 기탁",2025-03-27,https://www.chosun.com/economy/industry-company/2025/03/27/DKJSYT2ZYZFO3MBCM7CT32THLI,109,103,False,6
기업 체감경기 석달 연속 악화…대기업·중소기업 온도차 3년만에 최대로,2025-01-23,https://www.chosun.com/economy/economy_general/2025/01/23/4FXTMNBTSBFEFICLTIZALFO5ME,109,95,False,14
反기업 정서 기댄 마녀사냥식 수사… ‘제2 삼성’ 언제든 나올 수 있다,2025-07-18,https://www.chosun.com/economy/industry-company/2025/07/18/ZZN6I24EX5BRLBLX23O27Z6F54,109,100,False,9
"국세청, 무안 지역 납세 기한 연장...여객기 참사 세정지원 나서",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/CTRHPORE4RCFFKUUHATMRYOVPY,109,109,False,0
"코스피 상장사 영업이익, 3개월 전보다 16.5% 감소",2025-01-05,https://www.chosun.com/economy/money/2025/01/05/D7Q77X65OPU7RZMENDCWE4TXTM,109,100,False,9
[경제계 인사] 한국경영정보학회 회장 이동원 교수 외,2025-01-03,https://www.chosun.com/economy/industry-company/2025/01/03/NZ4JF6WXWJCONHR663SPFM27BI,109,109,False,0
[경제계 인사] 한온시스템 대표이사 이수일 외,2025-01-07,https://www.chosun.com/economy/auto/2025/01/07/5ZY64TIAFJDXBFUXZYB6VGPFJY,109,109,False,0
"호주 가려던 아마존, 울산이 제조업·전력으로 잡았다",2025-06-21,https://www.chosun.com/economy/industry-company/2025/06/21/ID2XT5QATFDXFJZ24VSAHM364Q,109,104,False,5
개팔자가 상팔자?... 이런 금융 상품까지 나왔다,2025-01-28,https://www.chosun.com/economy/money/2025/01/28/BAPA2QHTEJB5FJR7I65CC7YVDU,109,105,False,4
붐비는 명동… 서울 찾는 외국인 관광객 크게 늘어,2025-03-19,https://www.chosun.com/economy/economy_general/2025/03/19/GRCIZLDAHJDYLOS7UQRCIB6ZB4,109,98,False,11
"HD현대건설기계, 필리핀서 굴착기 122대 대규모 수주…신흥시장 공략 확대",2025-01-19,https://www.chosun.com/economy/industry-company/2025/01/19/643U3FRPCZGKPDRA5O76QLADO4,109,105,False,4
日과 관세협상에서 방위비 불쑥 꺼낸 美,2025-04-19,https://www.chosun.com/economy/industry-company/2025/04/19/FLZI6R3MHRGEXLOTI4J6JAO7BE,109,99,False,10
"SK하이닉스·SK텔레콤·펭귄 솔루션스, AI 데이터센터 위해 손잡았다",2025-01-10,https://www.chosun.com/economy/economy_general/2025/01/10/S6MNCQ2QJBDUZPJCCELRCTWMJU,109,109,False,0
비정규직 근로자 '역대 최대'… 비정규직 10명 중 3명은 60세 이상 고령층,2025-10-22,https://biz.chosun.com/policy/policy_sub/2025/10/22/Y52CEAHNIBH2NJ6IYR5I2AR6OI/,109,88,True,18
"출렁이는 환율, 다시 1300원대로",2025-05-16,https://www.chosun.com/economy/economy_general/2025/05/16/QDBNSMXMPJDPNKYEM5HF7L5LW4,109,105,False,4
주담대 연체율도 두 달 연속 최고치,2025-05-14,https://www.chosun.com/economy/economy_general/2025/05/14/7NSJI2LCGFEVLORPOGD5NAGVJU,109,79,True,27
"볼보, 소형 전기 SUV ‘EX30’ 다음 달 본격 출고",2025-02-26,https://www.chosun.com/economy/auto/2025/02/26/GNBY3OR3VJEUJIICKHVO46VB2U,108,108,False,0
"미국 자동차 빅3, 커지는 관세 반발",2025-02-28,https://www.chosun.com/economy/auto/2025/02/28/JMJ24J2I7ZECJCWA7HZOXO366U,108,106,False,2
"독이 된 車수출 호조… 美, 우회로 뚫은 日 대신 한국이 ‘관세 폭격’ 1순위",2025-02-16,https://www.chosun.com/economy/auto/2025/02/16/RWC2Y3QWARFH3DJB2DG5YS4VQY,108,98,False,10
"“남은 회사 받았다”던 한진 막내, 이재용 제치고 주식 부자 1위",2025-03-07,https://www.chosun.com/economy/economy_general/2025/03/07/DNFDKJFRZNFQHGEENSIZTKOU3Q,108,106,False,2
"카카오게임즈, 플랫폼 확대로 ‘글로벌 종합 게임사’ 도약 나서",2025-04-01,https://www.chosun.com/economy/industry-company/2025/04/01/3TZO4XGXFJFMNKRDWROYK276GA,108,103,False,5
"키움증권, ‘65억원’ 포기한 무료 수수료 이벤트… 뿔난 고객 달랠까",2025-04-12,https://www.chosun.com/economy/money/2025/04/12/VH7IMSSJ74PD6YGKB6ZQQ7JZ7U,108,98,False,10
"서울 집값 급등에 금융당국, 전 은행 긴급소집 ‘대출 조이기’",2025-06-15,https://www.chosun.com/economy/money/2025/06/15/ZFQHWTGSUTMEVGXWTQRBVKGLPM,108,98,False,10
“돈 더 달라” “주 4.5일” 금융 노조들은 투쟁,2025-04-17,https://www.chosun.com/economy/economy_general/2025/04/17/QLEDNEQV3FFDPPMZDHRWXUWF5M,108,96,False,12
이자도 못내는 ‘한계기업’ 8년새 2.7배 증가,2025-02-06,https://www.chosun.com/economy/industry-company/2025/02/06/3YKIFMBHRVFPTINAHPVA3D3L2E,108,88,False,20
육아휴직 썼더니 회사가 팀원들에 50만원씩 지원금... 두산의 역발상,2025-02-23,https://www.chosun.com/economy/industry-company/2025/02/23/UHI3LB4I2ZEFHCIBK5VO53MVQY,108,108,False,0
"“우리금융 부당 대출 730억 중 451억, 現회장 재직 때 취급”",2025-02-05,https://www.chosun.com/economy/economy_general/2025/02/05/QB6XRHEYENCT5F3M4BTZJDFBZY,108,106,False,2
"﻿금값 폭등, 골드바 판매 중단에도… 한국은행은 ‘뒷짐’, 왜?",2025-02-13,https://www.chosun.com/economy/economy_general/2025/02/13/3WAQAYQMI5GW7LAHECXARQMZPY,108,78,True,27
여름휴가도 양극화… 대기업은 5일 이상·중소기업은 3일,2025-07-13,https://www.chosun.com/economy/industry-company/2025/07/13/UAA7463QBVCTZKPP6ZLWV5PR5E,108,104,False,4
비트코인을 띄운 것도 끌어내린 것도 트럼프,2025-03-01,https://www.chosun.com/economy/economy_general/2025/03/01/3FVV4MB47REZ5ODHW3HEELWREM,108,102,False,6
[주간증시전망] 대선 이후 코스피 향방은…“밸류업 관련주 계속 지켜보라”,2025-06-01,https://www.chosun.com/economy/money/2025/06/01/KGZ24O2BKV2IC6BCOIMFWWDM2I,108,85,True,20
넷플릭스 국내 시장 독주… 지난해 매출 8996억 달해,2025-04-14,https://www.chosun.com/economy/industry-company/2025/04/14/NG5Z27Z7MFAVTKNLHZVTOTIZ64,107,94,False,13
글로벌 원전 발전량 올해 역대 최고 전망… 작년보다 3.5% 증가,2025-01-27,https://www.chosun.com/economy/industry-company/2025/01/27/BFRFTAIHO5AKVIPENPS2OJYTQY,107,81,False,26
남는 쌀 없도록… 새 쌀 사는 기업 지원하고 ‘국가대표 쌀’ 키운다,2025-04-30,https://www.chosun.com/economy/economy_general/2025/04/30/O47OAYZEARDYPLDKWFSXGJMQTE,107,95,False,12
일감 쌓인 K조선… 점유율은 17%로 하락,2025-01-09,https://www.chosun.com/economy/industry-company/2025/01/09/2VN5WI5GTNGDLOYEQQK3GHV23Q,107,94,False,13
"2050년은 노인 16억 명…실버세대가 바꾸는 부동산 판, 공략법 세 가지",2025-06-14,https://www.chosun.com/economy/realty/allthatsenior/2025/06/14/AET2QS53QUA3IUOBZIDDK6ORXE,107,78,False,29
"기아, 호주오픈 테니스에 친환경 차량 130대 후원",2025-01-09,https://www.chosun.com/economy/industry-company/2025/01/09/3PDKU6YMP5HNBBBD4OTIT5IHX4,107,107,False,0
[모닝] 못 말리는 돼지고기 사랑… 작년 1인당 30㎏ 먹었다,2025-03-04,https://www.chosun.com/economy/economy_general/2025/03/04/CL2YYZMINFDPPCJUIROOZNZLLI,107,102,True,2
“세금 깎아줘도 투자 않더라” 법인세 인상 불붙인 구윤철,2025-07-18,https://www.chosun.com/economy/economy_general/2025/07/18/FIWM6DQGXZA4HM7CPLHAHPX7BE,107,94,True,10
수백억에 따낸 공항 지점·군인카드… ‘승자의 저주’ 되나,2025-06-04,https://www.chosun.com/economy/economy_general/2025/06/04/TPMLEF34QRF33NI6RFCDUCXX2I,107,96,False,11
[모닝] 주유소 기름값 9주 연속 하락,2025-04-14,https://www.chosun.com/economy/industry-company/2025/04/14/R4E3CZYQ7NHQ5DQ7ROCDETZJQU,107,98,False,9
日 금리 오늘 올릴 듯… ‘엔캐리 청산’ 악몽 꿈틀,2025-01-24,https://www.chosun.com/economy/economy_general/2025/01/24/2BJQACQZPBANBHEKD7FCR4ICWU,107,96,False,11
트럼프 기대감? 비트코인 10만3000달러 회복,2025-01-18,https://www.chosun.com/economy/economy_general/2025/01/18/I5WV6VOD6JE4VOQ6IGU6QZUKHQ,107,85,False,22
‘이 가격 지금이 마지막’ 등 거짓·과장된 문구 활용한 메가스터디·해커스 제재,2025-01-17,https://www.chosun.com/economy/economy_general/2025/01/17/F7AWI66M2BC6ZAVURYJ6CFUPOA,107,107,False,0
“좁쌀이 대박쳤다” … 테슬라 위협하는 中 샤오미의 질주,2025-02-08,https://www.chosun.com/economy/money/2025/02/08/2RSIF2LXW5GXXP4SY2TKDK3RZU,107,87,False,20
1∼20일 수출 16.0% 증가 ↑ 작년 설 기저 효과,2025-02-21,https://www.chosun.com/economy/economy_general/2025/02/21/SRNTSTE3VVDHLEYAP7G4Y2GAW4,107,70,True,34
6년만에 새롭게 돌아온 ‘팰리세이드’,2025-01-16,https://www.chosun.com/economy/auto/2025/01/16/DCOGYNMBXFFRJJIY23766A2UXU,107,97,False,10
라면·과자값까지 또 일제히 올렸다,2025-05-06,https://www.chosun.com/economy/economy_general/2025/05/06/L2KYU63QXRDO5NCG5CHSMKG24Y,107,70,True,34
나랏빚 1175조… 역대 최대 규모,2025-04-09,https://www.chosun.com/economy/economy_general/2025/04/09/4CTQZSRADZHCNFX62KXVIZ2XPM,107,90,False,17
1년 만에 주식재산 6조원 늘었다… 이재용 넘보는 2위는 누구?,2025-02-21,https://www.chosun.com/economy/economy_general/2025/02/21/XS3YXZJFTJEOLHG47IVQO6JO3Y,107,90,False,17
한국 국가경쟁력 27위 역대 최대 7계단 하락,2025-06-18,https://www.chosun.com/economy/economy_general/2025/06/18/LUOKOI7WHFFYDMQQF6VHIFAXQ4,106,79,False,27
여행자보험 휴대품 손해 지급액 1년새 64% 늘어,2025-05-20,https://www.chosun.com/economy/economy_general/2025/05/20/N6JWKWLEUNGRJP25UTHUW5W3WY,106,96,False,10
"오늘 한은 금통위, 금리는 ‘동결’ 전망이 대세…다른 체크포인트는?",2025-07-09,https://www.chosun.com/economy/economy_general/2025/07/09/RE6QH7P3DZDENGKWKNUUXYJ7PI,106,79,False,27
"현대차그룹, 올해 출시하는 전기차 3종 한꺼번에 공개",2025-02-14,https://www.chosun.com/economy/auto/2025/02/14/4M47V7OZDNCHNN6YIEFMZMVWWM,106,98,False,8
"관세발 車공급망 재편… 도요타·닛산, 美 생산 확대 추진",2025-04-08,https://www.chosun.com/economy/auto/2025/04/08/57QBVIAV4NEV5JXP2F47GUHL7U,106,106,False,0
“필라테스 먹튀 주의보… 이용료 카드 할부결제를”,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/6VYTVHCS5FELBDG6SCFXHJMJXY,106,91,False,15
[사이언스 카페] 양자 암호 통신 선도하는 中…“양자컴도 뚫기 어려운 암호화 기술로 1000㎞ 통화 성공”,2025-05-19,https://www.chosun.com/economy/economy_general/2025/05/19/7ZYSBVZP6NCPZC3TVGUCAT3LFM,106,104,False,2
"‘관세 유예’ 기대감에 뉴욕증시, 사상 최고치 경신",2025-06-28,https://www.chosun.com/economy/economy_general/2025/06/28/YN7PKZCXVRFVJIWER6IDPQUQPU,106,96,False,10
"관세 여파 본격화… 기아, 지난달 美 판매량 9개월 만에 줄어",2025-07-03,https://www.chosun.com/economy/auto/2025/07/03/UFACMNCJQ5GMDIWCCYO3XHOGBU,106,87,False,19
"HD현대건설기계, 인프라코어 흡수 합병",2025-07-02,https://www.chosun.com/economy/industry-company/2025/07/02/7RVQVDQSMJBMJK3WEZZTIXTYRQ,106,106,False,0
인구소멸지역 갈 때 버스비 50% 할인...농림축산식품부 다음달 1일부터 ‘농촌투어패스’ 사업 추진,2025-06-30,https://www.chosun.com/economy/economy_general/2025/06/30/EPJOGMWLHFEWFDPHG5UKKGRVHY,106,101,False,5
한국은행의 스테이블코인 위험성 경고...①코인런 ②금융사고 ③자본유출 ④통화정책 유효성 저해 4대 리스크 우려,2025-06-25,https://www.chosun.com/economy/economy_general/2025/06/25/CVPNISBEXREFLOZCJUCIA7U27M,106,91,False,15
"미숙한 초보도 운전하기 쉬운 전기차, 보증금 422만원… 수입차 중 최대 수준",2025-03-26,https://www.chosun.com/economy/auto/2025/03/26/WHQQIWW6JFCRPK7YC4N63DGDZM,106,104,False,2
"1000만원 투자, 1년만에 수익률 81% 올린 여의도맨의 포트폴리오",2025-01-25,https://www.chosun.com/economy/money/2025/01/25/5BP2GETQ35DHZKN2NSKOUQG6LE,106,97,False,9
[주간코인시황] 美 추가 관세 이슈와 中 AI·테크주 투심 개선에 혼조세,2025-02-22,https://www.chosun.com/economy/money/2025/02/22/6PDPJR6UINPKSLFIOBTN4NBUVY,106,94,False,12
"기재부 ‘AI 전도사’, 산업부 ‘에너지 기업인’… 성장 동력 찾는다",2025-06-30,https://www.chosun.com/economy/economy_general/2025/06/30/VLWTBXJIKZBRNFZSC52Z5OV3CE,106,98,True,5
“계엄에 정치 테마주 기승”… 지난달 투자주의 지정 368건,2025-01-26,https://www.chosun.com/economy/money/2025/01/26/LROJZPKQB6RMESORDHS4JVFNLY,106,102,False,4
쫄깃·쫀득 ‘김제 떡국떡’… “설 명절엔 없어서 못 팔 지경입니다”,2025-01-23,https://www.chosun.com/economy/economy_general/2025/01/23/LYDOZTNY5VCYPBPKGDBZA4WMKY,105,103,False,2
"[주간코인시황] 신고점 경신 이후 숨 고르기… 비트코인, 10만5000달러대",2025-05-31,https://www.chosun.com/economy/money/2025/05/31/WAI7M7DMCIDO7X7QS2UK4HS7VM,105,101,False,4
스포티한 얼굴로 돌아왔다...BMW 전기차 ‘뉴 i4 eDrive40’ 출시,2025-04-07,https://www.chosun.com/economy/auto/2025/04/07/Y6AXESM2U5A3HPVLQT6Z2M5CXE,105,99,False,6
JP모건 “2년 내 코스피 5000까지 오를 것...한국 시장 투자 비중 확대”,2025-07-12,https://www.chosun.com/economy/money/2025/07/12/OQKIEOELR5H5PCUAUQQYM44FOI,105,95,False,10
‘11조 공룡’이라 인수 후보 못찾는 카카오엔터... 분할 매각도 어려워,2025-06-15,https://www.chosun.com/economy/money/2025/06/15/ROTZBEN2EPU3LRYS3PJPPWUPEM,105,103,False,2
40여 국 참여 수입박람회 개막,2025-07-08,https://www.chosun.com/economy/economy_general/2025/07/08/JED7XSTQG5GOPJ7MPN6IGVO72U,105,100,False,5
음원시장 망쳐놓고 300억으로 퉁치는 구글... 공정위는 유튜브에 면죄부,2025-05-23,https://www.chosun.com/economy/economy_general/2025/05/23/EIELV2C6LZC5TFVIRDB3ZAEVIY,105,103,False,2
"삼성전자 10억 가전제품, 프랜차이즈협회 1억",2025-04-07,https://www.chosun.com/economy/industry-company/2025/04/07/NBHVAA2TJBHTFGNO7O32TC5C3Q,105,105,False,0
"발전소·바다 있는 울산에… SK·아마존, 동북아 AI 전초기지 세운다",2025-06-16,https://www.chosun.com/economy/industry-company/2025/06/16/6ZRL2BMWABDKTMC5SCF7R276EY,105,100,False,5
환율 방어에 2월말 외환보유액 4100억달러 아래로…4년9개월만에 최저,2025-03-06,https://www.chosun.com/economy/economy_general/2025/03/06/QAKWDX6FQZEVHKZNSYCMXHZ33Q,105,87,False,18
‘빨간불’ 들어온 반도체 위해 ’50조원 기금’ 만든다,2025-03-05,https://www.chosun.com/economy/economy_general/2025/03/05/IHACTR6UUZF3JKVSA47F6CZVJA,105,100,False,5
때이른 역대급 폭염에… 농수산물 줄줄이 올라 ‘비상’,2025-07-10,https://www.chosun.com/economy/economy_general/2025/07/10/NXE3Y4QH2RB6XIIY7EH3S3CJXI,105,78,False,27
"5분 충전에 400km 주행 BYD, 수퍼 e플랫폼 출시",2025-03-19,https://www.chosun.com/economy/auto/2025/03/19/OF475ZOGORB3BCSS2PU2RS6IAU,105,105,False,0
"한국앤컴퍼니, 이웃 성금 9억원",2025-01-08,https://www.chosun.com/economy/auto/2025/01/08/DWKEQ3NUE5GOLOCUPCQT2K7IJY,105,105,False,0
"김승연 회장, 세 아들에게 ㈜한화 지분 11.32% 증여",2025-04-01,https://www.chosun.com/economy/industry-company/2025/04/01/63IIVPR5NJBURIY4X5TMFAYS4A,105,99,False,6
직장인 월급의 2배…한달 관리비 762만원 나온 아파트 어디?,2025-01-23,https://www.chosun.com/economy/economy_general/2025/01/23/7I25TIBGAJF7XOB44HTTYBALG4,105,105,False,0
"美 스테이블코인 발행사, 은행만큼 까다로운 규제 받는다",2025-07-15,https://www.chosun.com/economy/economy_general/2025/07/15/QPUKDRNG7FC4NAVFC4Y4Z2KARA,105,105,False,0
외환보유액 4000억달러 선 깨지나,2025-05-09,https://www.chosun.com/economy/economy_general/2025/05/09/SBPDVHYMGRD6POTFICDAPDUTPQ,105,56,False,49
새해 첫 20일 수출 5.1%↓ 엿새 설 연휴로 1월 전체 수출 감소 가능성,2025-01-21,https://www.chosun.com/economy/economy_general/2025/01/21/I6KIDJTHINBDZJKIJQNJX7YJ5Q,105,63,True,39
“환율 1400원대 후반 된 건 정치 불안 때문”,2025-01-15,https://www.chosun.com/economy/economy_general/2025/01/15/RAR42MQ3JJEL5N47NMMPHS3OIU,104,94,False,10
"전세계 GPU서버 전력 소비량, 한국 1년 소비량과 비슷해",2025-06-06,https://www.chosun.com/economy/economy_general/2025/06/06/DYT3IERR7VFIDCG4KU35VSQDO4,104,92,False,12
폭등하는 알트코인… 이더리움 10%↑·도지코인 22%↑,2025-05-11,https://www.chosun.com/economy/money/2025/05/11/5BZY33UUKPYW46B3VL332JKUMA,104,98,False,6
설 앞두고… 전통시장 ‘북적’,2025-01-27,https://www.chosun.com/economy/economy_general/2025/01/27/5J7C7ILV5BHOHFFQF56Z6EMF2A,104,99,False,5
"산업은행, 한화오션 지분 매각하기로",2025-04-29,https://www.chosun.com/economy/economy_general/2025/04/29/5M4NWPQ5LVB6TFUUL5E3GUV5DE,104,98,False,6
“국내 서비스업 생산성… 제조업의 40%에 그쳐”,2025-07-04,https://www.chosun.com/economy/economy_general/2025/07/04/425XTIBLWJFQZMOTOK4GZRNGKQ,104,100,False,4
관세 전쟁 대비… 올해 무역금융 366조 역대 최대 투입,2025-02-19,https://www.chosun.com/economy/economy_general/2025/02/19/RA3IH3KWIFD3XK6BDHO5BDU7QU,104,96,False,8
CJ제일제당 1분기 영업이익 8% 감소...식품은 해외서 더 많이 팔려,2025-05-13,https://www.chosun.com/economy/industry-company/2025/05/13/7FILDWRHKJGWFFZUWJLE2JSTFI,104,79,False,25
진옥동 신한금융 회장 “증권 ETF 사고 반성… 내부통제 개선”,2025-03-30,https://www.chosun.com/economy/money/2025/03/30/34T3RDMGWWADCMBRHDQDCKM4NI,104,98,False,6
21일부터 소비 쿠폰 지급… 카드사 홈피 등서 신청해야,2025-07-07,https://www.chosun.com/economy/economy_general/2025/07/07/SUSO2C6MLRDELBXAUEKWDFWVL4,104,101,True,0
4월부터 두 자녀도 ‘보금자리론 다자녀’ 혜택,2025-02-28,https://www.chosun.com/economy/economy_general/2025/02/28/75WLXI3O6RGDDN2FVCUBATDWOA,104,95,False,9
관세 협상 와중에… 韓·日 동맹국에 거세지는 美 농업 분야 압박,2025-07-11,https://www.chosun.com/economy/economy_general/2025/07/11/BPX33NHQDVE5VLU4Z7WBZQQYAA,104,92,False,12
"애플·엔비디아는 아니다, 올해 나에게 돈 벌어다 줄 주식은",2025-05-05,https://www.chosun.com/economy/money/2025/05/05/HDINPWPI5VCXJC37UT7OJNLROA,104,94,False,10
"가상자산 일주일 거래대금 100兆… 업비트, 12월 한달간 2000억 벌었다",2025-03-02,https://www.chosun.com/economy/money/2025/03/02/YPPUCHJBM7SCIY637IKDX7FGZ4,104,84,False,20
"SK에너지, 유럽에 친환경 항공유 수출",2025-01-06,https://www.chosun.com/economy/industry-company/2025/01/06/D2FWYKS6CRAKZNA67UYB5LDPHE,103,101,False,2
17차례 IMF 구제금융 딛고 ‘남아시아의 싱가포르’ 꿈꾸는 스리랑카,2025-01-28,https://www.chosun.com/economy/int_economy/2025/01/28/MAXORUKVAVG2BEDQACHHDDIKXI,103,91,False,12
"도요타, 美서 2027년까지 전기차 7종 판매...“전기차는 경쟁사에 내주고 싶지 않은 분야”",2025-05-30,https://www.chosun.com/economy/auto/2025/05/30/2QBSPQLUIZD25HW42WYRECLIFI,103,99,False,4
"코스피 3000 가는데 코스닥은?... ‘주도 업종 없고, 구조적 문제 있고’",2025-06-28,https://www.chosun.com/economy/money/2025/06/28/22K4K6772T6BXZRU4MHVJIIO5U,103,63,False,40
4000만원 초반 소형 전기 SUV… 작지만 공간은 여유있다,2025-03-26,https://www.chosun.com/economy/auto/2025/03/26/FNUJ4NNFHJBCZNT5LOC6H3753Y,103,93,False,10
[증시한담] 다시 늘어난 주식 보유 기간… 사실은 물려서?,2025-03-22,https://www.chosun.com/economy/money/2025/03/22/O5455JDSR7DFZT47VQV3STI7BQ,103,83,False,20
"韓 ·日·대만 증시, 반도체·자동차 등 수출주 급락",2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/DANR6YYCSNBOVPKQMGJVB624SE,103,81,False,22
"보상금만 132억' 철거 못 해 텅 빈 아파트, 공연장으로 변신했다고?",2025-06-14,https://www.chosun.com/economy/realty/realestate_news/2025/06/14/R7SLKNN6PU6ESQSCOPKGBY7QUM,103,103,False,0
美 변압기공장 증설,2025-01-20,https://www.chosun.com/economy/industry-company/2025/01/20/EH3RJMIJ75FZ3KQCOVCFJ2YBAY,103,99,False,4
"다올證 “자동차 관련주, 지난주 지수 대비 약세…美 감세안 영향""",2025-05-25,https://www.chosun.com/economy/money/2025/05/25/76GD2LDCVOUHPODJJ4HYQBFVPQ,103,97,False,6
"“실사비, 나중에 딜 성사되면 받을게요”…치열한 M&A 자문 수임 경쟁",2025-05-31,https://www.chosun.com/economy/money/2025/05/31/FULHBVJYHPRJ4S5BVTKMMNMWGE,103,89,False,14
"이복현 금감원장 “상법 개정, 주주 보호가 핵심… 보수 가치와 일치”",2025-04-27,https://www.chosun.com/economy/money/2025/04/27/G5OPPNWZ7T55LNBADWSW2LNAZE,103,92,False,11
"[단독] 청년도약계좌, 기재부 반대에 혜택 소급 적용 안 돼",2025-01-19,https://www.chosun.com/economy/money/2025/01/19/AGSEDLG7OWIXRIJ3RPIKZSVR6U,103,93,False,10
소고기도?,2025-03-13,https://www.chosun.com/economy/economy_general/2025/03/13/CHA4LVC4VVGY3OCN2XAY5VQK5Y,103,101,False,2
[주간코인시황] 경기 침체 우려 해소·관세 무풍 속 가상자산 시장 훈풍,2025-07-12,https://www.chosun.com/economy/money/2025/07/12/6XKW43TIEQS24TOBV575LHE3X4,102,94,False,8
"“저출산에도 성장세 유지하려면, 한국은 주당 3.4시간 더 일해야”",2025-01-16,https://www.chosun.com/economy/economy_general/2025/01/16/RHH5R24B6ZA5PJBRSVMM7JLBB4,102,89,True,10
한국이 R&D 나눠먹을 때… 중국은 ‘떡잎’ 골라 몰아줬다,2025-05-08,https://www.chosun.com/economy/economy_general/2025/05/08/P5U6GYQISBFYVG6Q4NRZDH3YFE,102,96,False,6
尹 탄핵에 속도 못 내는 ‘투자형 청년도약계좌’ 개발,2025-04-20,https://www.chosun.com/economy/money/2025/04/20/5UR7PHPCHMAVXJPDMWSNFZZWUI,102,91,False,11
