claim_id,claim_text,metric,time,population,unit,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note
C01225,"파이낸셜타임스(FT)에 따르면, 중국은 내부적으로 작년 15% 수준의 국산 차량용 반도체 사용 비율을 올해 25%까지 늘리겠다는 목표를 세웠다.",,,,,"SaaS 개발 시, 멀티클라우드 사용 유무 및 국산/외산 구성(tblId=DT_127010_032); 반도체 항목별 EBSI 전망(tblId=DT_36005_A017); 반도체 배치설계권 설정등록(tblId=TX_13801_A066); 가해자 차량용도별 교통사고(tblId=DT_V_MOTA_032); 차량용 미디어기기 보유 여부(tblId=DT_405001_H189); 차량용 미디어기기 보유대수(tblId=DT_405001_H123); 차량용 미디어기기 보유 가구당 차량수(tblId=DT_405001_H178); 네비게이션 부가기능(tblId=DT_405001_H183); 차량용 오디오/비디오기기 기능(tblId=DT_405001_H128); [전문디자인업체]가장 필요한 산업자원부 지원사업(2007)(tblId=TX_115_2009_H9158)","orgId=127, tblId=DT_127010_032 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=127&tblId=DT_127010_032&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C00381,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.",,,,,"지출목적별 소비자물가지수(품목포함, 2020=100)(tblId=DT_1J22001); 품목성질별 소비자물가지수(2020=100)(tblId=DT_1J22002); 품목별 소비자물가지수(품목성질별: 2020=100)(tblId=DT_1J22112); 연도별 품목성질별 소비자물가지수(9개도, 39개시: 2020=100)(tblId=DT_1J22136); 소비자물가지수(2020=100)(tblId=DT_1J22003); 자가주거비포함 소비자물가지수(2020=100)(tblId=DT_1J22006); 특수분류 소비자물가지수(2020=100)(tblId=DT_1J22010); 연도별 지출목적별 소비자물가지수(9개도, 39개시: 2020=100)(tblId=DT_1J22135); 연쇄방식 소비자물가지수(2020=100)(tblId=DT_1J22017); 연간 생산 품목수 구간별 현황(tblId=DT_354003N_231)","orgId=101, tblId=DT_1J22001 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1J22001&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C14210,한국신용데이터(KCD)의 ’2025년 1분기 소상공인 동향' 보고서에 따르면 올해 1분기 소상공인 사업장당 매출 평균은 1년 전보다 0.72% 감소한 약 4179만원으로 집계됐다.,,,,,가구소득이 100만원 미만이면서 국기초수혜를 받지 못하는 결혼이민자의 특성(tblId=DT_MOGE_1001300491); 일반사업체로부터 시도별 업종별 5천만원미만 하도급된 계약실적(1987~1988)(tblId=TX_36601_A280); 일반사업체의 시도별 업종별(5천만원미만) 하도급 기성실적(1987~1988)(tblId=TX_36601_A303); 매출 실적(2012년1월까지)(tblId=DT_D10902); 매출 실적(2012년2월부터)(tblId=DT_D10912); 매출 실적 SBHI(2013년 1월부터)(tblId=DT_D10920); 매출 전망(2012년2월까지)(tblId=DT_D10903); 매출 전망(2012년3월부터)(tblId=DT_D10913); 매출 전망(2013년 2월부터)(tblId=DT_D10921); 시도/산업중분류별/매출액규모별 기업체수 비율(tblId=DT_3ME0142),"orgId=154, tblId=DT_MOGE_1001300491 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=154&tblId=DT_MOGE_1001300491&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C20429,"상용근로자는 평균 5만6000명 줄었고, 감소율은 20.1%에 달했다.",,,,,"취급액(매출액) 감소율(tblId=DT_113_STBL_1031791); 취급액(매출액) 감소율 - 업종별(tblId=DT_113_STBL_1027711); 취급액(매출액) 감소율 - 종사자 규모별(tblId=DT_113_STBL_1027712); 취급액(매출액) 감소율 - 취급액 규모별(tblId=DT_113_STBL_1027713); 취급액(매출액) 감소율 - 업체정보별(tblId=DT_113_STBL_1027714); 취급액(매출액) 감소율 - 권역별(tblId=DT_113_STBL_1027710); 가구별 상용근로자수 및 경제활동참여자(tblId=DT_117074_2023_A002); 가구별 상용근로자수 및 경제활동참여자(tblId=DT_117074_2018_A002); 직종,학력,연령계층,성별 임금 및 근로조건(tblId=DT_118N_PAYM42); 직종,연령계층별,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_118N_PAYM39)","orgId=113, tblId=DT_113_STBL_1031791 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=113&tblId=DT_113_STBL_1031791&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C15021,"실제로 2000년 이후 통계에 따르면, 대선이 치러지고 한 달 뒤 코스피지수는 평균적으로 2.3% 하락한 것으로 나타났다.",,,,,최근 1년동안 평균적인 외식 또는 매식 빈도(tblId=DT_170002_C009); 일자리에서 필요로 하는 능력 수준(사람들의 평균적인 수준과 비교)(tblId=DT_383005_F0002); 출원 이후 심사 청구까지의 평균적인 소요기간(tblId=TX_13802_A281); [전문디자인업체]디자인 교육이 실제 디자인 업무에 기여하는 바(tblId=DT_11526N_2015_A064); [디자인활용업체]디자인 교육이 실제 디자인 업무에 기여하는 바(tblId=DT_11526N_2015_A017); [전문디자인업체]희망 고용 인력과 실제 고용 인력 간 미스매치 원인(1순위)(tblId=DT_11526N_2014_A055); [전문디자인업체]희망 고용 인력과 실제 고용 인력 간 미스매치 원인(중복응답)(tblId=DT_11526N_2014_A056); [전문디자인업체]대학 디자인학과가 실제 업무에 기여하는 정도(2007~2009)(tblId=TX_115_2009_H9116); [디자인활용업체]대학교육이 실제 업무에 기여하는 정도(2007~2009)(tblId=TX_115_2009_H8122); 게임 아이템 실제 거래 경험(2011)(tblId=DT_MOGE_1540002139),"orgId=170, tblId=DT_170002_C009 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=170&tblId=DT_170002_C009&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C20329,전체 비임금 근로자 중 60세 이상이 차지하는 비율은 41.1%로 역대 최고치를 기록했다.,,,,,[전문디자인업체]디자인 관련 용역대가를 산정하는 방식(2007)(tblId=TX_115_2009_H9045); (비임금근로자) 근로형태(tblId=DT_154013_24BB004904); (비임금근로자) 근로형태(tblId=DT_154013_A065); 비임금근로자의 근로형태(tblId=DT_MOGE_3020300593); 비임금근로자 일과 가사·양육 병행 어려움(tblId=DT_154021_N061); 비임금 근로자의 종사상 지위 분포(tblId=DT_338001_2022128); 비임금 근로자의 주당 평균 근로시간(tblId=DT_338001_2022129); 비임금 근로자의 월평균 수입(tblId=DT_338001_2022130); 비임금근로자의 주당 평균 근로시간(tblId=DT_338001_0034); 성별 비임금 근로자(tblId=DT_1DE6026S),"orgId=115, tblId=TX_115_2009_H9045 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=115&tblId=TX_115_2009_H9045&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C00669,이항구 아인스(AINs) 연구위원은 “현대차·기아도 현지 생산을 확대할 수밖에 없는 상황에서 내수 감소는 부품 업체 등 업계 전반에 위기”라며 “특히 중국이 강한 LFP(리튬인산철)배터리를 채택한 전기차의 비율이 2030년에는 40%까지 늘어날 것으로 예상되는 상황에서 대책이 필요하다”고 말했다.,,,,,"가정 밖 청소년에게 가장 필요하다고 생각하는 서비스_1순위(tblId=DT_154022_22AA204600); 가정 밖 청소년에게 가장 필요하다고 생각하는 서비스_1순위+2순위(tblId=DT_154022_22AA204700); 생산 품목별 내수 금액(합계)(tblId=DT_115042_25_023); 젊은이들의 자살은 아직 삶의 가능성이 무한하기 때문에 특히 이해할 수 없다(tblId=DT_117094N_020N); 젊은이들의 자살은 아직 삶의 가능성이 무한하기 때문에 특히 이해할 수 없다(tblId=DT_11794N_020); 범죄 예방, 안전, 공익 등 서비스·앱 이용 상황별 수용 정도_위급상황에 신속히 대처하고 미래의 건강한 삶을 위해 실시간 건강 상태를 의료기관이 수집하도록 허용하는 것(tblId=DT_164004_2024155); 범죄 예방, 안전, 공익 등 서비스·앱 이용 상황별 수용 정도_위급상황에 신속히 대처하고 미래의 건강한 삶을 위해 실시간 건강 상태를 의료기관이 수집하도록 허용하는 것(tblId=DT_164004_2023158); 범죄 예방, 안전, 공익 등 서비스·앱 이용 상황별 수용 정도_위급상황에 신속히 대처하고 미래의 건강한 삶을 위해 실시간 건강 상태를 의료기관이 수집하도록 허용하는 것(tblId=DT_164004_2022215); 가족돌봄 청소년에게 가장 필요한 서비스(1순위)(tblId=DT_154022_25AA504004); 가족돌봄 청소년에게 가장 필요한 서비스(1순위+2순위)(tblId=DT_154022_25AA504005)","orgId=154, tblId=DT_154022_22AA204600 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=154&tblId=DT_154022_22AA204600&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C14289,전용식 보험연구원 선임연구위원은 “2022년 제도 개선 이후 의과 의료기관에 입원하는 비중은 2022년 7%에서 2024년 6%로 줄어든 반면 한방병원에 입원하는 경상환자 비율은 13%에서 16%로 높아졌다”며 “한방 비급여로 인해 한방병원에서 입원 진료비가 크게 늘었다”고 설명했다.,,,,,한방병원 비급여 진료비용(tblId=DT_354006_2021A014); 한방병원 제증명수수료(tblId=DT_354006_2021A015); 한방병원 비급여 진료비용(tblId=DT_354006_B011); 한방병원 제증명수수료(tblId=DT_354006_B012); 방문일당 약제비 크기별 진료비 심사실적(처방조제)(한방병원)(tblId=DT_LEE_42); 입원환자의 한방병원 이용률(tblId=DT_11787_N007); 시도별 의료기관종별 수술 현황(한방병원)(tblId=TX_35004_A00901); 매출액 대비 한약재 구입 비중-한방병원(tblId=DT_117087N_029_01); 매출액 중 한약재 구입 비중_한방병원 및 요양병원·(종합)병원(tblId=DT_117087N_029); 지역별 한방 외래 및 입원 총진료비 현황(tblId=DT_11749_N_035),"orgId=354, tblId=DT_354006_2021A014 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=354&tblId=DT_354006_2021A014&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C01484,"한국은행이 15일 발표한 수출입물가지수 통계에 따르면, 작년 12월 원화 기준 수입 물가는 전년 같은 달보다 7% 상승했다.",,,,,"지역별,국가별 원화결제(수입)(tblId=DT_303Y006); 수입물가지수(기본분류)(tblId=DT_401Y015); 수입물가지수(용도별)(tblId=DT_401Y018); 수입물가지수(특수분류)(tblId=DT_401Y016); 수입물가지수(품목별)(tblId=DT_401Y017); 수입금액지수(tblId=DT_403Y003); 수입물량지수(tblId=DT_403Y004); 지역별,국가별 원화결제(수출)(tblId=DT_303Y003); 소비자 물가지수(2006~2008)(tblId=DT_M_T0905_DB); 제품별, 시도(시군구)별 업체수 및 종사자수(tblId=DT_MLTM_5003026)","orgId=301, tblId=DT_303Y006 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=301&tblId=DT_303Y006&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C14962,특히 60대의 평균소비성향이 2014년 69.3%에서 2024년 62.4%로 6.9%포인트 떨어져 가장 큰 하락폭을 기록했다.,,,,,젊은이들의 자살은 아직 삶의 가능성이 무한하기 때문에 특히 이해할 수 없다(tblId=DT_117094N_020N); 젊은이들의 자살은 아직 삶의 가능성이 무한하기 때문에 특히 이해할 수 없다(tblId=DT_11794N_020); 이용하는 정보보호 제품의 유형_시스템(앤드 포인트) 보안(복수응답) - 시스템(앤드 포인트) 보안 제품 활용 기업체(tblId=DT_A12719_2022_E_E0112); 스마트폰 서비스 이용 빈도_제품 할인 및 포인트 적립 앱(tblId=DT_164004_2022115); 일시적으로 떨어져 사는지 여부(tblId=DT_338001_2022102); 일시적으로 따로 떨어져 살며 힘든 점(tblId=DT_338001_2022103); 부모님과 떨어져서 사는 이유(tblId=DT_402002_2024AG002); [문화예술・콘텐츠 다양성 감수성] 문화예술은 현실과 동떨어져 실용적인 가치가 없다(tblId=DT_113_STBL_1032239); 성취에 대한 만족도 (19세 이상 인구)(tblId=DT_1SSSP010R); 부모 부양에 대한 견해(13세 이상 인구)(tblId=DT_1SSFA040R),"orgId=117, tblId=DT_117094N_020N | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=117&tblId=DT_117094N_020N&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C14870,통계청 관계자는 “친환경차라든지 특수 목적용 등 완성차 중심으로 생산이 감소했다”며 “3월부터 현대차·기아가 미국 조지아 생산 공장(HMGMA)에서 전기차를 본격적으로 생산하기 시작했고 여기에 25% 품목 관세 부과 영향도 나타난 것으로 보인다”고 했다.,,,,,제조 생산관리 공정의 공장 스마트화 영향 및 기대 효과(tblId=DT_398001_037); 품목별 부가가치세 실적(tblId=DT_134007_2021_C003); 품목별 관세실적(tblId=DT_134007_2021_B003); 품목별 개별소비세 실적(tblId=DT_134007_2021_D003); 품목별 주세 실적(tblId=DT_134007_2021_E003); 품목별 교통에너지환경세 실적(tblId=DT_134007_2021_F003); 품목별 농어촌특별세 실적(tblId=DT_134007_2021_G003); 품목별 교육세 실적(tblId=DT_134007_2021_H003); 시군구 허가품목-특수영양식품(tblId=DT_14503_A031_2); 시군구 허가품목-특수의료용도식품(tblId=DT_14503_A031_3),"orgId=398, tblId=DT_398001_037 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=398&tblId=DT_398001_037&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C00653,삼성전자 공장 이전 등의 영향으로 베트남 수출 비율도 2020년 11.6%에서 작년 12.9%로 증가했다.,,,,,"제조 생산관리 공정의 공장 스마트화 영향 및 기대 효과(tblId=DT_398001_037); [디자인활용업체]디자인이 수출 증가에 미친 영향(2007)(tblId=TX_115_2009_H8143); 코로나19 관련 정부지원이 혁신활동/성과에 미친 영향 중요도: 수출 지원(tblId=DT_395N_S2020295); 작년 임금 근로활동 여부(tblId=DT_KWMP_2020136); 작년 월 평균 임금(세전, 인센티브 제외)(tblId=DT_KWMP_2020006); 작년 연간 평균 인센티브(세전)(tblId=DT_KWMP_2020007); 작년 매출액(tblId=DT_111014_A071); 작년 대비 지역 내 불법체류 외국인 고용 규모 변화(tblId=DT_111014_B099); 작년 매출액(tblId=DT_111014_B102); 작년 인력 고용이 가장 많은 품목(1+2순위)(tblId=DT_111014_C036)","orgId=398, tblId=DT_398001_037 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=398&tblId=DT_398001_037&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C14960,"대한상공회의소가 1일 발간한 ‘세대별 소비성향 변화와 시사점’ 보고서에 따르면, 전 연령대에서 소득 대비 소비지출 비중(평균소비성향)이 2014년 73.6%에서 2024년 70.3%로 3.3%포인트 하락한 것으로 나타났다.",,,,,다문화 가정 영유아 수-각 연령대별 비율(tblId=DT_33107_N222); 벤처기업 윤리경영 및 사회적 책임 변화 추이(tblId=TX_14203_A105); 일본의 가구당 연간 교양오락 소비지출 대비 각 부문별 비중(tblId=DT_113_STBL_1014945); 명목소비지출의 변화(tblId=DT_322002_A004); 실질소비지출의 변화(tblId=DT_322002_A005); 가구균등화지수를 사용한 소비지출의 변화(tblId=DT_322002_A006); 소비지출의 변화 추이(tblId=DT_322002_B056); 긴축소비지출-우선적으로 줄일 항목(tblId=DT_1W321); 긴축소비지출-줄일 항목 모두(tblId=DT_1W322); 가구특성별 비목별 비소비지출(tblId=DT_1HDAAB06),"orgId=112, tblId=DT_33107_N222 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=112&tblId=DT_33107_N222&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C03668,"전국 주유소의 휘발유 평균 판매가는 1월 5주(26∼30일) 기준 1L당 1733.1원으로, 16주 연속으로 직전 주 대비 상승세를 보이고 있다.",,,,,"주유소 제품별 평균 판매가격(tblId=TX_31802_A000); 농가판매가격지수(2020=100,분기)(tblId=DT_1J60); 농가판매가격지수(2015=100, 분기)(tblId=DT_1J56); 농가판매가격지수(2010=100,분기)(tblId=DT_1J52); 농가판매가격지수(2005=100, 분기, 품목별)(tblId=DT_1J49); 농가판매가격지수(2005=100, 분기)(tblId=DT_1J50); 발달지체를 보이고 있는 영역(2011)(tblId=DT_11214_B0019); 유아동: 인터넷을 하고 있을 때만 흥미진진해 보이고 생생해 보인다(tblId=DT_12019_2015_092); 유아동: 인터넷을 하고 있을 때만 흥미진진해 보이고 생생해 보인다(tblId=DT_12019_2014_024); 유/아동 관찰자용 : 인터넷을 하고 있을 때만, 흥미진진해 보이고 생생해 보인다(2013)(tblId=DT_12019_2013_A4_4)","orgId=318, tblId=TX_31802_A000 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=318&tblId=TX_31802_A000&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C01005,11일 한국석유공사 유가정보시스템 오피넷에 따르면 1월 둘째 주(5∼9일) 전국 주유소 휘발유 평균 판매가는 직전 주 대비 L당 15.7원 상승한 1686.7원을 기록했다.,,,,,"주유소 제품별 평균 판매가격(tblId=TX_31802_A000); 농가판매가격지수(2020=100,분기)(tblId=DT_1J60); 농가판매가격지수(2015=100, 분기)(tblId=DT_1J56); 농가판매가격지수(2010=100,분기)(tblId=DT_1J52); 농가판매가격지수(2005=100, 분기, 품목별)(tblId=DT_1J49); 농가판매가격지수(2005=100, 분기)(tblId=DT_1J50); 신혼부부 특성별 첫째출산 후 둘째자녀 사이의 출산 소요기간별 신혼부부 수(tblId=DT_1NW1023); 신혼부부 특성별 첫째출산 후 둘째자녀 사이의 평균 출산 소요기간(tblId=DT_1NW1024); 초혼 신혼부부 특성별 첫째출산 후 둘째자녀 사이의 출산 소요기간별 신혼부부수(tblId=DT_1NW2020); 초혼 신혼부부 특성별 첫째출산 후 둘째자녀 사이의 평균 출산 소요기간(tblId=DT_1NW2021)","orgId=318, tblId=TX_31802_A000 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=318&tblId=TX_31802_A000&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C20026,최근 3개월(6~8월) 기준 임금근로자의 월평균 임금은 320만5000원으로 전년 동기 대비 7만7000원 증가했다.,,,,,임금근로자 최근 3개월 평균 임금(tblId=DT_43701N_044); 장애인 임금근로자의 최근 3개월 평균 임금 - 종사상 지위별(tblId=DT_38304_2013_N014); 성별 시간제근로자 최근 3개월간 월평균임금(tblId=DT_1DE7098S); 성별 시간제근로자 최근 3개월간 월평균임금(tblId=DT_1DE7098); 임금근로자_고용 계약 기간(개월)(tblId=DT_380002_A0121_7TH); 임금근로자_고용 계약 기간(개월) 계약의 반복갱신 여부(tblId=DT_380002_A0122_7TH); 3개월 월평균 임금 또는 보수(tblId=DT_117079_22BB014600); 3개월 월평균 임금 또는 보수(tblId=DT_117079_22CC012800); 3개월 월평균 임금 또는 보수(tblId=DT_MOGE_1001301320); 3개월 월평균 임금 또는 보수(tblId=DT_MOGE_1001301371),"orgId=437, tblId=DT_43701N_044 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=437&tblId=DT_43701N_044&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C09958,지난 1분기(1~3월) 월 평균 쉬었음 인구는 46만4000명으로 코로나 대유행이 시작된 2020년 2분기의 직전 최고치(46만1000명)을 고쳐썼다.,,,,,"연령/활동상태별(쉬었음) 비경제활동인구 계절조정(tblId=DT_1DA9011S); 연령/활동상태별(쉬었음) 비경제활동인구(tblId=DT_1DA7147S); '쉬었음'의 쉰 주된 이유(tblId=DT_1DE5011S); 연령별 '쉬었음'의 주된 이유(tblId=DT_1DE5052S); 연령/활동상태별(쉬었음) 비경제활동인구(시계열 보정 前 자료)(tblId=DT_1DA7147); '쉬었음'의 쉰 주된 이유(tblId=DT_1DE5011); 장애인 비경제활동인구의 '쉬었음' 인구 - 연령별(tblId=DT_38304_2013_N019); 경제활동별 GDP 및 GNI(계절조정, 명목, 분기)(tblId=DT_200Y103); 경제활동별 GDP 및 GNI(원계열, 명목, 분기 및 연간)(tblId=DT_200Y105); 국내총생산에 대한 지출(계절조정, 명목, 분기)(tblId=DT_200Y107)","orgId=101, tblId=DT_1DA9011S | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1DA9011S&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C04166,"한국석유공사에 따르면, 2월 첫 주(2∼6일) 전국 주유소 휘발유 평균 판매가는 리터(L)당 1733.06원으로 일주일 전보다 0.04원 내렸다.",,,,,주유소 제품별 평균 판매가격(tblId=TX_31802_A000); 재학생 자녀의 일주일 총 사교육 시간(tblId=DT_117079_22DD011400); 재학생 자녀의 일주일 총 사교육 시간(tblId=DT_MOGE_1001301419); PC 활용능력(tblId=DT_405001_I115_1); 스마트 기기 애플리케이션 이용 경험 유무(tblId=DT_405001_I188); 스마트기기 활용능력(tblId=DT_405001_I116_1); 응답자의 일주일 평균 근무시간(tblId=DT_154001_A021); 일주일 평균 등교 및 원격수업 일수(tblId=DT_402002_2021G005); 일주일 평균 등교 및 원격수업 일수(tblId=DT_402002_2021R005); 올해 중 가장 길게 일한 아르바이트의 일주일 평균 근로 일수(tblId=DT_154022_22AA208600),"orgId=318, tblId=TX_31802_A000 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=318&tblId=TX_31802_A000&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
