claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,mapping_type,claim_indicator,claim_industry_or_item,obj_target_terms,item_ungrounded,dropped_item,claim_period,claim_prd_se,period_span_start,period_span_end,period_aggregation,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,retrieval_fallback_code,retrieval_fallback_reason,indicator_fallback_source,unit_dimension_hypotheses,derived_computation_required,verification_review_required,verification_review_reason,measurement_review_override,allowed_mapping_types,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions,scope_gate_code,scope_gate_reason,scope_gate_severity,scope_gate_blocked
URL-1787508344987-4,URL-1787508344987-4-m1,URL-1787508344987,4월 픽업트럭 판매량 1년새 두 배로…타스만·무쏘EV 출시 효과,2025-05-20,https://www.chosun.com/economy/auto/2025/05/20/4WNJC2ZN6VGX7HFCDWIPAWRYMI/,2017년 2만3574대였던 픽업트럭 연간 판매량은 작년 1만3954대로 떨어졌다.,"국내 픽업트럭 시장은 KG모빌리티의 렉스턴 스포츠와 코란도 스포츠, GM한국사업장의 콜로라도와 시에라 모델만 판매됐다.",올해 타스만과 무쏘 EV 출시로 그간 침체된 픽업트럭 시장이 반등할 수 있을 거란 전망이 나온다.,국내공식통계,N,소매·소비,픽업트럭 판매량,"픽업트럭, 판매량, 연간, 작년",-,,,,-,-,-,2024,-,Y,확정,1만3954대,KOSIS_VALUE,hcx,픽업트럭 판매량,-,2024,Y,hcx,현재값,13954,-,-,N,대,수준값,감소,전년,2017년 2만3574대였던 픽업트럭 연간 판매량은 작년 1만3954대로 떨어졌다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,픽업트럭 판매량,,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,대,대,count,count,unspecified,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508347373-1,URL-1787508347373-1-m1,URL-1787508347373,얼어붙은 경기에… ‘가성비 세단’이 잘 팔린다,2025-05-17,https://www.chosun.com/economy/auto/2025/05/20/W4APAPXZPFG27DHL3UNKAA2AZU/,"시장조사 업체 카이즈유데이터 연구소에 따르면, 올 1분기(1~3월) 세단 판매량은 10만7252대로 전년 동기 대비 16.6% 늘었다.",국내 자동차 시장에서 세단이 부활하는 조짐을 보이고 있다.,"반면, 같은 기간 SUV(스포츠유틸리티차) 판매량이 1.6% 줄어든 20만2447대에 그쳤다.",국내공식통계,Y,소매·소비,세단 판매량,"세단, 판매량, SUV, 스포츠유틸리티차",-,,,,-,-,-,202503,-,M,확정,10만7252대,KOSIS_VALUE,hcx,세단 판매량,-,2025Q1,Q,hcx,현재값,107252,-,-,N,대,수준값,증가,전년동기,"시장조사 업체 카이즈유데이터 연구소에 따르면, 올 1분기(1~3월) 세단 판매량은 10만7252대로 전년 동기 대비 16.6% 늘었다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,세단 판매량,,,N,,2025Q1,Q,202501,202503,sum,2025Q1,,대,대,count,count,unspecified,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508347373-1,URL-1787508347373-1-m2,URL-1787508347373,얼어붙은 경기에… ‘가성비 세단’이 잘 팔린다,2025-05-17,https://www.chosun.com/economy/auto/2025/05/20/W4APAPXZPFG27DHL3UNKAA2AZU/,"시장조사 업체 카이즈유데이터 연구소에 따르면, 올 1분기(1~3월) 세단 판매량은 10만7252대로 전년 동기 대비 16.6% 늘었다.",국내 자동차 시장에서 세단이 부활하는 조짐을 보이고 있다.,"반면, 같은 기간 SUV(스포츠유틸리티차) 판매량이 1.6% 줄어든 20만2447대에 그쳤다.",국내공식통계,Y,소매·소비,세단 판매량 증감률,"세단, 판매량, SUV, 스포츠유틸리티차",-,,,,-,-,-,202501,-,Q,확정,16.6%,KOSIS_VALUE,hcx,세단 판매량 증감률,-,2025Q1,Q,hcx,증감률,16.6,-,-,N,%,증감률,증가,전년동기,"시장조사 업체 카이즈유데이터 연구소에 따르면, 올 1분기(1~3월) 세단 판매량은 10만7252대로 전년 동기 대비 16.6% 늘었다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,세단 판매량,,,N,,2025Q1,Q,,,,2025Q1,CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,202401,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508347373-4,URL-1787508347373-4-m1,URL-1787508347373,얼어붙은 경기에… ‘가성비 세단’이 잘 팔린다,2025-05-17,https://www.chosun.com/economy/auto/2025/05/20/W4APAPXZPFG27DHL3UNKAA2AZU/,"자동차 시장조사 업체 카이즈유데이터 연구소에 따르면, 작년 국내 자동차 판매량(약 144만대) 중 SUV(약 81만대) 비중이 절반을 넘었다.","예를 들어 현대차의 중형 세단 ‘아이오닉6’, 준중형 SUV ‘아이오닉5’, 대형 SUV ‘아이오닉9’은 모두 같은 전기차 플랫폼(E-GMP)을 공유하고 있다.",많은 글로벌 자동차 업체가 SUV 위주의 신차를 내놓으면서 세단의 특성을 결합하는 식으로 차별화를 꾀하려 한다는 분석도 나온다.,국내공식통계,N,무역,국내 자동차 판매량,"자동차, 판매량, SUV, 비중",-,,,,-,-,-,2024,-,Y,확정,144만대,KOSIS_VALUE,hcx,국내 자동차 판매량,-,2024,Y,hcx,현재값,1440000,-,-,Y,대,수준값,-,전년,"자동차 시장조사 업체 카이즈유데이터 연구소에 따르면, 작년 국내 자동차 판매량(약 144만대) 중 SUV(약 81만대) 비중이 절반을 넘었다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,국내 자동차 판매량,,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,대,대,count,count,vehicle,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508347373-4,URL-1787508347373-4-m2,URL-1787508347373,얼어붙은 경기에… ‘가성비 세단’이 잘 팔린다,2025-05-17,https://www.chosun.com/economy/auto/2025/05/20/W4APAPXZPFG27DHL3UNKAA2AZU/,"자동차 시장조사 업체 카이즈유데이터 연구소에 따르면, 작년 국내 자동차 판매량(약 144만대) 중 SUV(약 81만대) 비중이 절반을 넘었다.","예를 들어 현대차의 중형 세단 ‘아이오닉6’, 준중형 SUV ‘아이오닉5’, 대형 SUV ‘아이오닉9’은 모두 같은 전기차 플랫폼(E-GMP)을 공유하고 있다.",많은 글로벌 자동차 업체가 SUV 위주의 신차를 내놓으면서 세단의 특성을 결합하는 식으로 차별화를 꾀하려 한다는 분석도 나온다.,국내공식통계,N,무역,SUV 판매량,"자동차, 판매량, SUV, 비중",-,,,,-,-,-,2024,-,Y,확정,81만대,KOSIS_VALUE,hcx,SUV 판매량,-,2024,Y,hcx,현재값,810000,-,-,Y,대,수준값,-,전년,"자동차 시장조사 업체 카이즈유데이터 연구소에 따르면, 작년 국내 자동차 판매량(약 144만대) 중 SUV(약 81만대) 비중이 절반을 넘었다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,국내 자동차 판매량,,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,대,대,count,count,vehicle,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508354694-1,URL-1787508354694-1-m1,URL-1787508354694,고물가에 설선물 벅차다면…사전예약‧묶음판매 그나마 싸다,2025-01-05,https://www.chosun.com/economy/market_trend/2025/01/05/GAQ4BB4HOJEWNP5GGCUHQTHY7M/,지난해 설 대비 10% 늘어난 5만여 세트를 예약판매 물량으로 준비했다.,신세계백화점은 오는 9일까지 21일간 2025년 설 선물세트를 예약 판매하고 있다.,"주요 품목 할인율로는 한우 5~10%, 굴비 20%, 청과 10%, 와인 50%, 건강식품 60% 등이다.",국내공식통계,N,소매·소비,설 선물세트 예약판매 증가율,"설 선물세트, 예약판매, 증가율, 한우, 굴비, 청과, 와인, 건강식품",-,,,,-,-,-,202501,-,M,확정,10%,KOSIS_VALUE,hcx,설 선물세트 예약판매 증가율,-,202501,M,hcx,증감률,10,-,-,N,%,증감률,증가,전년동기,지난해 설 대비 10% 늘어난 5만여 세트를 예약판매 물량으로 준비했다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,설 선물세트 예약판매 증가율,,,N,,202501,M,,,,202501,CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,202401,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508366671-1,URL-1787508366671-1-m1,URL-1787508366671,국제 유가 하락에 4월 생산자물가 전월보다 하락,2025-05-22,https://www.chosun.com/economy/economy_general/2025/05/23/EMZ6BBQZAND4DKNQF5RMMDSQEM/,지난달 생산자물가지수가 전월에 비해 0.1% 하락했다고 한국은행이 23일 밝혔다.,국제 유가 하락에 4월 생산자물가 전월보다 하락,"국제 유가 하락, 농산물 출하량 증가 때문이다.",국내공식통계,Y,물가,생산자물가지수,"생산자물가, 국제 유가, 농산물 출하량",-,,,,-,-,-,202504,-,M,확정,0.1%,KOSIS_VALUE,hcx,생산자물가지수,-,202504,M,hcx,증감률,0.1,-,-,N,%,증감률,감소,전월,지난달 생산자물가지수가 전월에 비해 0.1% 하락했다고 한국은행이 23일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,생산자물가지수,,,N,,2025-04,M,,,,202504,CHANGE_RATE_FROM_TEXT|PREVIOUS_MONTH_FROM_ARTICLE_DATE,%,%,rate,rate_change,unspecified,202503,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508366671-2,URL-1787508366671-2-m1,URL-1787508366671,국제 유가 하락에 4월 생산자물가 전월보다 하락,2025-05-22,https://www.chosun.com/economy/economy_general/2025/05/23/EMZ6BBQZAND4DKNQF5RMMDSQEM/,전월 대비 생산자물가가 하락한 것은 지난해 10월(-0.1%) 이후 6개월만이다.,"국제 유가 하락, 농산물 출하량 증가 때문이다.","전월 대비 상승폭을 품목별로 보면 농산물(-5.8%), 석탄·석유제품(-2.6%)이 전체 생산자물가를 끌어내렸다.",국내공식통계,Y,물가,생산자물가,"국제 유가, 생산자물가, 전월 대비, 하락, 농산물 출하량",-,,,,-,-,-,202410,-,M,확정,-0.1%,KOSIS_VALUE,hcx,생산자물가,-,202410,M,hcx,증감률,0.1,-,-,N,%,증감률,감소,전월,전월 대비 생산자물가가 하락한 것은 지난해 10월(-0.1%) 이후 6개월만이다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,생산자물가,,,N,,2025-04,M,,,,202410,CHANGE_RATE_FROM_TEXT|RELATIVE_YEAR_MONTH_FROM_ARTICLE_DATE|RELATIVE_MEASUREMENT_PERIOD_PRESERVED,%,%,rate,rate_change,unspecified,202409,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508366671-3,URL-1787508366671-3-m1,URL-1787508366671,국제 유가 하락에 4월 생산자물가 전월보다 하락,2025-05-22,https://www.chosun.com/economy/economy_general/2025/05/23/EMZ6BBQZAND4DKNQF5RMMDSQEM/,"전월 대비 상승폭을 품목별로 보면 농산물(-5.8%), 석탄·석유제품(-2.6%)이 전체 생산자물가를 끌어내렸다.",전월 대비 생산자물가가 하락한 것은 지난해 10월(-0.1%) 이후 6개월만이다.,"반대로 축산물(4.8%), 음식료품(0.2%), 음식점 및 숙박(0.6%) 가격은 전월보다 상승했다.",국내공식통계,Y,물가,농산물 가격 변동,"국제 유가, 생산자물가, 전월 대비, 품목별 상승폭, 농산물, 석탄·석유제품, 축산물, 음식료품, 음식점 및 숙박",-,,,농산물,-,-,-,202504,-,M,확정,5.8%,KOSIS_VALUE,hcx,농산물 가격 변동,농산물,-,-,hcx,증감률,5.8,-,-,N,%,증감률,감소,전월,전월 대비 생산자물가가 하락한 것은 지난해 10월(-0.1%) 이후 6개월만이다.,high,Y,measurement_period_ungrounded:2,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,생산자물가,,,N,,2025-04,M,,,,,CHANGE_RATE_FROM_TEXT|MONTH_FROM_ARTICLE_TITLE_CONTEXT,%,%,rate,rate_change,item,202503,DERIVED_VALUE_REQUIRES_COMPUTATION,지표 수준값의 두 시점에서 기사 증감값을 계산해야 함: 금액 지표에 통화 단위가 아님: 농산물가격변동/rate,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508366671-3,URL-1787508366671-3-m2,URL-1787508366671,국제 유가 하락에 4월 생산자물가 전월보다 하락,2025-05-22,https://www.chosun.com/economy/economy_general/2025/05/23/EMZ6BBQZAND4DKNQF5RMMDSQEM/,"전월 대비 상승폭을 품목별로 보면 농산물(-5.8%), 석탄·석유제품(-2.6%)이 전체 생산자물가를 끌어내렸다.",전월 대비 생산자물가가 하락한 것은 지난해 10월(-0.1%) 이후 6개월만이다.,"반대로 축산물(4.8%), 음식료품(0.2%), 음식점 및 숙박(0.6%) 가격은 전월보다 상승했다.",국내공식통계,Y,물가,석탄·석유제품 가격 변동,"국제 유가, 생산자물가, 전월 대비, 품목별 상승폭, 농산물, 석탄·석유제품, 축산물, 음식료품, 음식점 및 숙박",-,,,석탄·석유제품,-,-,-,202504,-,M,확정,2.6%,KOSIS_VALUE,hcx,석탄·석유제품 가격 변동,석탄·석유제품,-,-,hcx,증감률,2.6,-,-,N,%,증감률,감소,전월,전월 대비 생산자물가가 하락한 것은 지난해 10월(-0.1%) 이후 6개월만이다.,high,Y,measurement_period_ungrounded:2,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,생산자물가,,,N,,2025-04,M,,,,,CHANGE_RATE_FROM_TEXT|MONTH_FROM_ARTICLE_TITLE_CONTEXT,%,%,rate,rate_change,item,202503,DERIVED_VALUE_REQUIRES_COMPUTATION,지표 수준값의 두 시점에서 기사 증감값을 계산해야 함: 금액 지표에 통화 단위가 아님: 석탄·석유제품가격변동/rate,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508369501-2,URL-1787508369501-2-m1,URL-1787508369501,추경 재원 방안은 언급 안 해… 20조 국채 발행 불가피,2025-06-06,https://www.chosun.com/economy/economy_general/2025/06/07/FXMZGDYWSNCNNJ4NWD36UVOYQU/,"국내총생산(GDP) 대비 비율로 따지면 48.4%로, 지난해 47.4%보다 올라간다.",국가 채무액은 역대 최대 규모인 1280조8000억원까지 늘어난다.,이번 2차 추경 편성으로 20조원 가까이 나랏빚이 늘면 국가 채무는 올해 말 1300조원을 넘어설 것이란 예측이 나온다.,국내공식통계,N,재정·조세,GDP 대비 국가 채무 비율,"국가 채무액, GDP, 비율",-,,,,-,-,-,2024,-,Y,확정,48.4%,KOSIS_VALUE,hcx,GDP 대비 국가 채무 비율,-,2025,Y,hcx,증감률,48.4,-,-,N,%,증감률,-,전년,"국내총생산(GDP) 대비 비율로 따지면 48.4%로, 지난해 47.4%보다 올라간다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,GDP 대비 국가 채무 비율,,,N,,2024,Y,,,,2025,RELATIVE_YEAR_FROM_ARTICLE_DATE|CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,2023,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508369501-2,URL-1787508369501-2-m2,URL-1787508369501,추경 재원 방안은 언급 안 해… 20조 국채 발행 불가피,2025-06-06,https://www.chosun.com/economy/economy_general/2025/06/07/FXMZGDYWSNCNNJ4NWD36UVOYQU/,"국내총생산(GDP) 대비 비율로 따지면 48.4%로, 지난해 47.4%보다 올라간다.",국가 채무액은 역대 최대 규모인 1280조8000억원까지 늘어난다.,이번 2차 추경 편성으로 20조원 가까이 나랏빚이 늘면 국가 채무는 올해 말 1300조원을 넘어설 것이란 예측이 나온다.,국내공식통계,N,재정·조세,GDP 대비 국가 채무 비율,"국가 채무액, GDP, 비율",-,,,,-,-,-,2024,-,Y,확정,47.4%,KOSIS_VALUE,hcx,GDP 대비 국가 채무 비율,-,2024,Y,hcx,증감률,47.4,-,-,N,%,증감률,증가,전년동기,"국내총생산(GDP) 대비 비율로 따지면 48.4%로, 지난해 47.4%보다 올라간다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,GDP 대비 국가 채무 비율,,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE|CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,2023,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508372146-2,URL-1787508372146-2-m1,URL-1787508372146,국채 21조 더 찍기로… 나랏빚 연말 1300조 돌파,2025-07-04,https://www.chosun.com/economy/economy_general/2025/07/05/6TVJOFZRQBFSNDA5KTXKQ4PTHA/,정부는 31조8000억원 규모의 2차 추가경정예산(추경) 재원을 조달하기 위해 국채 21조1000억원을 추가로 발행하기로 했다.,"국채 21조 더 찍기로 나랏빚 연말 1300조 돌파 李정부 첫 추경안 통과 재정적자, GDP 대비 4.2%로 늘어",이로 인해 올 연말 국가 채무는 1300조원을 넘어설 것으로 전망된다.,국내공식통계,N,재정·조세,국채 발행 규모,"추가경정예산, 국채, 국가 채무",-,,,,-,-,-,202507,-,M,확정,31조8000억원,KOSIS_VALUE,hcx,국채 발행 규모,-,202507,M,hcx,현재값,31800000000000,-,-,N,원,수준값,-,전년,정부는 31조8000억원 규모의 2차 추가경정예산(추경) 재원을 조달하기 위해 국채 21조1000억원을 추가로 발행하기로 했다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,국채 발행 규모,,,N,,202507,M,,,,202507,,원,원,currency,amount,unspecified,,,,,currency,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508372146-2,URL-1787508372146-2-m2,URL-1787508372146,국채 21조 더 찍기로… 나랏빚 연말 1300조 돌파,2025-07-04,https://www.chosun.com/economy/economy_general/2025/07/05/6TVJOFZRQBFSNDA5KTXKQ4PTHA/,정부는 31조8000억원 규모의 2차 추가경정예산(추경) 재원을 조달하기 위해 국채 21조1000억원을 추가로 발행하기로 했다.,"국채 21조 더 찍기로 나랏빚 연말 1300조 돌파 李정부 첫 추경안 통과 재정적자, GDP 대비 4.2%로 늘어",이로 인해 올 연말 국가 채무는 1300조원을 넘어설 것으로 전망된다.,국내공식통계,N,재정·조세,국채 발행 규모,"추가경정예산, 국채, 국가 채무",-,,,,-,-,-,202507,-,M,확정,21조1000억원,KOSIS_VALUE,hcx,국채 발행 규모,-,202507,M,hcx,현재값,21100000000000,-,-,N,원,수준값,-,전년,정부는 31조8000억원 규모의 2차 추가경정예산(추경) 재원을 조달하기 위해 국채 21조1000억원을 추가로 발행하기로 했다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,국채 발행 규모,,,N,,202507,M,,,,202507,,원,원,currency,amount,unspecified,,,,,currency,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508386125-2,URL-1787508386125-2-m1,URL-1787508386125,BYD “모든 멕시코 주민의 첫 전기차” 내세우자… 멕시코 “전기차 독자 생산할 것”,2025-01-07,https://www.chosun.com/economy/auto/2025/01/07/TY2H22LT25BJRA73UP7YYS7WEU/,BYD는 작년에 2023년 대비 41.3% 증가한 427만대의 차량을 판매했다.,"2020년 뉴욕 증시에 상장한 미니소는 디즈니, 산리오, 포켓몬 등 100개가 넘는 글로벌 콘텐츠와 IP 계약을 체결하고 협업 상품을 내놓고 있다.",순수 전기차는 176만대에 달한다.,국내공식통계,N,생산·산업,차량 판매량 증가율,"BYD, 차량, 판매량, 증가",-,,,BYD,-,-,-,2024,-,Y,확정,41.3%,KOSIS_VALUE,hcx,차량 판매량 증가율,BYD,2023,Y,hcx,증감률,41.3,-,-,N,%,증감률,증가,전년,BYD는 작년에 2023년 대비 41.3% 증가한 427만대의 차량을 판매했다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,차량 판매량,BYD,,N,,2024,Y,,,,2023,RELATIVE_YEAR_FROM_ARTICLE_DATE|CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,vehicle,2023,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508386125-2,URL-1787508386125-2-m2,URL-1787508386125,BYD “모든 멕시코 주민의 첫 전기차” 내세우자… 멕시코 “전기차 독자 생산할 것”,2025-01-07,https://www.chosun.com/economy/auto/2025/01/07/TY2H22LT25BJRA73UP7YYS7WEU/,BYD는 작년에 2023년 대비 41.3% 증가한 427만대의 차량을 판매했다.,"2020년 뉴욕 증시에 상장한 미니소는 디즈니, 산리오, 포켓몬 등 100개가 넘는 글로벌 콘텐츠와 IP 계약을 체결하고 협업 상품을 내놓고 있다.",순수 전기차는 176만대에 달한다.,국내공식통계,N,생산·산업,차량 판매량,"BYD, 차량, 판매량, 증가",-,,,BYD,-,-,-,2024,-,Y,확정,427만대,KOSIS_VALUE,hcx,차량 판매량,BYD,2023,Y,hcx,현재값,4270000,-,-,N,대,수준값,증가,전년,BYD는 작년에 2023년 대비 41.3% 증가한 427만대의 차량을 판매했다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,차량 판매량,BYD,,N,,2024,Y,,,,2023,RELATIVE_YEAR_FROM_ARTICLE_DATE,대,대,count,count,vehicle,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508386125-4,URL-1787508386125-4-m1,URL-1787508386125,BYD “모든 멕시코 주민의 첫 전기차” 내세우자… 멕시코 “전기차 독자 생산할 것”,2025-01-07,https://www.chosun.com/economy/auto/2025/01/07/TY2H22LT25BJRA73UP7YYS7WEU/,"올 1~9월 기준 중국 내수 판매량도 약 31만대로, 전기차 시장 7위에 올랐다.","벤츠, BMW, 테슬라 등 주요 브랜드보다 비싼 가격이다.",이런 실적 덕분에 올해 상반기 자동차사업부가 처음 흑자 전환했다.,국내공식통계,N,생산·산업,전기차 판매량,"전기차, 판매량, 중국 내수",-,,,전기차,-,-,-,202509,-,M,확정,31만대,KOSIS_VALUE,hcx,전기차 판매량,전기차,202501,H,hcx,현재값,310000,-,-,Y,대,수준값,증가,전년,"올 1~9월 기준 중국 내수 판매량도 약 31만대로, 전기차 시장 7위에 올랐다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,전기차 판매량,전기차,,N,,202501,H,202501,202509,sum,202501,,대,대,count,count,item,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508390805-2,URL-1787508390805-2-m2,URL-1787508390805,"중국, 작년 선박 수주 세계 톱 10 중 7자리 차지...K조선은?",2025-01-26,https://www.chosun.com/economy/industry-company/2025/01/26/6N2OGDINMVCQJNEIGAZYWM234Q/,"작년 한국 수주는 1098만CGT(250척)로 2014년(1178만CGT)과 큰 차이가 없었지만, 점유율은 10년 새 29.7%에서 17%로 대폭 줄었다.",최근 조선업 호황으로 10년 전(3969만CGT) 대비 약 66% 늘었다.,반면 중국은 2014년 1531만CGT에서 작년 4645만CGT(1711척)로 대폭 수주가 늘어 점유율이 38%에서 70%로 늘었다.,국내공식통계,N,무역,한국의 선박 수주 점유율 변화,"선박 수주, 점유율, 한국, 중국",-,,,,-,-,-,2024,-,Y,확정,29.7%,KOSIS_VALUE,hcx,한국의 선박 수주 점유율 변화,-,2024,Y,hcx,증감률,29.7,-,-,N,%,증감률,감소,전년동기,"작년 한국 수주는 1098만CGT(250척)로 2014년(1178만CGT)과 큰 차이가 없었지만, 점유율은 10년 새 29.7%에서 17%로 대폭 줄었다.",high,N,-,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,선박 수주량,,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE|CHANGE_RATE_FROM_TEXT,%,%,rate,rate_level,unspecified,,,,,rate,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508390805-2,URL-1787508390805-2-m3,URL-1787508390805,"중국, 작년 선박 수주 세계 톱 10 중 7자리 차지...K조선은?",2025-01-26,https://www.chosun.com/economy/industry-company/2025/01/26/6N2OGDINMVCQJNEIGAZYWM234Q/,"작년 한국 수주는 1098만CGT(250척)로 2014년(1178만CGT)과 큰 차이가 없었지만, 점유율은 10년 새 29.7%에서 17%로 대폭 줄었다.",최근 조선업 호황으로 10년 전(3969만CGT) 대비 약 66% 늘었다.,반면 중국은 2014년 1531만CGT에서 작년 4645만CGT(1711척)로 대폭 수주가 늘어 점유율이 38%에서 70%로 늘었다.,국내공식통계,N,무역,한국의 선박 수주 점유율 변화,"선박 수주, 점유율, 한국, 중국",-,,,,-,-,-,2024,-,Y,확정,17%,KOSIS_VALUE,hcx,한국의 선박 수주 점유율 변화,-,2024,Y,hcx,증감률,17,-,-,N,%,증감률,감소,전년동기,"작년 한국 수주는 1098만CGT(250척)로 2014년(1178만CGT)과 큰 차이가 없었지만, 점유율은 10년 새 29.7%에서 17%로 대폭 줄었다.",high,N,-,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,선박 수주량,,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE|CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,2023,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
