mapping_row_id,claim_measurement_id,candidate_rank,ORG_ID,TBL_ID,STAT_ID,TBL_NM,path,vector_similarity,keyword_match,item_match,score
MAP000031,A0006-C018-m5,4,115,DT_110534N_839,2016003,매출액 대비 수출액 비중,뿌리산업실태조사 > 2020년 이전 > 해외진출 현황,0.880633,0.2,0.0,0.700475
MAP000031,A0006-C018-m5,5,127,DT_127005_005,1996008,수출 및 수입액,ICT실태조사,0.879871,0.2,0.0,0.699903
MAP000032,A0006-C019-m1,1,360,DT_36005_A017,2002013,반도체 항목별 EBSI 전망,수출산업경기전망조사 > 품목별 수출경기 EBSI > 2009년 2/4분기 이후,0.882265,0.2,1.0,0.751698
MAP000032,A0006-C019-m1,2,127,DT_127005_005,1996008,수출 및 수입액,ICT실태조사,0.874303,0.2,0.0,0.695727
MAP000032,A0006-C019-m1,3,115,DT_115036_A014,2022038,판매 - 수출 실적,중견기업경기전망조사 > 중견기업 > 전체,0.873623,0.2,0.0,0.695217
MAP000032,A0006-C019-m1,4,115,DT_115036_B014,2022038,판매 - 수출 실적,중견기업경기전망조사 > 중견기업 후보기업 > 전체,0.873412,0.2,0.0,0.695059
MAP000032,A0006-C019-m1,5,127,TX_374_2009_H1025,1998012,무선통신기기 수출액,ICT주요품목동향조사 > 2008년 이전 > 정보통신산업,0.872045,0.2,0.0,0.694034
MAP000033,A0006-C019-m2,1,360,DT_36005_A017,2002013,반도체 항목별 EBSI 전망,수출산업경기전망조사 > 품목별 수출경기 EBSI > 2009년 2/4분기 이후,0.881903,0.2,1.0,0.751427
MAP000033,A0006-C019-m2,2,127,DT_127005_005,1996008,수출 및 수입액,ICT실태조사,0.874575,0.2,0.0,0.695931
MAP000033,A0006-C019-m2,3,115,DT_115036_A014,2022038,판매 - 수출 실적,중견기업경기전망조사 > 중견기업 > 전체,0.873032,0.2,0.0,0.694774
MAP000033,A0006-C019-m2,4,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.872906,0.2,0.0,0.69468
MAP000033,A0006-C019-m2,5,115,DT_115036_B014,2022038,판매 - 수출 실적,중견기업경기전망조사 > 중견기업 후보기업 > 전체,0.872829,0.2,0.0,0.694622
MAP000034,A0009-C001-m1,1,113,DT_113_STBL_1032044,1980009,1인 지출 경비_단체+에어텔(한국교통비-한국국적기),외래관광객조사 > 한국 여행 소비 실태,0.867973,0.0,0.0,0.65098
MAP000034,A0009-C001-m1,2,113,DT_113_STBL_1032014,1980009,1인 지출 경비_에어텔(한국교통비-한국국적기),외래관광객조사 > 한국 여행 소비 실태,0.867632,0.0,0.0,0.650724
MAP000034,A0009-C001-m1,3,113,DT_113_STBL_1016005,1980009,거주국별 Airtel 여행객 1인 지출 경비,외래관광객조사 > 한국 여행 소비 실태,0.865785,0.0,0.0,0.649339
MAP000034,A0009-C001-m1,4,113,DT_113_STBL_1032048,1980009,1인 지출 경비_단체+에어텔(운송장비 대여서비스),외래관광객조사 > 한국 여행 소비 실태,0.86532,0.0,0.0,0.64899
MAP000034,A0009-C001-m1,5,113,DT_113_STBL_1032016,1980009,1인 지출 경비_에어텔(한국교통비-철도 여객운송),외래관광객조사 > 한국 여행 소비 실태,0.864972,0.0,0.0,0.648729
MAP000035,A0009-C001-m2,1,113,DT_113_STBL_1032044,1980009,1인 지출 경비_단체+에어텔(한국교통비-한국국적기),외래관광객조사 > 한국 여행 소비 실태,0.86912,0.0,0.0,0.65184
MAP000035,A0009-C001-m2,2,113,DT_113_STBL_1032014,1980009,1인 지출 경비_에어텔(한국교통비-한국국적기),외래관광객조사 > 한국 여행 소비 실태,0.86906,0.0,0.0,0.651795
MAP000035,A0009-C001-m2,3,113,DT_113_STBL_1016005,1980009,거주국별 Airtel 여행객 1인 지출 경비,외래관광객조사 > 한국 여행 소비 실태,0.868016,0.0,0.0,0.651012
MAP000035,A0009-C001-m2,4,113,DT_113_STBL_1032016,1980009,1인 지출 경비_에어텔(한국교통비-철도 여객운송),외래관광객조사 > 한국 여행 소비 실태,0.867585,0.0,0.0,0.650689
MAP000035,A0009-C001-m2,5,113,DT_113_STBL_1032018,1980009,1인 지출 경비_에어텔(운송장비 대여서비스),외래관광객조사 > 한국 여행 소비 실태,0.867414,0.0,0.0,0.650561
MAP000036,A0009-C001-m3,1,113,DT_113_STBL_1023565,2008052,여행업 항공 ・ 선박권 구매자 수 추이,관광산업조사 > 사업실적현황,0.86828,0.0,0.0,0.65121
MAP000036,A0009-C001-m3,2,113,DT_113_STBL_1032044,1980009,1인 지출 경비_단체+에어텔(한국교통비-한국국적기),외래관광객조사 > 한국 여행 소비 실태,0.866883,0.0,0.0,0.650162
MAP000036,A0009-C001-m3,3,113,DT_113_STBL_1032014,1980009,1인 지출 경비_에어텔(한국교통비-한국국적기),외래관광객조사 > 한국 여행 소비 실태,0.866831,0.0,0.0,0.650123
MAP000036,A0009-C001-m3,4,113,DT_113_STBL_1032018,1980009,1인 지출 경비_에어텔(운송장비 대여서비스),외래관광객조사 > 한국 여행 소비 실태,0.86579,0.0,0.0,0.649343
MAP000036,A0009-C001-m3,5,113,DT_113_STBL_1016005,1980009,거주국별 Airtel 여행객 1인 지출 경비,외래관광객조사 > 한국 여행 소비 실태,0.865738,0.0,0.0,0.649303
MAP000037,A0009-C009-m2,1,444,DT_444002_N2023A006,2022014,직무별 종사자 현황,항공산업실태조사,0.867349,0.0,0.0,0.650512
MAP000037,A0009-C009-m2,2,444,DT_444002_N2023A015,2022014,인력 채용 시 애로사항 (1+2순위),항공산업실태조사,0.866738,0.0,0.0,0.650053
MAP000037,A0009-C009-m2,3,444,DT_444002_N2023A005,2022014,종사자 현황,항공산업실태조사,0.865122,0.0,0.0,0.648842
MAP000037,A0009-C009-m2,4,444,DT_444002_N2023A014,2022014,인력 채용 시 애로사항 (1순위),항공산업실태조사,0.863324,0.0,0.0,0.647493
MAP000037,A0009-C009-m2,5,444,DT_444002_N2023A010,2022014,인력변동 현황,항공산업실태조사,0.862484,0.0,0.0,0.646863
MAP000038,A0009-C009-m4,1,444,DT_444002_N2023A006,2022014,직무별 종사자 현황,항공산업실태조사,0.867349,0.0,0.0,0.650512
MAP000038,A0009-C009-m4,2,444,DT_444002_N2023A015,2022014,인력 채용 시 애로사항 (1+2순위),항공산업실태조사,0.866738,0.0,0.0,0.650053
MAP000038,A0009-C009-m4,3,444,DT_444002_N2023A005,2022014,종사자 현황,항공산업실태조사,0.865122,0.0,0.0,0.648842
MAP000038,A0009-C009-m4,4,444,DT_444002_N2023A014,2022014,인력 채용 시 애로사항 (1순위),항공산업실태조사,0.863324,0.0,0.0,0.647493
MAP000038,A0009-C009-m4,5,444,DT_444002_N2023A010,2022014,인력변동 현황,항공산업실태조사,0.862484,0.0,0.0,0.646863
MAP000039,A0009-C010-m2,1,444,DT_444002_N2023A007,2022014,직무별 부족인원,항공산업실태조사,0.88857,0.0,0.0,0.666427
MAP000039,A0009-C010-m2,2,444,DT_444002_N2023A005,2022014,종사자 현황,항공산업실태조사,0.888433,0.0,0.0,0.666325
MAP000039,A0009-C010-m2,3,444,DT_444002_N2023A006,2022014,직무별 종사자 현황,항공산업실태조사,0.887535,0.0,0.0,0.665651
MAP000039,A0009-C010-m2,4,444,DT_444002_N2023A010,2022014,인력변동 현황,항공산업실태조사,0.886489,0.0,0.0,0.664867
MAP000039,A0009-C010-m2,5,444,DT_444002_N2023A011,2022014,연령별 종사자,항공산업실태조사,0.886118,0.0,0.0,0.664589
MAP000040,A0009-C010-m3,1,444,DT_444002_N2023A005,2022014,종사자 현황,항공산업실태조사,0.888595,0.0,0.0,0.666446
MAP000040,A0009-C010-m3,2,444,DT_444002_N2023A007,2022014,직무별 부족인원,항공산업실태조사,0.888394,0.0,0.0,0.666295
MAP000040,A0009-C010-m3,3,444,DT_444002_N2023A006,2022014,직무별 종사자 현황,항공산업실태조사,0.88785,0.0,0.0,0.665887
MAP000040,A0009-C010-m3,4,444,DT_444002_N2023A011,2022014,연령별 종사자,항공산업실태조사,0.886094,0.0,0.0,0.66457
MAP000040,A0009-C010-m3,5,444,DT_444002_N2023A010,2022014,인력변동 현황,항공산업실태조사,0.885999,0.0,0.0,0.664499
MAP000041,A0009-C011-m1,1,101,DT_1IA2046,1978009,항공기 보유현황,운수업조사 > 조사기반 > 운수업부문 > 회차별 산업분류(~1996) > 운수업조사(1991:6차산업분류기준) > 항공운송업,0.873801,0.125,0.0,0.680351
MAP000041,A0009-C011-m1,2,116,DT_MLTM_7150,2005053,업종별 화물자동차 평균 보유・이용대수현황,국가교통조사,0.872195,0.125,0.0,0.679146
MAP000041,A0009-C011-m1,3,116,DT_MLTM_5412,2005053,업종별 화물자동차 평균 보유・이용대수현황,국가교통조사,0.872195,0.125,0.0,0.679146
MAP000041,A0009-C011-m1,4,183,DT_12701N_003,2015003,우주관련 연구소 보유 여부-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.871402,0.125,0.0,0.678552
MAP000041,A0009-C011-m1,5,380,DT_380002_A0072_7TH,2006031,자영업자_직원 고용 여부,근로환경조사 > 일에 관한 사항,0.868495,0.125,0.0,0.676371
MAP000042,A0009-C011-m2,1,101,DT_1IA2046,1978009,항공기 보유현황,운수업조사 > 조사기반 > 운수업부문 > 회차별 산업분류(~1996) > 운수업조사(1991:6차산업분류기준) > 항공운송업,0.873801,0.125,0.0,0.680351
MAP000042,A0009-C011-m2,2,116,DT_MLTM_7150,2005053,업종별 화물자동차 평균 보유・이용대수현황,국가교통조사,0.872195,0.125,0.0,0.679146
MAP000042,A0009-C011-m2,3,116,DT_MLTM_5412,2005053,업종별 화물자동차 평균 보유・이용대수현황,국가교통조사,0.872195,0.125,0.0,0.679146
MAP000042,A0009-C011-m2,4,183,DT_12701N_003,2015003,우주관련 연구소 보유 여부-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.871402,0.125,0.0,0.678552
MAP000042,A0009-C011-m2,5,380,DT_380002_A0072_7TH,2006031,자영업자_직원 고용 여부,근로환경조사 > 일에 관한 사항,0.868495,0.125,0.0,0.676371
MAP000043,A0009-C011-m3,1,113,DT_113_STBL_1023565,2008052,여행업 항공 ・ 선박권 구매자 수 추이,관광산업조사 > 사업실적현황,0.874876,0.0,0.5,0.681157
MAP000043,A0009-C011-m3,2,101,DT_1IA2046,1978009,항공기 보유현황,운수업조사 > 조사기반 > 운수업부문 > 회차별 산업분류(~1996) > 운수업조사(1991:6차산업분류기준) > 항공운송업,0.874045,0.125,0.0,0.680534
MAP000043,A0009-C011-m3,3,116,DT_MLTM_5412,2005053,업종별 화물자동차 평균 보유・이용대수현황,국가교통조사,0.87272,0.125,0.0,0.67954
MAP000043,A0009-C011-m3,4,116,DT_MLTM_7150,2005053,업종별 화물자동차 평균 보유・이용대수현황,국가교통조사,0.87272,0.125,0.0,0.67954
MAP000043,A0009-C011-m3,5,183,DT_12701N_003,2015003,우주관련 연구소 보유 여부-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.871634,0.125,0.0,0.678726
MAP000044,A0009-C016-m1,1,444,DT_444002_N2023A007,2022014,직무별 부족인원,항공산업실태조사,0.869215,0.0,0.0,0.651911
MAP000044,A0009-C016-m1,2,444,DT_444002_N2023A005,2022014,종사자 현황,항공산업실태조사,0.868345,0.0,0.0,0.651258
MAP000044,A0009-C016-m1,3,444,DT_444002_N2023A011,2022014,연령별 종사자,항공산업실태조사,0.867325,0.0,0.0,0.650494
MAP000044,A0009-C016-m1,4,444,DT_444002_N2023A006,2022014,직무별 종사자 현황,항공산업실태조사,0.86687,0.0,0.0,0.650153
MAP000044,A0009-C016-m1,5,444,DT_444002_N2023A010,2022014,인력변동 현황,항공산업실태조사,0.865929,0.0,0.0,0.649446
MAP000045,A0009-C017-m1,1,142,DT_V24_B003,1999037,"2023년 직종별 인력구성, 부족인력 수 및 비율",벤처기업정밀실태조사 > 2023년 > 인력 및 조직현황,0.868296,0.0,0.0,0.651222
MAP000045,A0009-C017-m1,2,338,DT_KWMP_2020245,2008045,정년 전 근무했던 직장에서 계속 근무 희망 여부,여성관리자패널조사 > 2020년 이후 > 2023년 이슈문항,0.867346,0.0,0.0,0.65051
MAP000045,A0009-C017-m1,3,444,DT_444002_N2023A007,2022014,직무별 부족인원,항공산업실태조사,0.867215,0.0,0.0,0.650411
MAP000045,A0009-C017-m1,4,444,DT_444002_N2023A011,2022014,연령별 종사자,항공산업실태조사,0.867091,0.0,0.0,0.650318
MAP000045,A0009-C017-m1,5,338,DT_KWMP_2020240,2008045,현재 직장에서 정년까지 근무 희망 여부,여성관리자패널조사 > 2020년 이후 > 2023년 이슈문항,0.866845,0.0,0.0,0.650134
MAP000046,A0009-C017-m2,1,142,DT_V24_B003,1999037,"2023년 직종별 인력구성, 부족인력 수 및 비율",벤처기업정밀실태조사 > 2023년 > 인력 및 조직현황,0.868296,0.0,0.0,0.651222
MAP000046,A0009-C017-m2,2,338,DT_KWMP_2020245,2008045,정년 전 근무했던 직장에서 계속 근무 희망 여부,여성관리자패널조사 > 2020년 이후 > 2023년 이슈문항,0.867346,0.0,0.0,0.65051
MAP000046,A0009-C017-m2,3,444,DT_444002_N2023A007,2022014,직무별 부족인원,항공산업실태조사,0.867215,0.0,0.0,0.650411
MAP000046,A0009-C017-m2,4,444,DT_444002_N2023A011,2022014,연령별 종사자,항공산업실태조사,0.867091,0.0,0.0,0.650318
MAP000046,A0009-C017-m2,5,338,DT_KWMP_2020240,2008045,현재 직장에서 정년까지 근무 희망 여부,여성관리자패널조사 > 2020년 이후 > 2023년 이슈문항,0.866845,0.0,0.0,0.650134
MAP000047,A0012-C005-m1,1,115,DT_115_2010_BB091,2004042,"규모별[300인-499인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.888811,0.0,0.0,0.666608
MAP000047,A0012-C005-m1,2,115,DT_115_2010_BB092,2004042,"규모별[300인-499인]･지역별 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.888565,0.0,0.0,0.666424
MAP000047,A0012-C005-m1,3,395,DT_395N_S2022306,2003024,회사의 인력규모 : 2022년 기준 상시종사자 중 연구개발 전담인력 비율,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 회사의 인력규모,0.888133,0.0,0.0,0.6661
MAP000047,A0012-C005-m1,4,115,DT_115_2010_BB077,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.886681,0.0,0.0,0.66501
MAP000047,A0012-C005-m1,5,115,DT_115_2010_BB086,2004042,"규모별[30인-99인]･지역별 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.88636,0.0,0.0,0.66477
MAP000048,A0012-C005-m2,1,115,DT_115_2010_BB092,2004042,"규모별[300인-499인]･지역별 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.887941,0.0,0.0,0.665956
MAP000048,A0012-C005-m2,2,115,DT_115_2010_BB091,2004042,"규모별[300인-499인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.886859,0.0,0.0,0.665145
MAP000048,A0012-C005-m2,3,395,DT_395N_S2022306,2003024,회사의 인력규모 : 2022년 기준 상시종사자 중 연구개발 전담인력 비율,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 회사의 인력규모,0.886668,0.0,0.0,0.665001
MAP000048,A0012-C005-m2,4,115,DT_115_2010_BB086,2004042,"규모별[30인-99인]･지역별 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.885876,0.0,0.0,0.664407
MAP000048,A0012-C005-m2,5,115,DT_115_2010_BB077,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.885221,0.0,0.0,0.663915
MAP000049,A0012-C007-m1,1,115,DT_115_2010_BB076,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.89062,0.0,0.0,0.667965
MAP000049,A0012-C007-m1,2,115,DT_115_2010_BB091,2004042,"규모별[300인-499인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.890168,0.0,0.0,0.667626
MAP000049,A0012-C007-m1,3,115,DT_115_2010_BB088,2004042,"규모별[100인-299인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.888962,0.0,0.0,0.666722
MAP000049,A0012-C007-m1,4,115,DT_115_2010_BB077,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.888633,0.0,0.0,0.666475
MAP000049,A0012-C007-m1,5,115,DT_115_2010_BB073,2004042,"산업별(중분류)･규모별[100인-299인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.888091,0.0,0.0,0.666068
MAP000050,A0012-C007-m2,1,115,DT_115_2010_BB076,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.89062,0.0,0.0,0.667965
MAP000050,A0012-C007-m2,2,115,DT_115_2010_BB091,2004042,"규모별[300인-499인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.890168,0.0,0.0,0.667626
MAP000050,A0012-C007-m2,3,115,DT_115_2010_BB088,2004042,"규모별[100인-299인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.888962,0.0,0.0,0.666722
MAP000050,A0012-C007-m2,4,115,DT_115_2010_BB077,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.888633,0.0,0.0,0.666475
MAP000050,A0012-C007-m2,5,115,DT_115_2010_BB073,2004042,"산업별(중분류)･규모별[100인-299인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.888091,0.0,0.0,0.666068
MAP000051,A0012-C007-m3,1,115,DT_115_2010_BB076,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.885832,0.0,0.0,0.664374
MAP000051,A0012-C007-m3,2,115,DT_115_2010_BB091,2004042,"규모별[300인-499인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.884913,0.0,0.0,0.663685
MAP000051,A0012-C007-m3,3,115,DT_115_2010_BB077,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.883853,0.0,0.0,0.66289
MAP000051,A0012-C007-m3,4,115,DT_115_2010_BB088,2004042,"규모별[100인-299인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.882993,0.0,0.0,0.662245
MAP000051,A0012-C007-m3,5,115,DT_115_2010_BB073,2004042,"산업별(중분류)･규모별[100인-299인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.882718,0.0,0.0,0.662038
MAP000052,A0012-C007-m4,1,115,DT_115_2010_BB076,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.886033,0.0,0.0,0.664525
MAP000052,A0012-C007-m4,2,115,DT_115_2010_BB091,2004042,"규모별[300인-499인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.885833,0.0,0.0,0.664375
MAP000052,A0012-C007-m4,3,115,DT_115_2010_BB077,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.884078,0.0,0.0,0.663058
MAP000052,A0012-C007-m4,4,115,DT_115_2010_BB088,2004042,"규모별[100인-299인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.884064,0.0,0.0,0.663048
MAP000052,A0012-C007-m4,5,115,DT_115_2010_BB073,2004042,"산업별(중분류)･규모별[100인-299인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.883108,0.0,0.0,0.662331
MAP000053,A0012-C010-m1,1,142,DT_G26046,1967005,외국인근로자 고용 사유,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.903148,0.428571,0.0,0.763076
MAP000053,A0012-C010-m1,2,183,DT_127001_2025B017,2015003,외국인 인력 고용 현황 (기업체),우주산업및항공제조산업실태조사 > 2024년 이후 > 기업체,0.897814,0.428571,0.0,0.759075
MAP000053,A0012-C010-m1,3,115,DT_110534N_917,2016003,외국인 종사자 근무기간,뿌리산업실태조사 > 2020년 이전 > 인력 현황,0.903212,0.285714,0.0,0.734552
MAP000053,A0012-C010-m1,4,142,DT_G26047,1967005,외국인근로자 고용시 고려한 사항,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.903107,0.285714,0.0,0.734473
MAP000053,A0012-C010-m1,5,142,DT_G26048,1967005,외국인근로자 고용시 주요 애로사항,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.900452,0.285714,0.0,0.732482
MAP000054,A0012-C010-m2,1,142,DT_G26046,1967005,외국인근로자 고용 사유,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.903148,0.428571,0.0,0.763076
MAP000054,A0012-C010-m2,2,183,DT_127001_2025B017,2015003,외국인 인력 고용 현황 (기업체),우주산업및항공제조산업실태조사 > 2024년 이후 > 기업체,0.897814,0.428571,0.0,0.759075
MAP000054,A0012-C010-m2,3,115,DT_110534N_917,2016003,외국인 종사자 근무기간,뿌리산업실태조사 > 2020년 이전 > 인력 현황,0.903212,0.285714,0.0,0.734552
MAP000054,A0012-C010-m2,4,142,DT_G26047,1967005,외국인근로자 고용시 고려한 사항,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.903107,0.285714,0.0,0.734473
MAP000054,A0012-C010-m2,5,142,DT_G26048,1967005,외국인근로자 고용시 주요 애로사항,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.900452,0.285714,0.0,0.732482
MAP000055,A0013-C012-m1,1,115,DT_11523_100,2006044,대형마트 매출 동향(품목별),주요유통업체매출동향조사 > 2024.12 이전,0.893707,0.285714,1.0,0.777423
MAP000055,A0013-C012-m1,2,115,DT_115023_100,2006044,대형마트 매출 동향(품목별),주요유통업체매출동향조사 > 2025.01 이후,0.892308,0.285714,1.0,0.776374
MAP000055,A0013-C012-m1,3,142,DT_G26011,1967005,현금 매출대금 평균 수취기일,중소기업실태조사 > 2024년 이후 > 매출,0.883533,0.142857,0.0,0.691222
MAP000055,A0013-C012-m1,4,142,DT_D10902,2001057,매출 실적(2012년1월까지),소상공인시장경기동향조사 > 2013년 이전 > 매출,0.88276,0.142857,0.0,0.690642
MAP000055,A0013-C012-m1,5,114,DT_114051N_036,2016017,매출 현황,말산업실태조사,0.879664,0.142857,0.0,0.688319
MAP000056,A0018-C001-m1,1,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.889888,0.2,0.0,0.707416
MAP000056,A0018-C001-m1,2,395,DT_395N_S2024267,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.889045,0.2,0.0,0.706784
MAP000056,A0018-C001-m1,3,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.886552,0.2,0.0,0.704914
MAP000056,A0018-C001-m1,4,395,DT_395N_S2022296,2003024,수출액 수준: 2021년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.885483,0.2,0.0,0.704112
MAP000056,A0018-C001-m1,5,395,DT_395N_S2023300,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2024년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.88401,0.2,0.0,0.703007
MAP000057,A0018-C001-m2,1,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.889888,0.2,0.0,0.707416
MAP000057,A0018-C001-m2,2,395,DT_395N_S2024267,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.889045,0.2,0.0,0.706784
MAP000057,A0018-C001-m2,3,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.886552,0.2,0.0,0.704914
MAP000057,A0018-C001-m2,4,395,DT_395N_S2022296,2003024,수출액 수준: 2021년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.885483,0.2,0.0,0.704112
MAP000057,A0018-C001-m2,5,395,DT_395N_S2023300,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2024년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.88401,0.2,0.0,0.703007
MAP000058,A0018-C001-m3,1,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.892478,0.166667,0.0,0.702692
MAP000058,A0018-C001-m3,2,395,DT_395N_S2024267,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.892264,0.166667,0.0,0.702532
MAP000058,A0018-C001-m3,3,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.8905,0.166667,0.0,0.701208
MAP000058,A0018-C001-m3,4,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.890062,0.166667,0.0,0.70088
MAP000058,A0018-C001-m3,5,395,DT_395N_S2022296,2003024,수출액 수준: 2021년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.888359,0.166667,0.0,0.699603
MAP000059,A0018-C002-m2,1,115,DT_115036_A014,2022038,판매 - 수출 실적,중견기업경기전망조사 > 중견기업 > 전체,0.864436,0.285714,0.0,0.70547
MAP000059,A0018-C002-m2,2,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.874037,0.142857,0.0,0.684099
MAP000059,A0018-C002-m2,3,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.873918,0.142857,0.0,0.68401
