claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,mapping_exclusion_code,mapping_exclusion_reason,measurement_correct,mapping_row_id,retrieval_query,retrieval_status,retrieval_candidate_pool,candidate_score_margin,candidate_review_priority,candidate_1_org_id,candidate_1_tbl_id,candidate_1_stat_id,candidate_1_tbl_nm,candidate_1_path,candidate_1_vector_similarity,candidate_1_keyword_match,candidate_1_item_match,candidate_1_score,candidate_2_org_id,candidate_2_tbl_id,candidate_2_stat_id,candidate_2_tbl_nm,candidate_2_path,candidate_2_vector_similarity,candidate_2_keyword_match,candidate_2_item_match,candidate_2_score,candidate_3_org_id,candidate_3_tbl_id,candidate_3_stat_id,candidate_3_tbl_nm,candidate_3_path,candidate_3_vector_similarity,candidate_3_keyword_match,candidate_3_item_match,candidate_3_score,candidate_4_org_id,candidate_4_tbl_id,candidate_4_stat_id,candidate_4_tbl_nm,candidate_4_path,candidate_4_vector_similarity,candidate_4_keyword_match,candidate_4_item_match,candidate_4_score,candidate_5_org_id,candidate_5_tbl_id,candidate_5_stat_id,candidate_5_tbl_nm,candidate_5_path,candidate_5_vector_similarity,candidate_5_keyword_match,candidate_5_item_match,candidate_5_score
A0018-C006,A0018-C006-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,무역수지는 반도체 수출 부진 여파로 2022·2023년 2년 연속 적자를 봤다가 작년에 3년 만에 다시 흑자로 돌아섰다.,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",국내공식통계,N,무역,적자 기간,"반도체, 수출, 무역 흑자, 적자",-,-,-,반도체,-,-,-,2023,-,Y,확정,2년,CONTEXT,hcx,적자 기간,반도체,2023,Y,hcx,참고값,2,-,-,N,년,수준값,-,전년,무역수지는 반도체 수출 부진 여파로 2022·2023년 2년 연속 적자를 봤다가 작년에 3년 만에 다시 흑자로 돌아섰다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,무역수지,반도체,2024,Y,년,년,duration,condition,item,,N,NOT_KOSIS_VALUE,measurement_usage=CONTEXT,Y,MAP000238,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0018-C006,A0018-C006-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,무역수지는 반도체 수출 부진 여파로 2022·2023년 2년 연속 적자를 봤다가 작년에 3년 만에 다시 흑자로 돌아섰다.,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",국내공식통계,N,무역,흑자 복귀 주기,"반도체, 수출, 무역 흑자, 적자",-,-,-,반도체,-,-,-,2023,-,Y,확정,3년,CONTEXT,hcx,흑자 복귀 주기,반도체,2023,Y,hcx,참고값,3,-,-,N,년,수준값,-,전년,무역수지는 반도체 수출 부진 여파로 2022·2023년 2년 연속 적자를 봤다가 작년에 3년 만에 다시 흑자로 돌아섰다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,무역수지,반도체,2024,Y,년,년,duration,condition,item,,N,NOT_KOSIS_VALUE,measurement_usage=CONTEXT,Y,MAP000239,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0018-C007,A0018-C007-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,무역수지는 반도체 수출 부진 여파로 2022·2023년 2년 연속 적자를 봤다가 작년에 3년 만에 다시 흑자로 돌아섰다.,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,국내공식통계,N,무역,둔화 기간,"반도체, 수출, 역대 최대",-,-,-,반도체,-,-,-,2024,-,M,확정,4개월,CONTEXT,hcx,둔화 기간,반도체,2024,M,hcx,참고값,4,-,-,N,개월,수준값,-,전년,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,mid,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출 실적,반도체,2024,Y,개월,개월,duration,condition,item,,N,NOT_KOSIS_VALUE,measurement_usage=CONTEXT,Y,MAP000240,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0018-C008,A0018-C008-m3,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,무역수지는 반도체 수출 부진 여파로 2022·2023년 2년 연속 적자를 봤다가 작년에 3년 만에 다시 흑자로 돌아섰다.,국내공식통계,Y,무역,기간,"반도체, 수출, 무역수지, 흑자",-,-,-,반도체,-,-,-,2024,-,Y,확정,1년,CONTEXT,hcx,기간,반도체,2024,Y,hcx,참고값,1,-,-,N,년,수준값,-,-,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,반도체,2024,Y,년,년,duration,condition,item,,N,NOT_KOSIS_VALUE,measurement_usage=CONTEXT,Y,MAP000241,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0018-C009,-,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,지난달 수출액은 월간 기준으로 역대 최고치다.,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,국내공식통계,Y,무역,수출액,"반도체, 수출, 역대 최대",-,-,-,,-,-,-,,-,,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,지난달 수출액은 월간 기준으로 역대 최고치다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,,2024,Y,,,unknown,level,unspecified,,N,NO_MEASUREMENT,측정값 없는 placeholder,Y,MAP000242,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0018-C010,A0018-C010-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,지난달 수출액은 월간 기준으로 역대 최고치다.,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,국내공식통계,Y,무역,수출 증가율,"반도체, 수출액, 수출 증가율",-,-,-,반도체,-,-,-,2024,-,M,확정,10.90%,KOSIS_VALUE,hcx,수출 증가율,반도체,2024,M,claim_fallback,증감률,10.9,-,-,N,%,증감률,증가,전년동월,수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,high,Y,measurement_binding_fallback:1;measurement_period_ungrounded:1,N,0,1,HCX-007,v1.6-prev2-context,2026-07-30,수출액,반도체,2024,M,%,%,rate,rate_change,item,2023,N,BINDING_NOT_CONFIRMED,measurement_binding_source=claim_fallback,N,MAP000243,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0018-C011,-,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"다만, 또 다른 수출 효자 품목인 자동차 수출의 부진과 관세 장벽 강화를 내세운 미국의 트럼프 2기 행정부 출범으로 새해 수출 증가율은 작년보다 꺾일 것이라는 전망이 나온다.",수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,지난달 수출액은 월간 기준으로 역대 최고치다.,전망·목표,N,무역,수출 증가율,"반도체, 수출, 수출액, 수출 효자 품목, 자동차 수출, 관세 장벽 강화, 트럼프 2기 행정부",-,-,-,,-,-,-,,-,,모호,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,"다만, 또 다른 수출 효자 품목인 자동차 수출의 부진과 관세 장벽 강화를 내세운 미국의 트럼프 2기 행정부 출범으로 새해 수출 증가율은 작년보다 꺾일 것이라는 전망이 나온다.",mid,Y,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출 증가율,,2025,Y,,,unknown,rate_change,vehicle,,N,NO_MEASUREMENT,측정값 없는 placeholder,Y,MAP000244,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0018-C012,A0018-C012-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,한국무역협회 국제무역통상연구원은 지난해 11월 새해 수출 증가율이 1.8%에 그칠 것으로 전망했다.,"다만, 또 다른 수출 효자 품목인 자동차 수출의 부진과 관세 장벽 강화를 내세운 미국의 트럼프 2기 행정부 출범으로 새해 수출 증가율은 작년보다 꺾일 것이라는 전망이 나온다.",수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,국내공식통계,N,무역,수출 증가율,"한국무역협회, 국제무역통상연구원, 수출 증가율, 전망",-,-,-,,-,-,-,2025,-,Y,확정,1.80%,KOSIS_VALUE,hcx,수출 증가율,-,2025,Y,claim_fallback,증감률,1.8,-,-,N,%,증감률,증가,전년,한국무역협회 국제무역통상연구원은 지난해 11월 새해 수출 증가율이 1.8%에 그칠 것으로 전망했다.,high,Y,measurement_binding_fallback:1;measurement_period_ungrounded:1,N,0,1,HCX-007,v1.6-prev2-context,2026-07-30,수출 증가율,,2025,Y,%,%,rate,rate_change,unspecified,2024,N,BINDING_NOT_CONFIRMED,measurement_binding_source=claim_fallback,Y,MAP000245,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0018-C013,-,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"전 세계적으로 IT(정보통신) 수요가 늘면서 반도체·무선통신기기 등 수출이 늘겠지만, 자동차는 해외 현지 투자, 생산이 늘며 수출이 줄어들 것으로 봤다.",한국무역협회 국제무역통상연구원은 지난해 11월 새해 수출 증가율이 1.8%에 그칠 것으로 전망했다.,"다만, 또 다른 수출 효자 품목인 자동차 수출의 부진과 관세 장벽 강화를 내세운 미국의 트럼프 2기 행정부 출범으로 새해 수출 증가율은 작년보다 꺾일 것이라는 전망이 나온다.",국내공식통계,N,무역,수출액,"반도체, 무선통신기기, 자동차",-,-,-,,-,-,-,,-,,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,반도체 덕에… 지난해 수출 6838억달러 역대 최대,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,,2024,Y,,,unknown,level,vehicle,,N,NO_MEASUREMENT,측정값 없는 placeholder,Y,MAP000246,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0018-C014,A0018-C014-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,산업연구원도 같은 달 새해 수출 증가율을 2.2%로 전망하며 “트럼프 행정부의 보편적 관세 부과 정책은 자동차를 중심으로 대미 수출 감소를 유발할 가능성이 있다”고 했다.,"전 세계적으로 IT(정보통신) 수요가 늘면서 반도체·무선통신기기 등 수출이 늘겠지만, 자동차는 해외 현지 투자, 생산이 늘며 수출이 줄어들 것으로 봤다.",한국무역협회 국제무역통상연구원은 지난해 11월 새해 수출 증가율이 1.8%에 그칠 것으로 전망했다.,국내공식통계,N,무역,수출 증가율,"한국무역협회, 국제무역통상연구원, 산업연구원, 트럼프 행정부, 보편적 관세 부과 정책, 수출 감소",-,-,-,,-,-,-,2025,-,,확정,2.20%,KOSIS_VALUE,hcx,수출 증가율,-,2025,-,claim_fallback,증감률,2.2,-,-,N,%,증감률,증가,전년,"""산업연구원도 같은 달 새해 수출 증가율을 2.2%로 전망하며 ""트럼프 행정부의 보편적 관세 부과 정책은 자동차를 중심으로 대미 수출 감소를 유발할 가능성이 있다""고 했다.",mid,Y,measurement_binding_fallback:1;measurement_period_ungrounded:1,N,0,1,HCX-007,v1.6-prev2-context,2026-07-30,수출 증가율,,2025,,%,%,rate,rate_change,vehicle,2024,N,BINDING_NOT_CONFIRMED,measurement_binding_source=claim_fallback,N,MAP000247,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0019-C003,A0019-C003-m1,A0019,최상목 대행 “필요시 추가 경기보강 강구”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/7VLZMCNZCFH2JCMP262AEPOUFQ,"이 자리에서 그는 “올해 우리 경제는 미국 신정부 출범과 국내 정치상황이 맞물리며 어느 때보다 큰 대내외 불확실성에 직면할 것으로 예상된다”며 “성장률이 1.8% 수준으로 낮아지며 민생 어려움이 가중되고, 대외 신인도 영향도 우려된다”고 했다.",2일 최 권한대행은 정부서울청사에서 경제관계장관회의를 열고 ‘2025년 경제정책방향’을 발표했다.,"최상목 대통령 권한대행 부총리 겸 기획재정부 장관이 “미국 신정부의 정책 전개양상, 민생경제 상황 등 경제 여건 전반을 1분기 중 재점검하고, 필요시 추가 경기 보강 방안을 강구하겠다”고 말했다.",전망·목표,N,재정·조세,성장률,"경기보강, 성장률, 민생 어려움, 대외 신인도",-,-,-,,-,-,-,2025,-,Y,확정,1.80%,KOSIS_VALUE,hcx,성장률,-,2025,Y,hcx,현재값,1.8,-,-,N,%,수준값,유지,전년,"""올해 우리 경제는 미국 신정부 출범과 국내 정치상황이 맞물리며 어느 때보다 큰 대내외 불확실성에 직면할 것으로 예상된다""며 ""성장률이 1.8% 수준으로 낮아지며 민생 어려움이 가중되고, 대외 신인도 영향도 우려된다""고 했다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,성장률 전망치,,2025,Y,%,%,rate,level,unspecified,,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=전망·목표,Y,MAP000248,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0019-C007,A0019-C007-m1,A0019,최상목 대행 “필요시 추가 경기보강 강구”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/7VLZMCNZCFH2JCMP262AEPOUFQ,이날 정부가 발표한 경제정책방향에는 올해 상반기(1월 3일~6월 30일)에 출고하는 자동차를 구매하는 경우 개별소비세를 30% 인하해주는 조치 등 내수 부양책이 다수 담겼다.,"이어 “상반기 추가 소비에 대한 소득공제 확대, 자동차 개별소비세 인하 등을 통해 소비 심리 회복에 최선을 다하겠다”며 “, 영세 소상공인 점포 소비에 대한 소득공제 확대 등을 통해 소상공인의 부담은 덜고 매출기반은 넓히겠다”고 했다.","이날 최 권한대행은 “무엇보다 민생경제 회복에 총력을 기울이겠다”며 “노인일자리, 청년고용장려금 등 민생지원의 혜택을 새해 벽두부터 국민 한 분 한 분이 실제로 누리게 하겠다”고 했다.",국내공식통계,N,재정·조세,개별소비세,"자동차, 개별소비세, 인하, 내수부양책",-,-,-,,-,-,-,2025Q1,-,Q,확정,30%,POLICY_VALUE,hcx,개별소비세,-,2025Q1,Q,hcx,증감률,30,-,-,N,%,증감률,감소,전년동기,이날 정부가 발표한 경제정책방향에는 올해 상반기(1월 3일~6월 30일)에 출고하는 자동차를 구매하는 경우 개별소비세를 30% 인하해주는 조치 등 내수 부양책이 다수 담겼다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,개별소비세,,2025Q1,Q,%,%,rate,rate_change,vehicle,2024,N,NOT_KOSIS_VALUE,measurement_usage=POLICY_VALUE,N,MAP000249,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0020-C002,A0020-C002-m1,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,"우리나라는 전 세계에서 로봇 밀도(공장 직원 한 명당 로봇 수)가 가장 높은 국가인 만큼, 많은 기업들은 계속되는 최저임금 상승으로 인한 인건비 문제와 주 52시간 근무제의 한계를 로봇화(化)를 통해 극복하고 있다.",로봇은 이제 대한민국의 산업 현장 구석구석을 바꾸고 있다.,,국내공식통계,N,고용,주 52시간 근무제,"로봇 밀도, 최저임금 상승, 인건비 문제, 주 52시간 근무제",-,-,-,,-,-,-,2025,-,Y,확정,52시간,CONTEXT,hcx,주 52시간 근무제,-,2025,Y,claim_fallback,참고값,52,-,-,N,시간,수준값,증가,전년,"우리나라는 전 세계에서 로봇 밀도(공장 직원 한 명당 로봇 수)가 가장 높은 국가인 만큼, 많은 기업들은 계속되는 최저임금 상승으로 인한 인건비 문제와 주 52시간 근무제의 한계를 로봇화(化)를 통해 극복하고 있다.",high,Y,measurement_binding_fallback:1;measurement_period_ungrounded:1,N,0,1,HCX-007,v1.6-prev2-context,2026-07-30,로봇 밀도,,2025,Y,시간,시간,duration,condition,unspecified,,N,NOT_KOSIS_VALUE,measurement_usage=CONTEXT,Y,MAP000250,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0020-C016,-,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,그 과정에서 직원 수는 줄었지만 생산량은 더 늘었다.,김 대표는 “기존 5명이 작업하던 부품 가공 공정에는 로봇 2대를 비치하고 사람은 두 명만 남겼다. 나머지 3명은 새로운 신규 라인에 배치했다”고 했다.,로봇화 덕에 인력 배치도 달라졌다.,개별기업,N,생산·산업,생산량,-,-,-,-,,-,-,-,,-,,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,그 과정에서 직원 수는 줄었지만 생산량은 더 늘었다.,low,Y,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,생산량,,2025,Y,,,unknown,level,unspecified,,N,NO_MEASUREMENT,측정값 없는 placeholder,Y,MAP000251,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0020-C018,A0020-C018-m1,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,2016년 135명이던 직원은 현재는 120명 정도다.,3300여㎡(1000평)가량 공장을 증축했다.,그 과정에서 직원 수는 줄었지만 생산량은 더 늘었다.,국내공식통계,N,고용,직원 수,"채용, 인력배치, 로봇, 관리, 설계직, 야근",-,-,-,,-,-,-,2025,-,Y,확정,120명,KOSIS_VALUE,hcx,직원 수,-,2025,Y,claim_fallback,현재값,120,-,-,N,명,수준값,-,전년,"""2016년 135명이던 직원은 현재는 120명 정도다.""",high,Y,measurement_binding_fallback:1;measurement_period_ungrounded:1,N,0,1,HCX-007,v1.6-prev2-context,2026-07-30,직원 수,,2025,Y,명,명,person_count,count,unspecified,,N,BINDING_NOT_CONFIRMED,measurement_binding_source=claim_fallback,Y,MAP000252,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0020-C031,-,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,"작년 중기중앙회와 통계청에 따르면, 로봇 및 인공지능(AI) 등 신기술 도입률은 대기업과 중소기업 간 두 배 이상 차이가 났다.",대기업과 중소기업의 신기술 도입률 격차도 아직 크다.,"“정부, 지자체 지원이 부족하다”고 답한 경우는 25.9%, “투자 비용 대비 회수 기간이 길다”고 답한 경우는 20.4%였다.",국내공식통계,N,고용,신기술 도입률,"로봇, 인공지능, AI, 대기업, 중소기업",-,-,-,,-,-,-,,-,,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,"작년 중기중앙회와 통계청에 따르면, 로봇 및 인공지능(AI) 등 신기술 도입률은 대기업과 중소기업 간 두 배 이상 차이가 났다.",mid,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,신기술 도입률,,2024,Y,,,unknown,level,unspecified,,N,NO_MEASUREMENT,측정값 없는 placeholder,N,MAP000253,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0020-C032,A0020-C032-m1,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,"대기업이 신기술을 도입한 경우는 24.5%, 중소기업(50인 이상 300인 미만)의 신기술 도입률은 12.1% 정도였다.","작년 중기중앙회와 통계청에 따르면, 로봇 및 인공지능(AI) 등 신기술 도입률은 대기업과 중소기업 간 두 배 이상 차이가 났다.",대기업과 중소기업의 신기술 도입률 격차도 아직 크다.,국내공식통계,N,고용,신기술 도입률,"로봇, 인공지능, 신기술 도입률, 대기업, 중소기업",-,-,-,대기업,-,-,-,2024,-,Y,확정,24.50%,CONDITION,hcx,신기술 도입률,대기업,2024,Y,hcx,참고값,24.5,-,-,N,%,비중,-,전년,"대기업이 신기술을 도입한 경우는 24.5%, 중소기업(50인 이상 300인 미만)의 신기술 도입률은 12.1% 정도였다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,신기술 도입률,,2024,Y,%,%,rate,level,item,,N,NOT_KOSIS_VALUE,measurement_usage=CONDITION,Y,MAP000254,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0023-C001,A0023-C001-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,수출과 건설 경기 부진 여파로 새해 우리나라 경제가 1.8% 성장하는 데 그칠 것이라고 기획재정부가 2일 전망했다.,,,전망·목표,N,재정·조세,경제성장률,"정부, 올해, 경제성장률, 기획재정부",-,-,-,,-,-,-,2025,-,Y,확정,1.80%,KOSIS_VALUE,hcx,경제성장률,-,2025,Y,hcx,현재값,1.8,-,-,N,%,비중,-,전년,"""수출과 건설 경기 부진 여파로 새해 우리나라 경제가 1.8% 성장하는 데 그칠 것이라고 기획재정부가 2일 전망했다.""",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,경제성장률,,2025,Y,%,%,rate,level,unspecified,,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=전망·목표,Y,MAP000255,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0023-C002,A0023-C002-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,비상 계엄 파문 이전인 작년 11월말 새해 성장률을 1.9%로 전망한 한국은행보다 경제 상황이 조금 더 어둡다고 봤다.,수출과 건설 경기 부진 여파로 새해 우리나라 경제가 1.8% 성장하는 데 그칠 것이라고 기획재정부가 2일 전망했다.,,전망·목표,N,재정·조세,경제성장률,"정부, 올해, 경제성장률, 한은 전망",-,-,-,,-,-,-,2025,-,Y,확정,1.90%,KOSIS_VALUE,hcx,경제성장률,-,2025,Y,hcx,이전값,1.9,-,-,N,%,수준값,-,전년,"정부 ""올해 경제성장률 1.8%""… 한은 전망보다 더 낮췄다",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,경제성장률,,2025,Y,%,%,rate,level,unspecified,,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=전망·목표,Y,MAP000256,,skipped_not_eligible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
