claim_id,claim_measurement_id,indicator,metric_domain,industry_or_item,value,unit,raw_unit,unit_dimension,semantic_type,entity_type,value_type,direction,measurement_role,measurement_usage,period,prd_se,change_base,comparison_period,candidate_rank,candidate_score,candidate_runner_up_score,candidate_status,candidate_status_code,candidate_status_reason,candidate_hits,retrieval_backend,lexical_score,lexical_eligible,semantic_score,reranker_score,fusion_score,org_id,tbl_id,tbl_name,stat_id,category_path,meta_candidates,selected_itm_id,selected_itm_name,selected_itm_unit,selected_itm_score,selected_obj_l1_axis_id,selected_obj_l1_axis_name,selected_obj_l1,selected_obj_l1_name,selected_obj_l1_score,selected_code_status,mapping_type,unit_compatibility_reason,claim_text
A0006-C007,A0006-C007-m1,무역수지,무역,-,69700000000,달러,달러,currency,amount,unspecified,수준값,유지,현재값,KOSIS_VALUE,2018,Y,전년,,5,248,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"무역,무역수지",lexical,248.0,Y,,,,127,DT_DBA0001_S10502,기관유형별 기술별 기술무역수지 추이,2003037,기술무역통계 > 기술무역수지현황,항목:기관유형별 기술별 기술무역수지 추이[T001]/item=Y/score=36,,,,,1511213101200035A,기술별,1511213102200035A.0017,건설교통,2,itm/obj 후보 선택,,,이에 2018년(697억 달러 흑자) 이후 최대 흑자를 기록하게 됐다.
A0006-C009,A0006-C009-m1,반도체 수출 증감률,무역,반도체,43.9,%,%,rate,rate_change,vehicle,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,1,484,168,REVIEW,CODESET_REQUIRED,반도체 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:승용자동차 및 기타의 차량[13102112831A.781]/item=N/score=78 | 품목별:탈모제 향수 화장품이나 달리 명시되지  않은 화장용품[13102112831A.55359]/item=N/score=72 | 품목별:향수 및 화장품화장용품(비누제외)[13102112831A.553]/item=N/score=72 | 품목별:기타 승용자동차용의 공기타이어[13102112831A.62519]/item=N/score=66 | 품목별:기타(승용자동차용의 공기타이어 )[13102112831A.62510]/item=N/score=66 | 품목별:대중수송형 승용자동차[13102112831A.7831]/item=N/score=66 | 품목별:승용자동차용의 공기타이어 [13102112831A.6251]/item=N/score=66 | 품목별:감광성 반도체 디바이스 및 발광다이오드 [13102112831A.77637]/item=N/score=60,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.77649,기타 전자집적회로와 초소형 조립회로 ,312,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다."
A0006-C009,A0006-C009-m1,반도체 수출 증감률,무역,반도체,43.9,%,%,rate,rate_change,vehicle,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,수입,무역",lexical,168.0,Y,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:자동차 [A86]/item=N/score=36 | 품목별:화장품[A33]/item=N/score=36 | 품목별:철도차량 [A85]/item=N/score=30 | 품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18,T002,교역액,백만달러,0,A001,품목별,A93,가구 ,32,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다."
A0006-C009,A0006-C009-m1,반도체 수출 증감률,무역,반도체,43.9,%,%,rate,rate_change,vehicle,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,3,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:게임기기[131021274021.001]/item=N/score=18 | 품목별:비디오 게임용구[131021274021.002]/item=N/score=18 | 품목별:전자식 게임용구[131021274021.003]/item=N/score=18 | 통계분류:무역수지[131021274022.003]/item=N/score=12 | 통계분류:수출[131021274022.001]/item=N/score=12 | 통계분류:수입[131021274022.002]/item=N/score=8,,,,,131011274021,품목별,131021274021.001,게임기기,32,itm/obj 후보 선택,,,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다."
A0006-C009,A0006-C009-m1,반도체 수출 증감률,무역,반도체,43.9,%,%,rate,rate_change,vehicle,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:공예품[131021273861.001]/item=N/score=18 | 품목별:기타공예품[131021273861.009]/item=N/score=18 | 품목별:도자공예품[131021273861.002]/item=N/score=18 | 품목별:목공예품[131021273861.003]/item=N/score=18 | 품목별:수산공예품[131021273861.004]/item=N/score=18 | 품목별:유리공예품[131021273861.005]/item=N/score=18 | 품목별:장신구(액세서리)[131021273861.006]/item=N/score=18 | 품목별:조화[131021273861.007]/item=N/score=18,,,,,131011273861,품목별,131021273861.001,공예품,32,itm/obj 후보 선택,,,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다."
A0006-C009,A0006-C009-m1,반도체 수출 증감률,무역,반도체,43.9,%,%,rate,rate_change,vehicle,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028678,레저용품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:낚시용품[131021274031.002]/item=N/score=18 | 품목별:등산화[131021274031.003]/item=N/score=18 | 품목별:레저[131021274031.001]/item=N/score=18 | 품목별:레저/수렵사격용품[131021274031.004]/item=N/score=18 | 품목별:자전거[131021274031.005]/item=N/score=18 | 품목별:캠핑용품[131021274031.006]/item=N/score=18 | 통계분류:무역수지[131021274032.003]/item=N/score=12 | 통계분류:수출[131021274032.001]/item=N/score=12,,,,,131011274031,품목별,131021274031.002,낚시용품,32,itm/obj 후보 선택,,,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다."
A0006-C009,A0006-C009-m2,반도체 수출액,무역,반도체,141900000000,달러,달러,currency,amount,vehicle,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,1,476,160,REVIEW,CODESET_REQUIRED,반도체 집계용 OBJ 코드셋이 필요함,"수출액,품목별,수입,수출,무역",lexical,476.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:승용자동차 및 기타의 차량[13102112831A.781]/item=N/score=78 | 품목별:탈모제 향수 화장품이나 달리 명시되지  않은 화장용품[13102112831A.55359]/item=N/score=72 | 품목별:향수 및 화장품화장용품(비누제외)[13102112831A.553]/item=N/score=72 | 품목별:기타 승용자동차용의 공기타이어[13102112831A.62519]/item=N/score=66 | 품목별:기타(승용자동차용의 공기타이어 )[13102112831A.62510]/item=N/score=66 | 품목별:대중수송형 승용자동차[13102112831A.7831]/item=N/score=66 | 품목별:승용자동차용의 공기타이어 [13102112831A.6251]/item=N/score=66 | 품목별:감광성 반도체 디바이스 및 발광다이오드 [13102112831A.77637]/item=N/score=60,13103112831T1,수출액,천달러,140,13101112831A,품목별,13102112831A.77649,기타 전자집적회로와 초소형 조립회로 ,297,itm/obj 후보 선택,direct,,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다."
A0006-C009,A0006-C009-m2,반도체 수출액,무역,반도체,141900000000,달러,달러,currency,amount,vehicle,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,2,160,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수입,수출,무역",lexical,160.0,Y,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:자동차 [A86]/item=N/score=36 | 품목별:화장품[A33]/item=N/score=36 | 품목별:철도차량 [A85]/item=N/score=30 | 품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18,T002,교역액,백만달러,30,A001,품목별,A93,가구 ,17,itm/obj 후보 선택,direct,,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다."
A0006-C009,A0006-C009-m2,반도체 수출액,무역,반도체,141900000000,달러,달러,currency,amount,vehicle,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,3,144,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수입,무역",lexical,144.0,Y,,,,134,DT_13405_004,품목별 FTA 수입활용률,2014013,FTA특혜무역활용통계,품목별:차량 등 수송기기 관련 물품[0017]/item=N/score=30 | 품목별:가죽 및 가죽제품 등[0008]/item=N/score=18 | 품목별:광물성 생산품[0005]/item=N/score=18 | 품목별:귀석 귀금속 및 신변장식용품 등[0014]/item=N/score=18 | 품목별:기계류와 전기기기 등[0016]/item=N/score=18 | 품목별:동식물성 유지 등[0003]/item=N/score=18 | 품목별:목재 나무 제품 등[0009]/item=N/score=18 | 품목별:무기ㆍ총포탄 등[0019]/item=N/score=18,,,,,B,품목별,0008,가죽 및 가죽제품 등,17,itm/obj 후보 선택,,,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다."
A0006-C009,A0006-C009-m2,반도체 수출액,무역,반도체,141900000000,달러,달러,currency,amount,vehicle,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,4,144,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,무역",lexical,144.0,Y,,,,134,DT_13405_003,품목별 FTA 수출활용률,2014013,FTA특혜무역활용통계,품목별:차량 등 수송기기 관련 물품[0017]/item=N/score=30 | 품목별:가죽 및 가죽제품 등[0008]/item=N/score=18 | 품목별:광물성 생산품[0005]/item=N/score=18 | 품목별:귀석 귀금속 및 신변장식용품 등[0014]/item=N/score=18 | 품목별:기계류와 전기기기 등[0016]/item=N/score=18 | 품목별:동식물성 유지 등[0003]/item=N/score=18 | 품목별:목재 나무 제품 등[0009]/item=N/score=18 | 품목별:무기ㆍ총포탄 등[0019]/item=N/score=18,,,,,B,품목별,0008,가죽 및 가죽제품 등,17,itm/obj 후보 선택,,,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다."
A0006-C009,A0006-C009-m2,반도체 수출액,무역,반도체,141900000000,달러,달러,currency,amount,vehicle,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,5,144,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,무역",lexical,144.0,Y,,,,134,DT_134006_N012,품목별 고성장·가젤기업 수출현황,2017044,기업무역활동통계,품목별:자동차 [A086]/item=N/score=36 | 품목별:화장품[A033]/item=N/score=36 | 품목별:철도차량 [A085]/item=N/score=30 | 품목별:가구 [A093]/item=N/score=18 | 품목별:가죽류 [A041]/item=N/score=18 | 품목별:가죽제품 [A042]/item=N/score=18 | 품목별:견직물[A050]/item=N/score=18 | 품목별:고무제품 [A040]/item=N/score=18,,,,,A001,품목별,A093,가구 ,17,itm/obj 후보 선택,,,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다."
A0006-C011,A0006-C011-m1,자동차 수출,무역,자동차,70800000000,달러,달러,currency,amount,vehicle,수준값,유지,현재값,KOSIS_VALUE,2024,Y,전년,,1,484,394,REVIEW,CODESET_REQUIRED,자동차 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:승용자동차 및 기타의 차량[13102112831A.781]/item=N/score=78 | 품목별:기타 승용자동차용의 공기타이어[13102112831A.62519]/item=N/score=66 | 품목별:기타(승용자동차용의 공기타이어 )[13102112831A.62510]/item=N/score=66 | 품목별:대중수송형 승용자동차[13102112831A.7831]/item=N/score=66 | 품목별:승용자동차용의 공기타이어 [13102112831A.6251]/item=N/score=66 | 품목별:화물자동차 및 특수목적차량[13102112831A.782]/item=N/score=48 | 품목별:기타 자동차단기 [13102112831A.77243]/item=N/score=36 | 품목별:기타(원동기를 갖춘 샤시(제722항 781 782항  및 783항의 자동차용의 것))[13102112831A.78410]/item=N/score=36,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.781,승용자동차 및 기타의 차량,402,itm/obj 후보 선택,direct,,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다."
A0006-C011,A0006-C011-m1,자동차 수출,무역,자동차,70800000000,달러,달러,currency,amount,vehicle,수준값,유지,현재값,KOSIS_VALUE,2024,Y,전년,,2,394,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"자동차,수출액,수출",lexical,394.0,Y,,,,463,DT_FS463001_A055,자동차튜닝 관련 매출액 중 해외수출액 비중,2022033,자동차튜닝산업실태조사,구분:자동차튜닝 기술 및 훈련 교육기업[01005]/item=N/score=18 | 구분:자동차튜닝 부품 및 내장품 등 판매업[01004]/item=N/score=18 | 구분:자동차튜닝 서비스 제공업[01003]/item=N/score=18 | 구분:자동차튜닝용 부품 제조업[01002]/item=N/score=18 | 구분:튜닝자동차 제조업[01001]/item=N/score=18,,,,,TUN,구분,01005,자동차튜닝 기술 및 훈련 교육기업,267,itm/obj 후보 선택,,,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다."
A0006-C011,A0006-C011-m1,자동차 수출,무역,자동차,70800000000,달러,달러,currency,amount,vehicle,수준값,유지,현재값,KOSIS_VALUE,2024,Y,전년,,3,394,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"자동차,수출액,수출",lexical,394.0,Y,,,,463,DT_FS463001_A056,자동차튜닝 관련 해외수출액,2022033,자동차튜닝산업실태조사,구분:자동차튜닝 기술 및 훈련 교육기업[01005]/item=N/score=18 | 구분:자동차튜닝 부품 및 내장품 등 판매업[01004]/item=N/score=18 | 구분:자동차튜닝 서비스 제공업[01003]/item=N/score=18 | 구분:자동차튜닝용 부품 제조업[01002]/item=N/score=18 | 구분:튜닝자동차 제조업[01001]/item=N/score=18,T009,평균,백만원,30,TUN,구분,01005,자동차튜닝 기술 및 훈련 교육기업,267,itm/obj 후보 선택,direct,,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다."
A0006-C011,A0006-C011-m1,자동차 수출,무역,자동차,70800000000,달러,달러,currency,amount,vehicle,수준값,유지,현재값,KOSIS_VALUE,2024,Y,전년,,4,374,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,생산,자동차",lexical,374.0,Y,,,,115,DT_115042_25_024,생산 품목별 수출 금액(합계),2025009,자동차부품산업실태조사,생산품목별:자동차 부품산업 총 수출 금액[2]/item=N/score=56 | 생산품목별:기타 자동차 분야[317]/item=N/score=44 | 생산품목별:생산 품목별 수출 금액[3]/item=N/score=38 | 항목:생산 품목별 수출 금액(합계)[T001]/item=Y/score=38 | 생산품목별:내연차용 전기장치[303]/item=N/score=26 | 생산품목별:동력 전달 부품[305]/item=N/score=26 | 생산품목별:변속기 및 관련 부품[304]/item=N/score=26 | 생산품목별:부품 설계/제조/검사 장비[316]/item=N/score=26,,,,,PRO_ME,생산품목별,2,자동차 부품산업 총 수출 금액,307,itm/obj 후보 선택,,,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다."
A0006-C011,A0006-C011-m1,자동차 수출,무역,자동차,70800000000,달러,달러,currency,amount,vehicle,수준값,유지,현재값,KOSIS_VALUE,2024,Y,전년,,5,358,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"자동차,수출",lexical,358.0,Y,,,,115,DT_115042_25_045,자동차 부품 수출계획 관련 애로사항,2025009,자동차부품산업실태조사,항목:수출입 관련 비용(무역보험·금융 및 기타 현지 시설자금 등) 부담[T006]/item=Y/score=24 | 구분:기타 자동차 분야[517]/item=N/score=18 | 항목:수출입 관련 실무(실무인력 부족 통관 및 현지 법률 등 제도의 복잡성) 부담[T004]/item=Y/score=12,,,,,CATEGORY,구분,517,기타 자동차 분야,267,itm/obj 후보 선택,,,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다."
A0006-C011,A0006-C011-m2,자동차 수출 증감률,무역,자동차,0.1,%,%,rate,rate_change,vehicle,증감률,감소,증감률,KOSIS_VALUE,2024,Y,전년,2023,1,484,394,REVIEW,CODESET_REQUIRED,자동차 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:승용자동차 및 기타의 차량[13102112831A.781]/item=N/score=78 | 품목별:기타 승용자동차용의 공기타이어[13102112831A.62519]/item=N/score=66 | 품목별:기타(승용자동차용의 공기타이어 )[13102112831A.62510]/item=N/score=66 | 품목별:대중수송형 승용자동차[13102112831A.7831]/item=N/score=66 | 품목별:승용자동차용의 공기타이어 [13102112831A.6251]/item=N/score=66 | 품목별:화물자동차 및 특수목적차량[13102112831A.782]/item=N/score=48 | 품목별:기타 자동차단기 [13102112831A.77243]/item=N/score=36 | 품목별:기타(원동기를 갖춘 샤시(제722항 781 782항  및 783항의 자동차용의 것))[13102112831A.78410]/item=N/score=36,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.781,승용자동차 및 기타의 차량,402,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다."
A0006-C011,A0006-C011-m2,자동차 수출 증감률,무역,자동차,0.1,%,%,rate,rate_change,vehicle,증감률,감소,증감률,KOSIS_VALUE,2024,Y,전년,2023,2,394,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"자동차,수출액,수출",lexical,394.0,Y,,,,463,DT_FS463001_A055,자동차튜닝 관련 매출액 중 해외수출액 비중,2022033,자동차튜닝산업실태조사,구분:자동차튜닝 기술 및 훈련 교육기업[01005]/item=N/score=18 | 구분:자동차튜닝 부품 및 내장품 등 판매업[01004]/item=N/score=18 | 구분:자동차튜닝 서비스 제공업[01003]/item=N/score=18 | 구분:자동차튜닝용 부품 제조업[01002]/item=N/score=18 | 구분:튜닝자동차 제조업[01001]/item=N/score=18,T001,사례수,개,0,TUN,구분,01005,자동차튜닝 기술 및 훈련 교육기업,267,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다."
A0006-C011,A0006-C011-m2,자동차 수출 증감률,무역,자동차,0.1,%,%,rate,rate_change,vehicle,증감률,감소,증감률,KOSIS_VALUE,2024,Y,전년,2023,3,394,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"자동차,수출액,수출",lexical,394.0,Y,,,,463,DT_FS463001_A056,자동차튜닝 관련 해외수출액,2022033,자동차튜닝산업실태조사,구분:자동차튜닝 기술 및 훈련 교육기업[01005]/item=N/score=18 | 구분:자동차튜닝 부품 및 내장품 등 판매업[01004]/item=N/score=18 | 구분:자동차튜닝 서비스 제공업[01003]/item=N/score=18 | 구분:자동차튜닝용 부품 제조업[01002]/item=N/score=18 | 구분:튜닝자동차 제조업[01001]/item=N/score=18,T001,사례수,개,0,TUN,구분,01005,자동차튜닝 기술 및 훈련 교육기업,267,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다."
A0006-C011,A0006-C011-m2,자동차 수출 증감률,무역,자동차,0.1,%,%,rate,rate_change,vehicle,증감률,감소,증감률,KOSIS_VALUE,2024,Y,전년,2023,4,374,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,생산,자동차",lexical,374.0,Y,,,,115,DT_115042_25_024,생산 품목별 수출 금액(합계),2025009,자동차부품산업실태조사,생산품목별:자동차 부품산업 총 수출 금액[2]/item=N/score=56 | 생산품목별:기타 자동차 분야[317]/item=N/score=44 | 생산품목별:생산 품목별 수출 금액[3]/item=N/score=38 | 항목:생산 품목별 수출 금액(합계)[T001]/item=Y/score=38 | 생산품목별:내연차용 전기장치[303]/item=N/score=26 | 생산품목별:동력 전달 부품[305]/item=N/score=26 | 생산품목별:변속기 및 관련 부품[304]/item=N/score=26 | 생산품목별:부품 설계/제조/검사 장비[316]/item=N/score=26,,,,,PRO_ME,생산품목별,2,자동차 부품산업 총 수출 금액,307,itm/obj 후보 선택,,,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다."
A0006-C011,A0006-C011-m2,자동차 수출 증감률,무역,자동차,0.1,%,%,rate,rate_change,vehicle,증감률,감소,증감률,KOSIS_VALUE,2024,Y,전년,2023,5,358,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"자동차,수출",lexical,358.0,Y,,,,115,DT_115042_25_045,자동차 부품 수출계획 관련 애로사항,2025009,자동차부품산업실태조사,항목:수출입 관련 비용(무역보험·금융 및 기타 현지 시설자금 등) 부담[T006]/item=Y/score=24 | 구분:기타 자동차 분야[517]/item=N/score=18 | 항목:수출입 관련 실무(실무인력 부족 통관 및 현지 법률 등 제도의 복잡성) 부담[T004]/item=Y/score=12,T001,사업체 수,개사,30,CATEGORY,구분,517,기타 자동차 분야,267,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다."
A0006-C013,A0006-C013-m1,석유화학 수출,무역,-,48000000000,달러,달러,currency,amount,unspecified,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,1,484,168,REVIEW,CODESET_REQUIRED,석유화학 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:기타 화학제품 및 조제품 [13102112831A.59899]/item=N/score=54 | 품목별:나무 및 수지에서 생산된 화학제품[13102112831A.5981]/item=N/score=54 | 품목별:달리 명시되지 않은 무기화학제품[13102112831A.5249]/item=N/score=54 | 품목별:달리 명시되지 않은 유기화학제품[13102112831A.5986]/item=N/score=54 | 품목별:달리 명시되지 않은 화학제품 및 조제품[13102112831A.5989]/item=N/score=54 | 품목별:기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소[13102112831A.344]/item=N/score=38 | 품목별:석유와 역청유 (원유를 제외) 및 석유와 역청유가 70% 이상의 중량을 차지하며 기초 구성물이 되는 그외 별도의 표시가 없는 조제품 (폐오일 제외)[13102112831A.3346]/item=N/score=38 | 품목별:석탄가스수성가스발생로가스 기타       이와 유사한 가스(석유가스 및 기타        [13102112831A.3450]/item=N/score=38,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.59899,기타 화학제품 및 조제품 ,212,itm/obj 후보 선택,direct,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
