claim_id,claim_measurement_id,indicator,metric_domain,industry_or_item,value,unit,raw_unit,unit_dimension,semantic_type,entity_type,value_type,direction,measurement_role,measurement_usage,period,article_date,prd_se,change_base,comparison_period,candidate_rank,candidate_score,candidate_runner_up_score,candidate_status,candidate_status_code,candidate_status_reason,candidate_hits,retrieval_backend,lexical_score,lexical_eligible,semantic_score,reranker_score,fusion_score,org_id,tbl_id,tbl_name,stat_id,category_path,meta_candidates,selected_itm_id,selected_itm_name,selected_itm_unit,selected_itm_score,selected_obj_l1_axis_id,selected_obj_l1_axis_name,selected_obj_l1,selected_obj_l1_name,selected_obj_l1_score,selected_code_status,mapping_type,unit_compatibility_reason,claim_text
A0006-C012,A0006-C012-m2,선박 수출,무역,선박,25600000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다."
A0006-C012,A0006-C012-m2,선박 수출,무역,선박,25600000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다."
A0006-C013,A0006-C013-m1,석유화학 수출,무역,석유화학,48000000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,1,484,168,REVIEW,CODESET_REQUIRED,석유화학 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:기타 화학제품 및 조제품 [13102112831A.59899]/item=N/score=54 | 품목별:나무 및 수지에서 생산된 화학제품[13102112831A.5981]/item=N/score=54 | 품목별:달리 명시되지 않은 무기화학제품[13102112831A.5249]/item=N/score=54 | 품목별:달리 명시되지 않은 유기화학제품[13102112831A.5986]/item=N/score=54 | 품목별:달리 명시되지 않은 화학제품 및 조제품[13102112831A.5989]/item=N/score=54 | 품목별:기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소[13102112831A.344]/item=N/score=38 | 품목별:석유와 역청유 (원유를 제외) 및 석유와 역청유가 70% 이상의 중량을 차지하며 기초 구성물이 되는 그외 별도의 표시가 없는 조제품 (폐오일 제외)[13102112831A.3346]/item=N/score=38 | 품목별:석탄가스수성가스발생로가스 기타       이와 유사한 가스(석유가스 및 기타        [13102112831A.3450]/item=N/score=38,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.59899,기타 화학제품 및 조제품 ,242,itm/obj 후보 선택,direct,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m1,석유화학 수출,무역,석유화학,48000000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,수입,무역",lexical,168.0,Y,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:석유·석탄 [A27]/item=N/score=30 | 품목별:화학공업품 [A38]/item=N/score=30 | 품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18 | 품목별:곡물 [A10]/item=N/score=18,T002,교역액,백만달러,30,A001,품목별,A27,석유·석탄 ,62,itm/obj 후보 선택,direct,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m1,석유화학 수출,무역,석유화학,48000000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,3,154,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"화학제품,석유,화학,석유화학,품목별,수출",lexical,154.0,Y,,,,360,TX_36005_A016,석유화학제품 EBSI 전망(2003 1/4~ 2009 1/4),2002013,수출산업경기전망조사 > 품목별 수출경기 EBSI > 2003년 1/4분기 ~ 2009년 1/4분기,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m1,석유화학 수출,무역,석유화학,48000000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m1,석유화학 수출,무역,석유화학,48000000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m2,석유화학 수출 증감률,무역,석유화학,5,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,1,484,168,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:기타 화학제품 및 조제품 [13102112831A.59899]/item=N/score=54 | 품목별:나무 및 수지에서 생산된 화학제품[13102112831A.5981]/item=N/score=54 | 품목별:달리 명시되지 않은 무기화학제품[13102112831A.5249]/item=N/score=54 | 품목별:달리 명시되지 않은 유기화학제품[13102112831A.5986]/item=N/score=54 | 품목별:달리 명시되지 않은 화학제품 및 조제품[13102112831A.5989]/item=N/score=54 | 품목별:기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소[13102112831A.344]/item=N/score=38 | 품목별:석유와 역청유 (원유를 제외) 및 석유와 역청유가 70% 이상의 중량을 차지하며 기초 구성물이 되는 그외 별도의 표시가 없는 조제품 (폐오일 제외)[13102112831A.3346]/item=N/score=38 | 품목별:석탄가스수성가스발생로가스 기타       이와 유사한 가스(석유가스 및 기타        [13102112831A.3450]/item=N/score=38,,,,,13101112831A,품목별,13102112831A.59899,기타 화학제품 및 조제품 ,242,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m2,석유화학 수출 증감률,무역,석유화학,5,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,수입,무역",lexical,168.0,Y,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:석유·석탄 [A27]/item=N/score=30 | 품목별:화학공업품 [A38]/item=N/score=30 | 품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18 | 품목별:곡물 [A10]/item=N/score=18,T005,교역액 진입률,%,30,A001,품목별,A27,석유·석탄 ,62,itm/obj 후보 선택,direct,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m2,석유화학 수출 증감률,무역,석유화학,5,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,3,154,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"화학제품,석유,화학,석유화학,품목별,수출",lexical,154.0,Y,,,,360,TX_36005_A016,석유화학제품 EBSI 전망(2003 1/4~ 2009 1/4),2002013,수출산업경기전망조사 > 품목별 수출경기 EBSI > 2003년 1/4분기 ~ 2009년 1/4분기,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m2,석유화학 수출 증감률,무역,석유화학,5,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C013,A0006-C013-m2,석유화학 수출 증감률,무역,석유화학,5,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다."
A0006-C014,A0006-C014-m1,바이오헬스 수출 증감률,무역,바이오헬스,13.1,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,1,484,388,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:탈모제 향수 화장품이나 달리 명시되지  않은 화장용품[13102112831A.55359]/item=N/score=72 | 품목별:향수 및 화장품화장용품(비누제외)[13102112831A.553]/item=N/score=72 | 품목별:기타(의료용품의약품 제외)[13102112831A.54190]/item=N/score=60 | 품목별:의료용품의약품 제외[13102112831A.5419]/item=N/score=60 | 품목별:기타(미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  )[13102112831A.55320]/item=N/score=54 | 품목별:미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  [13102112831A.5532]/item=N/score=54 | 품목별:기타 가정용품 또는 화장용품 [13102112831A.66612]/item=N/score=42 | 품목별:기타 의료용품 [13102112831A.54199]/item=N/score=42,,,,,13101112831A,품목별,13102112831A.54190,기타(의료용품의약품 제외),257,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m1,바이오헬스 수출 증감률,무역,바이오헬스,13.1,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,2,388,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출액,수출,바이오,바이오헬스",lexical,388.0,Y,,,,358,DT_358004_027,수출액 및 해외 매출액 감소 주요 요인_1+2 순위,2021024,바이오헬스산업실태조사,산업별:바이오헬스산업[B01]/item=N/score=48 | 산업별:제약(의약품)[B02]/item=N/score=18 | 산업별:화장품[B04]/item=N/score=18 | 감소요인별:수출 관련 현지 규제 변화 등 정치·사회적 요인[A12]/item=N/score=12 | 산업별:건강기능식품[B05]/item=N/score=12,T002,비중,%,30,B,산업별,B01,바이오헬스산업,217,itm/obj 후보 선택,direct,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m1,바이오헬스 수출 증감률,무역,바이오헬스,13.1,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,3,388,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출액,수출,바이오,바이오헬스",lexical,388.0,Y,,,,358,DT_358004_026,수출액 및 해외 매출액 감소 주요 요인_1순위,2021024,바이오헬스산업실태조사,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m1,바이오헬스 수출 증감률,무역,바이오헬스,13.1,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,4,388,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출액,수출,바이오,바이오헬스",lexical,388.0,Y,,,,358,DT_358004_025,수출액 및 해외 매출액 증가 주요 요인_1+2 순위,2021024,바이오헬스산업실태조사,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m1,바이오헬스 수출 증감률,무역,바이오헬스,13.1,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,5,388,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출액,수출,바이오,바이오헬스",lexical,388.0,Y,,,,358,DT_358004_024,수출액 및 해외 매출액 증가 주요 요인_1순위,2021024,바이오헬스산업실태조사,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m2,바이오헬스 수출액,무역,바이오헬스,15100000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,1,480,384,REVIEW,CODESET_REQUIRED,바이오헬스 집계용 OBJ 코드셋이 필요함,"수출액,품목별,수출,수입,무역",lexical,480.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:탈모제 향수 화장품이나 달리 명시되지  않은 화장용품[13102112831A.55359]/item=N/score=72 | 품목별:향수 및 화장품화장용품(비누제외)[13102112831A.553]/item=N/score=72 | 품목별:기타(의료용품의약품 제외)[13102112831A.54190]/item=N/score=60 | 품목별:의료용품의약품 제외[13102112831A.5419]/item=N/score=60 | 품목별:기타(미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  )[13102112831A.55320]/item=N/score=54 | 품목별:미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  [13102112831A.5532]/item=N/score=54 | 품목별:기타 가정용품 또는 화장용품 [13102112831A.66612]/item=N/score=42 | 품목별:기타 의료용품 [13102112831A.54199]/item=N/score=42,13103112831T1,수출액,천달러,140,13101112831A,품목별,13102112831A.54190,기타(의료용품의약품 제외),242,itm/obj 후보 선택,direct,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m2,바이오헬스 수출액,무역,바이오헬스,15100000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,2,384,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출액,수출,바이오,바이오헬스",lexical,384.0,Y,,,,358,DT_358004_027,수출액 및 해외 매출액 감소 주요 요인_1+2 순위,2021024,바이오헬스산업실태조사,산업별:바이오헬스산업[B01]/item=N/score=48 | 산업별:제약(의약품)[B02]/item=N/score=18 | 산업별:화장품[B04]/item=N/score=18 | 산업별:건강기능식품[B05]/item=N/score=12 | 감소요인별:수출 관련 현지 규제 변화 등 정치·사회적 요인[A12]/item=N/score=10,,,,,B,산업별,B01,바이오헬스산업,217,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m2,바이오헬스 수출액,무역,바이오헬스,15100000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,3,384,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출액,수출,바이오,바이오헬스",lexical,384.0,Y,,,,358,DT_358004_026,수출액 및 해외 매출액 감소 주요 요인_1순위,2021024,바이오헬스산업실태조사,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m2,바이오헬스 수출액,무역,바이오헬스,15100000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,4,384,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출액,수출,바이오,바이오헬스",lexical,384.0,Y,,,,358,DT_358004_025,수출액 및 해외 매출액 증가 주요 요인_1+2 순위,2021024,바이오헬스산업실태조사,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m2,바이오헬스 수출액,무역,바이오헬스,15100000000,달러,달러,currency,,,수준값,증가,현재값,KOSIS_VALUE,2024,2025-01-01,Y,전년,,5,384,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출액,수출,바이오,바이오헬스",lexical,384.0,Y,,,,358,DT_358004_024,수출액 및 해외 매출액 증가 주요 요인_1순위,2021024,바이오헬스산업실태조사,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m3,농수산식품 수출 증감률,무역,농수산식품,7.6,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,1,484,328,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:탈모제 향수 화장품이나 달리 명시되지  않은 화장용품[13102112831A.55359]/item=N/score=72 | 품목별:향수 및 화장품화장용품(비누제외)[13102112831A.553]/item=N/score=72 | 품목별:기타(의료용품의약품 제외)[13102112831A.54190]/item=N/score=60 | 품목별:의료용품의약품 제외[13102112831A.5419]/item=N/score=60 | 품목별:기타(미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  )[13102112831A.55320]/item=N/score=54 | 품목별:미용 또는 메이크업용 제품류와 기초 화장  품제품류(의약품을 제외하며  선 스크린  [13102112831A.5532]/item=N/score=54 | 품목별:기타 가정용품 또는 화장용품 [13102112831A.66612]/item=N/score=42 | 품목별:기타 의료용품 [13102112831A.54199]/item=N/score=42,,,,,13101112831A,품목별,13102112831A.74184,건조기(농산물용의 것) ,197,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m3,농수산식품 수출 증감률,무역,농수산식품,7.6,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,2,328,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출액,수출,식품",lexical,328.0,Y,,,,466,DT_446001_A027,쌀가루 생산판매 현황 : 품목별 수출액 - 총계,2024007,쌀가공식품제조업실태조사 > 쌀가공식품제조업,사업체특성별:주 생산 품목별(소분류)[A02]/item=N/score=18,,,,,A,사업체특성별,A02,주 생산 품목별(소분류),32,itm/obj 후보 선택,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m3,농수산식품 수출 증감률,무역,농수산식품,7.6,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,3,318,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"식품,품목별,수입",lexical,318.0,Y,,,,145,TX_145_2009_H1026,가공식품 국가 및 품목별(중량순),2006066,수입식품현황 > 수입식품등 국가 및 품목별 검사현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m3,농수산식품 수출 증감률,무역,농수산식품,7.6,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,4,318,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"식품,품목별,수입",lexical,318.0,Y,,,,145,TX_145_2009_H1028,식품첨가물 국가 및 품목별(중량순),2006066,수입식품현황 > 수입식품등 국가 및 품목별 검사현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
A0006-C014,A0006-C014-m3,농수산식품 수출 증감률,무역,농수산식품,7.6,%,%,rate,,,증감률,증가,증감률,KOSIS_VALUE,2024,2025-01-01,Y,전년,,5,294,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"식품,국가별,품목별,수입",lexical,294.0,Y,,,,145,TX_145_2009_H1021,가공식품 품목 및 국가별(중량순),2006066,수입식품현황 > 수입식품등 국가 및 품목별 검사현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,meta 없음,,,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다."
