claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,item_ungrounded,dropped_item,claim_period,claim_prd_se,period_span_start,period_span_end,period_aggregation,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions,scope_gate_code,scope_gate_reason,scope_gate_severity,scope_gate_blocked
A2648-SPFA5389A0C6,A2648-SPFA5389A0C6-m2,A2648,고령화가 바꾼 노동시장… 올해 상반기 일자리 증가 1위는 '돌봄·노인 일자리',45958.0,https://biz.chosun.com/policy/policy_sub/2025/10/28/UI24JIQ5KVFK7ARLCFJWISN6LE/,"청소관련종사자는 전년도 상반기보다 4만6000명, 요양보호사 및 간병인은 4만3000명 증가했다.","올해 상반기 취업자는 매장판매종사자(153만9000명, 5.3%), 청소관련종사자(127만2000명, 4.4%), 작물재배종사자(120만5000명, 4.2%) 순이었다.","같은 기간, 작물재배종사자는 9만8000명, 건설 및 광업 단순종사자는 5만7000명 감소했다.",국내공식통계,Y,고용,요양보호사 및 간병인,"청소관련종사자, 요양보호사, 간병인, 일자리, 상반기",-,-,-,,-,-,-,2025,-,Q,확정,4만3000명,KOSIS_VALUE,hcx,요양보호사 및 간병인,-,2025Q2,Q,hcx,증감값,43000,-,-,N,명,증감량,증가,전분기,"청소관련종사자는 전년도 상반기보다 4만6000명, 요양보호사 및 간병인은 4만3000명 증가했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,취업자 수,,N,,2025Q2,Q,,,,2025Q2,,명,명,person_count,absolute_change,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2648-SP19DF26CDEC,A2648-SP19DF26CDEC-m1,A2648,고령화가 바꾼 노동시장… 올해 상반기 일자리 증가 1위는 '돌봄·노인 일자리',45958.0,https://biz.chosun.com/policy/policy_sub/2025/10/28/UI24JIQ5KVFK7ARLCFJWISN6LE/,"같은 기간, 작물재배종사자는 9만8000명, 건설 및 광업 단순종사자는 5만7000명 감소했다.","청소관련종사자는 전년도 상반기보다 4만6000명, 요양보호사 및 간병인은 4만3000명 증가했다.","국가데이터처 관계자는 ""노인 일자리 중 일부가 청소 관련 업무여서 청소 관련 종사자 수 증가에 영향을 미친 것으로 보인다""고 말했다.",국내공식통계,Y,고용,작물재배종사자,"노동시장, 일자리, 상반기, 고령화, 돌봄, 노인 일자리",-,-,-,,-,-,-,2025,-,Q,확정,9만8000명,KOSIS_VALUE,hcx,작물재배종사자,,2025Q2,Q,hcx,현재값,98000,-,-,N,명,수준값,감소,전분기,"같은 기간, 작물재배종사자는 9만8000명, 건설 및 광업 단순종사자는 5만7000명 감소했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,"작물재배종사자, 건설 및 광업 단순종사자","농업, 건설업",Y,농업,2025Q2,Q,,,,2025Q2,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2648-SP19DF26CDEC,A2648-SP19DF26CDEC-m2,A2648,고령화가 바꾼 노동시장… 올해 상반기 일자리 증가 1위는 '돌봄·노인 일자리',45958.0,https://biz.chosun.com/policy/policy_sub/2025/10/28/UI24JIQ5KVFK7ARLCFJWISN6LE/,"같은 기간, 작물재배종사자는 9만8000명, 건설 및 광업 단순종사자는 5만7000명 감소했다.","청소관련종사자는 전년도 상반기보다 4만6000명, 요양보호사 및 간병인은 4만3000명 증가했다.","국가데이터처 관계자는 ""노인 일자리 중 일부가 청소 관련 업무여서 청소 관련 종사자 수 증가에 영향을 미친 것으로 보인다""고 말했다.",국내공식통계,Y,고용,건설 및 광업 단순종사자,"노동시장, 일자리, 상반기, 고령화, 돌봄, 노인 일자리",-,-,-,건설업,-,-,-,2025,-,Q,확정,5만7000명,KOSIS_VALUE,hcx,건설 및 광업 단순종사자,건설업,2025Q2,Q,hcx,현재값,57000,-,-,N,명,수준값,감소,전분기,"같은 기간, 작물재배종사자는 9만8000명, 건설 및 광업 단순종사자는 5만7000명 감소했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,"작물재배종사자, 건설 및 광업 단순종사자","농업, 건설업",N,,2025Q2,Q,,,,2025Q2,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2648-SP20F0186A27,A2648-SP20F0186A27-m1,A2648,고령화가 바꾼 노동시장… 올해 상반기 일자리 증가 1위는 '돌봄·노인 일자리',45958.0,https://biz.chosun.com/policy/policy_sub/2025/10/28/UI24JIQ5KVFK7ARLCFJWISN6LE/,"올해 상반기 취업자는 매장판매종사자(153만9000명, 5.3%), 청소관련종사자(127만2000명, 4.4%), 작물재배종사자(120만5000명, 4.2%) 순이었다.",직업소분류에서도 유사한 흐름이 나타났다.,"청소관련종사자는 전년도 상반기보다 4만6000명, 요양보호사 및 간병인은 4만3000명 증가했다.",국내공식통계,Y,고용,매장판매종사자,"매장판매종사자, 청소관련종사자, 작물재배종사자",-,-,-,매장판매종사자,-,-,-,2025,-,Q,확정,153만9000명,KOSIS_VALUE,hcx,매장판매종사자,매장판매종사자,2025Q2,Q,hcx,현재값,1539000,-,-,N,명,수준값,-,전년동기,"[검증 대상 문장] 올해 상반기 취업자는 매장판매종사자(153만9000명, 5.3%), 청소관련종사자(127만2000명, 4.4%), 작물재배종사자(120만5000명, 4.2%) 순이었다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,올해 상반기 취업자 수,,N,,2025Q2,Q,,,,2025Q2,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2648-SP20F0186A27,A2648-SP20F0186A27-m3,A2648,고령화가 바꾼 노동시장… 올해 상반기 일자리 증가 1위는 '돌봄·노인 일자리',45958.0,https://biz.chosun.com/policy/policy_sub/2025/10/28/UI24JIQ5KVFK7ARLCFJWISN6LE/,"올해 상반기 취업자는 매장판매종사자(153만9000명, 5.3%), 청소관련종사자(127만2000명, 4.4%), 작물재배종사자(120만5000명, 4.2%) 순이었다.",직업소분류에서도 유사한 흐름이 나타났다.,"청소관련종사자는 전년도 상반기보다 4만6000명, 요양보호사 및 간병인은 4만3000명 증가했다.",국내공식통계,Y,고용,청소관련종사자,"매장판매종사자, 청소관련종사자, 작물재배종사자",-,-,-,청소관련종사자,-,-,-,2025,-,Q,확정,127만2000명,KOSIS_VALUE,hcx,청소관련종사자,청소관련종사자,2025Q2,Q,hcx,현재값,1272000,-,-,N,명,수준값,-,전년동기,"[검증 대상 문장] 올해 상반기 취업자는 매장판매종사자(153만9000명, 5.3%), 청소관련종사자(127만2000명, 4.4%), 작물재배종사자(120만5000명, 4.2%) 순이었다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,올해 상반기 취업자 수,,N,,2025Q2,Q,,,,2025Q2,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2648-SP20F0186A27,A2648-SP20F0186A27-m5,A2648,고령화가 바꾼 노동시장… 올해 상반기 일자리 증가 1위는 '돌봄·노인 일자리',45958.0,https://biz.chosun.com/policy/policy_sub/2025/10/28/UI24JIQ5KVFK7ARLCFJWISN6LE/,"올해 상반기 취업자는 매장판매종사자(153만9000명, 5.3%), 청소관련종사자(127만2000명, 4.4%), 작물재배종사자(120만5000명, 4.2%) 순이었다.",직업소분류에서도 유사한 흐름이 나타났다.,"청소관련종사자는 전년도 상반기보다 4만6000명, 요양보호사 및 간병인은 4만3000명 증가했다.",국내공식통계,Y,고용,작물재배종사자,"매장판매종사자, 청소관련종사자, 작물재배종사자",-,-,-,작물재배종사자,-,-,-,2025,-,Q,확정,120만5000명,KOSIS_VALUE,hcx,작물재배종사자,작물재배종사자,2025Q2,Q,hcx,현재값,1205000,-,-,N,명,수준값,-,전년동기,"[검증 대상 문장] 올해 상반기 취업자는 매장판매종사자(153만9000명, 5.3%), 청소관련종사자(127만2000명, 4.4%), 작물재배종사자(120만5000명, 4.2%) 순이었다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,올해 상반기 취업자 수,,N,,2025Q2,Q,,,,2025Q2,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2195-SP58D2B7A6CE,A2195-SP58D2B7A6CE-m1,A2195,"국내 1인 가구 800만 돌파... 700만 넘은 지 3년 만, 소형 가전-소용량 식품 인기 등 트렌드도 바뀌어",45827.0,https://www.chosun.com/economy/economy_general/2025/06/19/BTSFRUAWDRGIVETHM7KHYIUDAA,지난해 국내 1인 가구가 800만 가구를 넘어서 역대 최대 규모를 기록한 것으로 집계됐다.,-,1인 가구는 2021년 700만 가구를 넘어선 지 3년 만에 800만 가구를 돌파했다.,국내공식통계,Y,인구,1인 가구 수,"1인 가구, 국내, 가구, 인구",-,-,-,,-,-,-,2024,-,Y,확정,800만 가구,KOSIS_VALUE,hcx,1인 가구 수,-,2024,Y,hcx,현재값,8000000,-,-,N,가구,수준값,-,전년,지난해 국내 1인 가구가 800만 가구를 넘어서 역대 최대 규모를 기록한 것으로 집계됐다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,1인 가구 수,,N,,2024,Y,,,,2024,,가구,가구,count,count,household,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2195-SP3F00AD9E1E,A2195-SP3F00AD9E1E-m1,A2195,"국내 1인 가구 800만 돌파... 700만 넘은 지 3년 만, 소형 가전-소용량 식품 인기 등 트렌드도 바뀌어",45827.0,https://www.chosun.com/economy/economy_general/2025/06/19/BTSFRUAWDRGIVETHM7KHYIUDAA,"60세 이상 1인 가구는 지난해 296만4000가구로 전년 대비 26만4000가구가 늘었고, 50~59세 1인 가구도 7만1000가구가 늘었다.",고령 1인 가구 역시 계속 늘고 있다.,통계청 관계자는 “고령화가 진행되면서 고령 1인 가구가 많이 증가하고 있다”며 “전체적인 초혼 연령도 전체적으로 올라가는 추세라 배우자가 있는 가구가 줄면서 전체적으로 1인 가구가 늘어나는 추세를 보이고 있다”고 했다.,국내공식통계,Y,인구,60세 이상 1인 가구 수,"1인 가구, 인구, 가구 수",-,-,-,,-,-,-,2024,-,Y,확정,296만4000가구,KOSIS_VALUE,hcx,60세 이상 1인 가구 수,-,2024,Y,hcx,현재값,2964000,-,-,N,가구,수준값,증가,전년,"60세 이상 1인 가구는 지난해 296만4000가구로 전년 대비 26만4000가구가 늘었고, 50~59세 1인 가구도 7만1000가구가 늘었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,1인 가구 수,,N,,2024,Y,,,,2024,,가구,가구,count,count,household,,Y,Y,,,READY,ELIGIBLE,,,,,N
A2195-SP3F00AD9E1E,A2195-SP3F00AD9E1E-m2,A2195,"국내 1인 가구 800만 돌파... 700만 넘은 지 3년 만, 소형 가전-소용량 식품 인기 등 트렌드도 바뀌어",45827.0,https://www.chosun.com/economy/economy_general/2025/06/19/BTSFRUAWDRGIVETHM7KHYIUDAA,"60세 이상 1인 가구는 지난해 296만4000가구로 전년 대비 26만4000가구가 늘었고, 50~59세 1인 가구도 7만1000가구가 늘었다.",고령 1인 가구 역시 계속 늘고 있다.,통계청 관계자는 “고령화가 진행되면서 고령 1인 가구가 많이 증가하고 있다”며 “전체적인 초혼 연령도 전체적으로 올라가는 추세라 배우자가 있는 가구가 줄면서 전체적으로 1인 가구가 늘어나는 추세를 보이고 있다”고 했다.,국내공식통계,Y,인구,60세 이상 1인 가구 증가분,"1인 가구, 인구, 가구 수",-,-,-,,-,-,-,2024,-,Y,확정,26만4000가구,KOSIS_VALUE,hcx,60세 이상 1인 가구 증가분,-,2024,Y,hcx,증감값,264000,-,-,N,가구,증감량,증가,전년,"60세 이상 1인 가구는 지난해 296만4000가구로 전년 대비 26만4000가구가 늘었고, 50~59세 1인 가구도 7만1000가구가 늘었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,1인 가구 수,,N,,2024,Y,,,,2024,,가구,가구,count,absolute_change,household,2023,Y,Y,,,READY,ELIGIBLE,,,,,N
A2195-SP3F00AD9E1E,A2195-SP3F00AD9E1E-m3,A2195,"국내 1인 가구 800만 돌파... 700만 넘은 지 3년 만, 소형 가전-소용량 식품 인기 등 트렌드도 바뀌어",45827.0,https://www.chosun.com/economy/economy_general/2025/06/19/BTSFRUAWDRGIVETHM7KHYIUDAA,"60세 이상 1인 가구는 지난해 296만4000가구로 전년 대비 26만4000가구가 늘었고, 50~59세 1인 가구도 7만1000가구가 늘었다.",고령 1인 가구 역시 계속 늘고 있다.,통계청 관계자는 “고령화가 진행되면서 고령 1인 가구가 많이 증가하고 있다”며 “전체적인 초혼 연령도 전체적으로 올라가는 추세라 배우자가 있는 가구가 줄면서 전체적으로 1인 가구가 늘어나는 추세를 보이고 있다”고 했다.,국내공식통계,Y,인구,50~59세 1인 가구 수,"1인 가구, 인구, 가구 수",-,-,-,,-,-,-,2024,-,Y,확정,7만1000가구,KOSIS_VALUE,hcx,50~59세 1인 가구 수,-,2024,Y,hcx,현재값,71000,-,-,N,가구,수준값,증가,전년,"60세 이상 1인 가구는 지난해 296만4000가구로 전년 대비 26만4000가구가 늘었고, 50~59세 1인 가구도 7만1000가구가 늘었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,1인 가구 수,,N,,2024,Y,,,,2024,,가구,가구,count,count,household,,Y,Y,,,READY,ELIGIBLE,,,,,N
A1121-SP787A049679,A1121-SP787A049679-m1,A1121,"양양, 관광객이 주민의 28배… 인구감소지역 살리는 외부인",45744.0,https://www.chosun.com/economy/economy_general/2025/03/28/ECG25DYMGVGYDFA2RBNNGCAAVY,"27일 통계청은 ‘2024년 3분기 생활 인구 산정 결과’에서 작년 8월 강원도 내 인구 감소 지역에 해당하는 12개 시·군·구의 체류 인구는 562만4000명으로, 지역에 거주하는 내·외국인 등록 인구(47만7000명)의 11.8배에 달했다고 밝혔다.",지역 소비의 3분의 2를 지역 주민이 아닌 외부인이 책임졌다는 뜻이다.,"체류 인구는 해당 지역에 하루에 3시간 이상 머무른 날이 한 달에 1일 이상인 인구로, 관광객, 통근자, 도시에 기반을 둔 ‘세컨드홈’ 거주자 등을 가리킨다.",국내공식통계,N,인구,인구 감소 지역 시·군·구 수,"인구 감소 지역, 체류 인구, 내·외국인 등록 인구",-,-,-,,-,-,-,202403,-,Q,확정,12개,KOSIS_VALUE,hcx,인구 감소 지역 시·군·구 수,-,2024년 3분기,Q,hcx,현재값,12,-,-,N,개,수준값,-,-,"27일 통계청은 ‘2024년 3분기 생활 인구 산정 결과’에서 작년 8월 강원도 내 인구 감소 지역에 해당하는 12개 시·군·구의 체류 인구는 562만4000명으로, 지역에 거주하는 내·외국인 등록 인구(47만7000명)의 11.8배에 달했다고 밝혔다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,생활 인구,,N,,2024년 3분기,Q,,,,2024년 3분기,,개,개,count,count,person,,Y,Y,,,READY,ELIGIBLE,,,,,N
A1121-SP787A049679,A1121-SP787A049679-m2,A1121,"양양, 관광객이 주민의 28배… 인구감소지역 살리는 외부인",45744.0,https://www.chosun.com/economy/economy_general/2025/03/28/ECG25DYMGVGYDFA2RBNNGCAAVY,"27일 통계청은 ‘2024년 3분기 생활 인구 산정 결과’에서 작년 8월 강원도 내 인구 감소 지역에 해당하는 12개 시·군·구의 체류 인구는 562만4000명으로, 지역에 거주하는 내·외국인 등록 인구(47만7000명)의 11.8배에 달했다고 밝혔다.",지역 소비의 3분의 2를 지역 주민이 아닌 외부인이 책임졌다는 뜻이다.,"체류 인구는 해당 지역에 하루에 3시간 이상 머무른 날이 한 달에 1일 이상인 인구로, 관광객, 통근자, 도시에 기반을 둔 ‘세컨드홈’ 거주자 등을 가리킨다.",국내공식통계,N,인구,체류 인구,"인구 감소 지역, 체류 인구, 내·외국인 등록 인구",-,-,-,,-,-,-,202403,-,Q,확정,562만4000명,KOSIS_VALUE,hcx,체류 인구,-,2024년 3분기,Q,hcx,현재값,5624000,-,-,N,명,수준값,-,-,"27일 통계청은 ‘2024년 3분기 생활 인구 산정 결과’에서 작년 8월 강원도 내 인구 감소 지역에 해당하는 12개 시·군·구의 체류 인구는 562만4000명으로, 지역에 거주하는 내·외국인 등록 인구(47만7000명)의 11.8배에 달했다고 밝혔다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,생활 인구,,N,,2024년 3분기,Q,,,,2024년 3분기,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,,,,,N
A1121-SP787A049679,A1121-SP787A049679-m3,A1121,"양양, 관광객이 주민의 28배… 인구감소지역 살리는 외부인",45744.0,https://www.chosun.com/economy/economy_general/2025/03/28/ECG25DYMGVGYDFA2RBNNGCAAVY,"27일 통계청은 ‘2024년 3분기 생활 인구 산정 결과’에서 작년 8월 강원도 내 인구 감소 지역에 해당하는 12개 시·군·구의 체류 인구는 562만4000명으로, 지역에 거주하는 내·외국인 등록 인구(47만7000명)의 11.8배에 달했다고 밝혔다.",지역 소비의 3분의 2를 지역 주민이 아닌 외부인이 책임졌다는 뜻이다.,"체류 인구는 해당 지역에 하루에 3시간 이상 머무른 날이 한 달에 1일 이상인 인구로, 관광객, 통근자, 도시에 기반을 둔 ‘세컨드홈’ 거주자 등을 가리킨다.",국내공식통계,N,인구,내·외국인 등록 인구,"인구 감소 지역, 체류 인구, 내·외국인 등록 인구",-,-,-,,-,-,-,202403,-,Q,확정,47만7000명,KOSIS_VALUE,hcx,내·외국인 등록 인구,-,2024년 3분기,Q,hcx,현재값,477000,-,-,N,명,수준값,-,-,"27일 통계청은 ‘2024년 3분기 생활 인구 산정 결과’에서 작년 8월 강원도 내 인구 감소 지역에 해당하는 12개 시·군·구의 체류 인구는 562만4000명으로, 지역에 거주하는 내·외국인 등록 인구(47만7000명)의 11.8배에 달했다고 밝혔다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,생활 인구,,N,,2024년 3분기,Q,,,,2024년 3분기,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0834-SPE8364569CF,A0834-SPE8364569CF-m2,A0834,한국 11년째 갇힌 ‘3만달러 벽’… 美·英은 어떻게 뚫었나,45722.0,https://www.chosun.com/economy/economy_general/2025/03/06/5HV7ZTS6RBEK5BBZBNLJDPBZPY,"한국의 1인당 GNI는 2013년 2만8827달러에서 2014년 3만935달러로 올라선 뒤, 2021년 3만7898달러로 최고점을 찍었다.",5일 한국은행은 작년 우리나라의 1인당 GNI가 3만6624달러로 집계됐다고 밝혔다.,2020년에는 코로나 팬데믹 충격으로 성장률이 9%쯤 뒷걸음질한 이탈리아를 넘어서기도 했다.,국내공식통계,Y,소득·임금,1인당 GNI,"한국, 1인당 GNI, 달러",-,-,-,,-,-,-,2014,-,Y,확정,3만935달러,KOSIS_VALUE,hcx,1인당 GNI,-,2014,Y,hcx,현재값,30935,-,-,N,달러,수준값,증가,전년,"한국의 1인당 GNI는 2013년 2만8827달러에서 2014년 3만935달러로 올라선 뒤, 2021년 3만7898달러로 최고점을 찍었다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,1인당 GNI,,N,,,,,,,2014,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0834-SPE8364569CF,A0834-SPE8364569CF-m3,A0834,한국 11년째 갇힌 ‘3만달러 벽’… 美·英은 어떻게 뚫었나,45722.0,https://www.chosun.com/economy/economy_general/2025/03/06/5HV7ZTS6RBEK5BBZBNLJDPBZPY,"한국의 1인당 GNI는 2013년 2만8827달러에서 2014년 3만935달러로 올라선 뒤, 2021년 3만7898달러로 최고점을 찍었다.",5일 한국은행은 작년 우리나라의 1인당 GNI가 3만6624달러로 집계됐다고 밝혔다.,2020년에는 코로나 팬데믹 충격으로 성장률이 9%쯤 뒷걸음질한 이탈리아를 넘어서기도 했다.,국내공식통계,Y,소득·임금,1인당 GNI,"한국, 1인당 GNI, 달러",-,-,-,,-,-,-,2021,-,Y,확정,3만7898달러,KOSIS_VALUE,hcx,1인당 GNI,-,2021,Y,hcx,현재값,37898,-,-,N,달러,수준값,증가,전년,"한국의 1인당 GNI는 2013년 2만8827달러에서 2014년 3만935달러로 올라선 뒤, 2021년 3만7898달러로 최고점을 찍었다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,1인당 GNI,,N,,,,,,,2021,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0834-SP0D044A0F4E,A0834-SP0D044A0F4E-m1,A0834,한국 11년째 갇힌 ‘3만달러 벽’… 美·英은 어떻게 뚫었나,45722.0,https://www.chosun.com/economy/economy_general/2025/03/06/5HV7ZTS6RBEK5BBZBNLJDPBZPY,"하지만 2022년 3만5000달러대로 떨어졌고, 이후 3만6000달러쯤에 머물고 있다.",2020년에는 코로나 팬데믹 충격으로 성장률이 9%쯤 뒷걸음질한 이탈리아를 넘어서기도 했다.,오일 달러가 넘치는 중동 국가를 제외하고 인구 1000만명 이상 국가 중 1인당 국민소득 4만달러 벽을 뚫은 나라는 10곳이다.,국내공식통계,Y,소득·임금,1인당 국민총소득(GNI),"국민총소득, GNI, 3만달러, 4만달러",-,-,-,,-,-,-,2022,-,Y,확정,3만5000달러,KOSIS_VALUE,hcx,1인당 국민총소득(GNI),-,2022,Y,hcx,현재값,35000,-,-,N,달러,수준값,감소,전년,"하지만 2022년 3만5000달러대로 떨어졌고, 이후 3만6000달러쯤에 머물고 있다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,1인당 국민총소득(GNI),,N,,2022,Y,,,,2022,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0834-SP0D044A0F4E,A0834-SP0D044A0F4E-m2,A0834,한국 11년째 갇힌 ‘3만달러 벽’… 美·英은 어떻게 뚫었나,45722.0,https://www.chosun.com/economy/economy_general/2025/03/06/5HV7ZTS6RBEK5BBZBNLJDPBZPY,"하지만 2022년 3만5000달러대로 떨어졌고, 이후 3만6000달러쯤에 머물고 있다.",2020년에는 코로나 팬데믹 충격으로 성장률이 9%쯤 뒷걸음질한 이탈리아를 넘어서기도 했다.,오일 달러가 넘치는 중동 국가를 제외하고 인구 1000만명 이상 국가 중 1인당 국민소득 4만달러 벽을 뚫은 나라는 10곳이다.,국내공식통계,Y,소득·임금,1인당 국민총소득(GNI),"국민총소득, GNI, 3만달러, 4만달러",-,-,-,,-,-,-,2022,-,Y,확정,3만6000달러쯤,KOSIS_VALUE,hcx,1인당 국민총소득(GNI),-,2022,Y,hcx,현재값,36000,-,-,Y,달러,수준값,유지,전년,"하지만 2022년 3만5000달러대로 떨어졌고, 이후 3만6000달러쯤에 머물고 있다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,1인당 국민총소득(GNI),,N,,2022,Y,,,,2022,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0834-SP842B091EFE,A0834-SP842B091EFE-m1,A0834,한국 11년째 갇힌 ‘3만달러 벽’… 美·英은 어떻게 뚫었나,45722.0,https://www.chosun.com/economy/economy_general/2025/03/06/5HV7ZTS6RBEK5BBZBNLJDPBZPY,영국은 2002년 3만달러를 넘은 지 2년 만에 4만달러를 넘었다.,"혁신 기업에 진입 장벽이 높지 않은 미국에서는 IT, 바이오, 인터넷 콘텐츠 분야의 신생 기업들이 끊임없이 새로운 도전을 해 왔다.",사라지는 제조업 일자리 대신 금융·서비스 분야에서 그만큼의 일자리를 새로 만들어낸 것이 비결이다.,국내공식통계,N,소득·임금,국민총소득(GNI),"1인당 국민총소득, 3만달러, 4만달러",-,-,-,,-,-,-,2002,-,Y,확정,3만달러,KOSIS_VALUE,hcx,국민총소득(GNI),-,2002,Y,hcx,현재값,30000,-,-,N,달러,수준값,유지,전년,영국은 2002년 3만달러를 넘은 지 2년 만에 4만달러를 넘었다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,국민총소득(GNI),,N,,2002,Y,,,,2002,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A0834-SP842B091EFE,A0834-SP842B091EFE-m2,A0834,한국 11년째 갇힌 ‘3만달러 벽’… 美·英은 어떻게 뚫었나,45722.0,https://www.chosun.com/economy/economy_general/2025/03/06/5HV7ZTS6RBEK5BBZBNLJDPBZPY,영국은 2002년 3만달러를 넘은 지 2년 만에 4만달러를 넘었다.,"혁신 기업에 진입 장벽이 높지 않은 미국에서는 IT, 바이오, 인터넷 콘텐츠 분야의 신생 기업들이 끊임없이 새로운 도전을 해 왔다.",사라지는 제조업 일자리 대신 금융·서비스 분야에서 그만큼의 일자리를 새로 만들어낸 것이 비결이다.,국내공식통계,N,소득·임금,국민총소득(GNI),"1인당 국민총소득, 3만달러, 4만달러",-,-,-,,-,-,-,2004,-,Y,확정,4만달러,KOSIS_VALUE,hcx,국민총소득(GNI),-,2004,Y,hcx,현재값,40000,-,-,N,달러,수준값,유지,전년,영국은 2002년 3만달러를 넘은 지 2년 만에 4만달러를 넘었다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,국민총소득(GNI),,N,,2002,Y,,,,2004,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,,,,,N
A1381-SP5C0FA03C99,A1381-SP5C0FA03C99-m1,A1381,"가파른 농촌 소멸의 현실... 작년 농가 수 97만가구, 1년새 2.5% 줄어",45764.0,https://www.chosun.com/economy/economy_general/2025/04/17/3OPFBMB5FND7LKAFGEU5LNCDGA,지난해 국내 농가 수가 97만4000가구로 집계됐다.,-,국내 농가 수는 지난 2023년 99만9000가구를 기록하며 처음으로 100만 가구 아래로 떨어진 이후 하락세가 지속되고 있다.,국내공식통계,Y,인구,농가 수,"농촌, 소멸, 농가, 인구, 가구",-,-,-,,-,-,-,2024,-,Y,확정,97만4000가구,KOSIS_VALUE,hcx,농가 수,-,2024,Y,hcx,현재값,974000,-,-,N,가구,수준값,-,전년,지난해 국내 농가 수가 97만4000가구로 집계됐다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-08-11,농가 수,,N,,2024,Y,,,,2024,,가구,가구,count,count,household,,Y,Y,,,READY,ELIGIBLE,,,,,N
