claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,actual_value,actual_period,actual_prev_value,actual_prev_period,actual_change_pct,actual_change_point,api_error,claim_type,claim_number,actual_number,actual_source,verdict,diff,judge_note,refined_claim_type,refined_claim_number,refined_claim_number_reason,refined_actual_number,refined_actual_reason,refined_verdict,refined_diff,refined_judge_note,refined_final_status,audit_future_period,audit_forecast_or_target,audit_mapping_unconfirmed,rerun_actual_period,rerun_actual_value,rerun_verdict,rerun_api_error,audit_reason,audit_status,manual_decision,manual_final_status,manual_mapping_reason,manual_kosis_evidence,manual_checked_at,obj_l2,remap_decision,remap_final_status,remap_reason,remap_kosis_evidence,verification_method,aggregation_rule,remap_checked_at,unavailable_category,unavailable_category_reason
C13876,1819,"7월부터 연소득 1억원이면, 주담대 대출가능액 2000만원 줄어든다",2025-05-20,https://www.chosun.com/economy/economy_general/2025/05/20/OOPLSY4ZLBD25BJ4KVYSJT7PLE,"이번 방안에 따라 연소득 1억원인 대출자가 30년 만기, 연 4.2% 이자로 주택담보대출을 받을 때 대출 한도가 5억9000만원에서 5억7000만원으로 2000만원 줄어든다.",임금·소득,임금·소득; 비율·증감률; 금액; 날짜·시간,True,,스트레스 금리는 대출받은 사람(차주)이 실제 부담하는 금리가 아니라 대출 한도액을 결정할 때 적용하는 금리다.,"연 4.2% 금리로 돈을 빌릴 때 스트레스 금리(1.5%)를 더해 대출 한도액을 산정하면, 원리금 부담액이 늘어나 대출 한도액이 줄어들기 때문이다.","[1, 30, 4.2, 9000, 7000, 2000]","['억원', '년', '%', '만원', '만원', '만원']",[],[],"가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U101); 소득5분위별 가구당 가계수지 (전국,1인이상)(tblId=DT_1L9U103); 소득구간별 가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U107)","orgId=101, tblId=DT_1L9U101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1L9U101,A,T110,Y,가구당 월평균 가계수지 후보 선택. 소득/지출 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),ABS_TO_ABS,1.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1L9U101&objL1=A&itmId=T110&prdSe=Y&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),ABS_TO_ABS,1.0,억원 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C14100,1858,"정부 “강남3구·용산 집값 변동성 확대... 규제지역 추가 지정 강구""",2025-05-23,https://www.chosun.com/economy/economy_general/2025/05/23/LVETWNCZPZE7LMZB2BUYKJ7IGI,"하지만 서울 아파트 가격(한국부동산원 주간 통계 기준)은 5월 첫째 주 0.08%, 둘째 주 0.1%, 셋째 주 0.13% 상승하는 등 다시 오름세를 보이고 있다.",비율·증감률,비율·증감률; 날짜·시간,True,서울,"정부에 따르면, 지난 3월 용산·강남3구가 토지거래허가구역으로 확대 지정된 이후 서울 아파트 가격은 한동안 주춤했다.",국토부와 서울시는 ‘집값 띄우기’ 등 부정 거래 단속을 강화하고 “불법 행위가 확인되면 무관용 원칙으로 엄정 대응할 계획”이라고 밝혔다.,"[5, 0.08, 0.1, 0.13]","['월', '%', '%', '%']",[],['서울'],유형별 주택매매가격지수(2011.6=100)(tblId=DT_304N_04_00001),"orgId=408, tblId=DT_304N_04_00001 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,408,DT_304N_04_00001,1530430404A,16304304_01,M,주택매매가격지수 후보 선택. 지역/주택유형 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),CHANGE_RATE,0.13,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=408&tblId=DT_304N_04_00001&objL1=1530430404A&itmId=16304304_01&prdSe=M&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),CHANGE_RATE,0.13,% 숫자 선택,,증감률 claim인데 actual_change_pct 없음,판단불가,,KOSIS 실제값/계산값 없음,판단불가_증감계산값없음,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_증감계산값없음,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C14101,1858,"정부 “강남3구·용산 집값 변동성 확대... 규제지역 추가 지정 강구""",2025-05-23,https://www.chosun.com/economy/economy_general/2025/05/23/LVETWNCZPZE7LMZB2BUYKJ7IGI,"특히 서울시는 자치구와 합동으로 토지거래허가 대상 아파트의 실거주 의무 위반 여부를 확인, 위반자에게 실거래가의 최대 10%에 해당하는 이행강제금을 부과할 예정이다.",비율·증감률,비율·증감률,True,서울,국토부와 서울시는 ‘집값 띄우기’ 등 부정 거래 단속을 강화하고 “불법 행위가 확인되면 무관용 원칙으로 엄정 대응할 계획”이라고 밝혔다.,,[10],['%'],[],['서울'],유형별 주택매매가격지수(2011.6=100)(tblId=DT_304N_04_00001),"orgId=408, tblId=DT_304N_04_00001 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,408,DT_304N_04_00001,1530430404A,16304304_01,Y,주택매매가격지수 후보 선택. 지역/주택유형 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,10.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=408&tblId=DT_304N_04_00001&objL1=1530430404A&itmId=16304304_01&prdSe=Y&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,10.0,% 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C14587,1924,"결혼 늘고 정책 먹혔다... 1분기 합계출산율, 2년 만에 0.8명대 복귀",2025-05-28,https://www.chosun.com/economy/economy_general/2025/05/28/YCG67WTAFRH2JCK555W6H46K7Y,15 올해 1분기 합계출산율(여성 1명이 평생 낳을 것으로 예상되는 아이 수)이 2년 만에 0.8명대를 기록했다.,인구지표,인구지표; 인원수; 날짜·시간,True,여성,,"코로나 엔데믹(풍토병화) 이후 결혼한 부부가 본격적으로 아이를 낳기 시작한 데다, 신생아 특례 대출 등 정부와 지방자치단체의 각종 출산 장려책도 효과를 거두고 있다는 평가다.","[1, 1, 2, 0.8]","['분', '명', '년', '명']",[],[],"출생아수, 합계출산율, 자연증가 등(tblId=INH_1B8000F_01); 인구동태건수 및 동태율 추이(출생,사망,혼인,이혼)(tblId=DT_1B8000F); 시도/합계출산율, 모의 연령별 출산율(tblId=DT_1B81A21)","orgId=101, tblId=INH_1B8000F_01 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,INH_1B8000F_01,30,T1,Q,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,0.8,2025,0.748,2024,6.951871657754016,0.052000000000000046,,LEVEL,15.0,0.8,actual_value 컬럼 사용,불일치,17.749999999999996,"claim=15.0, actual=0.8, 오차=17.750 (허용=0.05)",LEVEL,0.8,명 숫자 선택,0.8,actual_value 사용,일치,0.0,"claim=0.8, adjusted_actual=0.8, 오차=0.000, 허용=0.05",검증완료_일치,N,Y,Y,,,불일치,비검증성 문장: 전망/예측/목표는 현재 실적값과 비교하지 않음,전망·예상·목표 문장으로 현재 KOSIS 실적값 검증 대상이 아님,판단불가_전망문장,,,,,,,,,,,,,,정보 부족,시점·대상·파라미터 또는 관측 실적이 확정되지 않음
C14591,1924,"결혼 늘고 정책 먹혔다... 1분기 합계출산율, 2년 만에 0.8명대 복귀",2025-05-28,https://www.chosun.com/economy/economy_general/2025/05/28/YCG67WTAFRH2JCK555W6H46K7Y,1분기 기준으로도 출생아 수 증가세는 역대 최고 수준이다.,인구지표,인구지표; 날짜·시간,True,,"작년 연간 합계출산율이 0.75명을 기록하며 2023년(0.72명) 대비 증가세를 보였는데, 올해 들어 첫 분기부터 긍정적인 흐름을 이어가고 있는 것이다.",1분기 출생아 수는 6만5022명으로 전년 동분기(6만568명) 대비 7.4% 늘었다.,[1],['분'],[],[],"출생아수, 합계출산율, 자연증가 등(tblId=INH_1B8000F_01); 인구동태건수 및 동태율 추이(출생,사망,혼인,이혼)(tblId=DT_1B8000F); 시도/합계출산율, 모의 연령별 출산율(tblId=DT_1B81A21)","orgId=101, tblId=INH_1B8000F_01 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,INH_1B8000F_01,30,T1,Q,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,0.8,2025,0.748,2024,6.951871657754016,0.052000000000000046,,CHANGE_RATE,1.0,6.951871657754016,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,5.951871657754016,"claim=1.0, actual=6.951871657754016, 오차=5.952 (허용=0.3)",CHANGE_RATE,,claim 숫자 선택 실패,6.951871657754016,actual_change_pct 사용,판단불가,,claim 숫자 선택 실패,판단불가_증감계산값없음,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_증감계산값없음,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C14611,1927,90년대생 결혼 늘자 출산율 다시 0.8명대,2025-05-29,https://www.chosun.com/economy/economy_general/2025/05/29/4U6B4YZJFFBRFFDJZFYTZWWI5A,새로 결혼하는 부부도 1년째 늘고 있기 때문에 올해 연간 합계출산율도 4년 만에 0.8명대를 회복할 것이라는 전망도 나온다.,인구지표,인구지표; 인원수; 날짜·시간,True,,"상대적으로 인구가 많은 1990년대 초반생들이 본격적으로 결혼해 아이를 낳기 시작했고, 신생아 특례대출 등 각종 출산 장려책도 효과를 거뒀다는 분석이다.",다만 5년 후인 2030년에는 한 해 태어난 인구가 40만명에 불과한 2000년대생들이 결혼·출산 적령기가 되기 때문에 저출생 현상이 다시 심화할 가능성이 있다.,"[1, 4, 0.8]","['년', '년', '명']",[],[],"출생아수, 합계출산율, 자연증가 등(tblId=INH_1B8000F_01); 인구동태건수 및 동태율 추이(출생,사망,혼인,이혼)(tblId=DT_1B8000F); 시도/합계출산율, 모의 연령별 출산율(tblId=DT_1B81A21)","orgId=101, tblId=INH_1B8000F_01 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,INH_1B8000F_01,30,T1,Y,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,0.8,2025,0.748,2024,6.951871657754016,0.052000000000000046,,LEVEL,0.8,0.8,actual_value 컬럼 사용,일치,0.0,"claim=0.8, actual=0.8, 오차=0.000 (허용=0.05)",LEVEL,0.8,명 숫자 선택,0.8,actual_value 사용,일치,0.0,"claim=0.8, adjusted_actual=0.8, 오차=0.000, 허용=0.05",검증완료_일치,N,Y,Y,,,일치,비검증성 문장: 전망/예측/목표는 현재 실적값과 비교하지 않음,전망·예상·목표 문장으로 현재 KOSIS 실적값 검증 대상이 아님,판단불가_전망문장,,,,,,,,,,,,,,정보 부족,시점·대상·파라미터 또는 관측 실적이 확정되지 않음
C14623,1927,90년대생 결혼 늘자 출산율 다시 0.8명대,2025-05-29,https://www.chosun.com/economy/economy_general/2025/05/29/4U6B4YZJFFBRFFDJZFYTZWWI5A,"홍석철 서울대 경제학부 교수는 “통상 신혼 부부들이 결혼 후 3년간 아이를 많이 낳는다는 점을 고려하면, 올해는 계속 출생아가 늘어나면서 연간 합계출산율이 무난히 0.8명을 넘길 수 있을 것”이라고 했다.",인구지표,인구지표; 인원수; 날짜·시간,True,,"1990년대 초반에 태어난 부부가 코로나 사태로 미뤘던 결혼을 지난 2022~2023년에 많이 했고, 지난해부터 본격적으로 아이를 낳기 시작하면서 출생아 수가 증가한 것이다.",청년층의 결혼과 출산 의향이 늘어나고 있다는 점도 출산율 반등에 대한 기대감을 키우고 있다.,"[3, 0.8]","['년', '명']",[],['서울'],"출생아수, 합계출산율, 자연증가 등(tblId=INH_1B8000F_01); 인구동태건수 및 동태율 추이(출생,사망,혼인,이혼)(tblId=DT_1B8000F); 시도/합계출산율, 모의 연령별 출산율(tblId=DT_1B81A21)","orgId=101, tblId=INH_1B8000F_01 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,INH_1B8000F_01,30,T1,Y,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,0.8,2025,0.748,2024,6.951871657754016,0.052000000000000046,,LEVEL,0.8,0.8,actual_value 컬럼 사용,일치,0.0,"claim=0.8, actual=0.8, 오차=0.000 (허용=0.05)",LEVEL,0.8,명 숫자 선택,0.8,actual_value 사용,일치,0.0,"claim=0.8, adjusted_actual=0.8, 오차=0.000, 허용=0.05",검증완료_일치,N,N,Y,2025,0.8,일치,,수치 오차는 허용범위 이내지만 표·항목·단위·의미 매핑 확정이 필요함,판단불가_KOSIS직접검증불가,직접검증불가,판단불가_KOSIS직접검증불가,향후 연간 합계출산율이 0.8명을 넘을 수 있다는 전망 문장으로 현재 실적값과 비교할 수 없음,,2026-07-14,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C14629,1927,90년대생 결혼 늘자 출산율 다시 0.8명대,2025-05-29,https://www.chosun.com/economy/economy_general/2025/05/29/4U6B4YZJFFBRFFDJZFYTZWWI5A,"전영수 한양대 국제대학원 교수는 “2030년대에는 결혼과 출산 적령기를 맞는 인구 자체가 적기 때문에, 합계출산율은 높아도 절대적인 출생아 수가 적은 ‘착시’가 발생할 수 있다”고 했다.",인구지표,인구지표; 날짜·시간,True,,2000년에 64만명이던 출생아 수는 2001년 56만명으로 줄더니 2002년부터 40만명대로 떨어졌다.,,[2030],['년'],['2030'],[],"출생아수, 합계출산율, 자연증가 등(tblId=INH_1B8000F_01); 인구동태건수 및 동태율 추이(출생,사망,혼인,이혼)(tblId=DT_1B8000F); 시도/합계출산율, 모의 연령별 출산율(tblId=DT_1B81A21)","orgId=101, tblId=INH_1B8000F_01 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,INH_1B8000F_01,30,T1,Y,출생아수/합계출산율 후보 선택. 기본항목/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,0.8,2025,0.748,2024,6.951871657754016,0.052000000000000046,,LEVEL,2030.0,0.8,actual_value 컬럼 사용,불일치,2536.5,"claim=2030.0, actual=0.8, 오차=2536.500 (허용=0.05)",LEVEL,,claim 숫자 선택 실패,0.8,actual_value 사용,판단불가,,claim 숫자 선택 실패,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C14661,1931,“미국 관세 정책에 한국 자동차 최대 타격…대미수출 연 4%↓”,2025-05-29,https://www.chosun.com/economy/economy_general/2025/05/29/7YRD6PZWZZBO7LPF53SPGOMWPU,반도체·의약품 등의 품목 관세는 하반기 중 10% 부과로 적용했다.,무역지표,무역지표; 비율·증감률,True,,"중국·캐나다·멕시코 외 모든 국가에 10%의 기본 관세가 적용되고, 철강·알루미늄, 자동차·부품 품목 관세는 25%로 유지되는 경우를 가정한 것이다.","특히 자동차 산업의 타격이 큰 것은 미국 수출 비율이 작년 기준 47%로 크고, 중국 자동차의 미국 내 비중이 미미해 다른 품목과 달리 반사 이익을 기대하기 어렵기 때문이다.",[10],['%'],[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T1,H,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,10.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=360&tblId=DT_1R11006_FRM101&objL1=13102103829E.US&itmId=13103103829T1&prdSe=H&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,10.0,% 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,지역·분류 불일치,필요한 세부 분류와 기존 매핑이 일치하지 않음
C14803,1944,3개월만에 생산·소비·투자 ‘트리플 감소’...다시 고개 든 경기 부진,2025-05-30,https://www.chosun.com/economy/economy_general/2025/05/30/DA5UIPBNGBANNJUP4OGVELDMBA,물품 소비에 해당하는 소매판매도 전월 대비 0.9% 감소했다.,비율·증감률,비율·증감률,True,,"플래시메모리와 D램 등 반도체 생산이 2.9% 줄었고, 기타친환경차 및 특수목적용자동차 등 완성차 생산이 줄면서 자동차 생산도 4.2% 감소했다.",소매판매는 지난 3월 1.0% 감소한 이후 두달 연속 감소했다.,[0.9],['%'],[],[],시도별 소매판매액지수(2020=100)(tblId=DT_1K41018); 재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012),"orgId=101, tblId=DT_1K41018 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41018,31,T2,M,시도별 소매판매액지수 후보 선택. 지역/상품군 코드 확인 필요 | 업종별 objL2는 총지수(A0) 필요 가능성 있음 | 지역 코드 자동 후보 입력; 업종별 objL2 후보=A0(총지수),,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),CHANGE_RATE,0.9,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1K41018&objL1=31&itmId=T2&prdSe=M&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),CHANGE_RATE,0.9,% 숫자 선택,,증감률 claim인데 actual_change_pct 없음,판단불가,,KOSIS 실제값/계산값 없음,판단불가_증감계산값없음,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_증감계산값없음,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C14804,1944,3개월만에 생산·소비·투자 ‘트리플 감소’...다시 고개 든 경기 부진,2025-05-30,https://www.chosun.com/economy/economy_general/2025/05/30/DA5UIPBNGBANNJUP4OGVELDMBA,소매판매는 지난 3월 1.0% 감소한 이후 두달 연속 감소했다.,비율·증감률,비율·증감률; 날짜·시간,True,,물품 소비에 해당하는 소매판매도 전월 대비 0.9% 감소했다.,"의류와 신발, 가방 등 준내구재 소비가 2.0% 감소했다.","[3, 1.0]","['월', '%']",[],[],시도별 소매판매액지수(2020=100)(tblId=DT_1K41018); 재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012),"orgId=101, tblId=DT_1K41018 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41018,31,T2,M,시도별 소매판매액지수 후보 선택. 지역/상품군 코드 확인 필요 | 업종별 objL2는 총지수(A0) 필요 가능성 있음 | 지역 코드 자동 후보 입력; 업종별 objL2 후보=A0(총지수),,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),CHANGE_RATE,1.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1K41018&objL1=31&itmId=T2&prdSe=M&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),CHANGE_RATE,1.0,% 숫자 선택,,증감률 claim인데 actual_change_pct 없음,판단불가,,KOSIS 실제값/계산값 없음,판단불가_증감계산값없음,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_증감계산값없음,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C14814,1946,1분기 가구당 月 소득 1년 새 4.5% 늘었지만 저소득층은 1.5% 줄어,2025-05-30,https://www.chosun.com/economy/economy_general/2025/05/30/PVQ5FXMBSFCETC4MIINOSK535M,0 올해 1분기(1~3월) 가구당 월평균 소득이 1년 전보다 4.5% 늘었지만 저소득층 소득은 1.5% 감소하는 등 분배 지표가 악화된 것으로 조사됐다.,임금·소득,임금·소득; 비율·증감률; 날짜·시간,True,저소득층,,또 소비 악화로 실질 소비 지출은 1년 9개월 만에 감소세로 돌아섰다.,"[1, 3, 1, 4.5, 1.5]","['분', '월', '년', '%', '%']",[],[],"가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U101); 소득5분위별 가구당 가계수지 (전국,1인이상)(tblId=DT_1L9U103); 소득구간별 가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U107)","orgId=101, tblId=DT_1L9U101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1L9U101,A,T110,M,가구당 월평균 가계수지 후보 선택. 소득/지출 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),CHANGE_RATE,1.5,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1L9U101&objL1=A&itmId=T110&prdSe=M&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),CHANGE_RATE,1.5,% 숫자 선택,,증감률 claim인데 actual_change_pct 없음,판단불가,,KOSIS 실제값/계산값 없음,판단불가_증감계산값없음,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_증감계산값없음,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
