claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions
A0009-SP5AD77DAE18,A0009-SP5AD77DAE18-m4,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.","이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",국내공식통계,N,고용,정비사 총수,"LCC, 대형 항공사, 정비사, 항공안전백서",-,-,-,항공,-,-,-,2023,-,Y,확정,5849명,KOSIS_VALUE,hcx,정비사 총수,항공,2023년말,Y,hcx,현재값,5849,-,-,N,명,수준값,-,전년,"국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정비사 수,항공,2023년말,Y,2023년말,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,
A0009-SP5AD77DAE18,A0009-SP5AD77DAE18-m5,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.","이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",국내공식통계,N,고용,대형 항공사 정비사 수,"LCC, 대형 항공사, 정비사, 항공안전백서",-,-,-,항공,-,-,-,2023,-,Y,확정,4248명,KOSIS_VALUE,hcx,대형 항공사 정비사 수,항공,2023년말,Y,hcx,현재값,4248,-,-,N,명,수준값,-,전년,"국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정비사 수,항공,2023년말,Y,2023년말,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,
A0009-SP5AD77DAE18,A0009-SP5AD77DAE18-m6,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.","이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",국내공식통계,N,고용,LCC 정비사 수,"LCC, 대형 항공사, 정비사, 항공안전백서",-,-,-,항공,-,-,-,2023,-,Y,확정,1601명,KOSIS_VALUE,hcx,LCC 정비사 수,항공,2023년말,Y,hcx,현재값,1601,-,-,N,명,수준값,-,전년,"국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정비사 수,항공,2023년말,Y,2023년말,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,
A0009-SP5AD77DAE18,A0009-SP5AD77DAE18-m7,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.","이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",국내공식통계,N,고용,LCC 정비사 비율,"LCC, 대형 항공사, 정비사, 항공안전백서",-,-,-,항공,-,-,-,2023,-,Y,확정,37.7%,KOSIS_VALUE,hcx,LCC 정비사 비율,항공,2023년말,Y,hcx,현재값,37.7,-,-,N,%,비중,-,전년,"국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정비사 수,항공,2023년말,Y,2023년말,,%,%,rate,rate_level,person,,Y,Y,,,READY,ELIGIBLE,
A0009-SP0F7192C81B,A0009-SP0F7192C81B-m2,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.","이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",국내공식통계,N,고용,LCC 정비사 수,"LCC, 정비사, 대형 항공사, 비율",-,-,-,항공,-,-,-,2023,-,Y,확정,1601명,KOSIS_VALUE,hcx,LCC 정비사 수,항공,2023년말,Y,hcx,현재값,1601,-,-,N,명,수준값,-,전년,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정비사 비율,항공,2023년말,Y,2023년말,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,
A0009-SP0F7192C81B,A0009-SP0F7192C81B-m3,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.","이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",국내공식통계,N,고용,LCC 정비사 비율,"LCC, 정비사, 대형 항공사, 비율",-,-,-,항공,-,-,-,2023,-,Y,확정,37.7%,KOSIS_VALUE,hcx,LCC 정비사 비율,항공,2023년말,Y,hcx,현재값,37.7,-,-,N,%,비중,-,전년,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정비사 비율,항공,2023년말,Y,2023년말,,%,%,rate,rate_level,person,,Y,Y,,,READY,ELIGIBLE,
A0009-SP0D3346E9EB,A0009-SP0D3346E9EB-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.","제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",이는 그간 수차례 지적됐던 LCC의 안전 문제가 여전히 개선되지 않았음을 의미한다.,국내공식통계,N,고용,정비사 수 대비 항공기 보유 대수,"LCC, 대형항공사, 정비사, 항공기 보유 대수",-,-,-,대형항공사,-,-,-,2023,-,Y,확정,16명,KOSIS_VALUE,hcx,정비사 수 대비 항공기 보유 대수,대형항공사,2023,Y,hcx,현재값,16,-,-,N,명,수준값,-,전년,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정비사 수 대비 항공기 보유 대수,항공,2023,Y,2023,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,
A0009-SP0D3346E9EB,A0009-SP0D3346E9EB-m2,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.","제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",이는 그간 수차례 지적됐던 LCC의 안전 문제가 여전히 개선되지 않았음을 의미한다.,국내공식통계,N,고용,정비사 수 대비 항공기 보유 대수,"LCC, 대형항공사, 정비사, 항공기 보유 대수",-,-,-,대형항공사,-,-,-,2023,-,Y,확정,18명,KOSIS_VALUE,hcx,정비사 수 대비 항공기 보유 대수,대형항공사,2023,Y,hcx,현재값,18,-,-,N,명,수준값,-,전년,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정비사 수 대비 항공기 보유 대수,항공,2023,Y,2023,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,
A0009-SP0D3346E9EB,A0009-SP0D3346E9EB-m3,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.","제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",이는 그간 수차례 지적됐던 LCC의 안전 문제가 여전히 개선되지 않았음을 의미한다.,국내공식통계,N,고용,정비사 수 대비 항공기 보유 대수,"LCC, 대형항공사, 정비사, 항공기 보유 대수",-,-,-,LCC,-,-,-,2023,-,Y,확정,10.6명,KOSIS_VALUE,hcx,정비사 수 대비 항공기 보유 대수,LCC,2023,Y,hcx,현재값,10.6,-,-,N,명,수준값,-,전년,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,정비사 수 대비 항공기 보유 대수,항공,2023,Y,2023,,명,명,person_count,count,person,,Y,Y,,,READY,ELIGIBLE,
A0012-SPE7F554D64E,A0012-SPE7F554D64E-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,다만 여전히 현장엔 일할 사람이 부족한 상황이라 앞으로도 인력 확충은 계속될 전망이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",국내공식통계,Y,고용,조선 산업기술인력,조선업; 산업기술인력; 인력 수급 실태조사,-,-,-,조선업,-,-,-,2023,-,Y,확정,5만8528명,KOSIS_VALUE,hcx,조선 산업기술인력,조선업,2023,Y,hcx,현재값,58528,-,-,N,명,수준값,증가,전년,[검증 대상 문장] 31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선 산업기술인력,조선업,2023,Y,2023,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,
A0012-SPE7F554D64E,A0012-SPE7F554D64E-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,다만 여전히 현장엔 일할 사람이 부족한 상황이라 앞으로도 인력 확충은 계속될 전망이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",국내공식통계,Y,고용,조선 산업기술인력 증가율,조선업; 산업기술인력; 인력 수급 실태조사,-,-,-,조선업,-,-,-,2023,-,Y,확정,0.8%,KOSIS_VALUE,hcx,조선 산업기술인력 증가율,조선업,2022,Y,hcx,증감률,0.8,-,-,N,%,증감률,증가,전년,[검증 대상 문장] 31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선 산업기술인력,조선업,2023,Y,2022,COMPARISON_PERIOD_TO_TARGET,%,%,rate,rate_change,item,2022,Y,Y,,,READY,ELIGIBLE,
A0012-SP80940BC114,A0012-SP80940BC114-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,국내공식통계,Y,고용,조선업 산업기술인력,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2022,-,Y,확정,5만8042명,KOSIS_VALUE,hcx,조선업 산업기술인력,조선업,2022,Y,hcx,현재값,58042,-,-,N,명,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,2022,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,
A0012-SP80940BC114,A0012-SP80940BC114-m3,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,국내공식통계,Y,고용,조선업 산업기술인력 감소폭,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2022,-,Y,확정,1만명,KOSIS_VALUE,hcx,조선업 산업기술인력 감소폭,조선업,2022,Y,hcx,현재값,10000,-,-,N,명,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,2022,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,
A0012-SP80940BC114,A0012-SP80940BC114-m4,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,국내공식통계,Y,고용,조선업 산업기술인력 증가폭,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2023,-,Y,확정,500명,KOSIS_VALUE,hcx,조선업 산업기술인력 증가폭,조선업,2023,Y,hcx,현재값,500,-,-,N,명,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,2023,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,
A0012-SP13E0E2E6EE,A0012-SP13E0E2E6EE-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,국내공식통계,Y,고용,조선 산업기술인력 중 외국인 수,"조선업, 산업기술인력, 외국인, 2022년, 2023년",-,-,-,조선업,-,-,-,2023,-,Y,확정,2563명,KOSIS_VALUE,hcx,조선 산업기술인력 중 외국인 수,조선업,2023,Y,hcx,현재값,2563,-,-,N,명,수준값,증가,전년,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선 산업기술인력 중 외국인 수,조선업,2023,Y,2023,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,
A0012-SPFEFB3037E3,A0012-SPFEFB3037E3-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,앞서 정부는 2023년 ‘숙련기능인력 비자(E-7-4)’ 연간 배정 인원을 늘리면서 조선 분야에는 400명을 별도로 배정했다.,국내공식통계,Y,고용,조선 산업기술인력 중 외국인의 비율,"조선업, 산업기술인력, 외국인, 비율",-,-,-,조선업,-,-,-,2023,-,Y,확정,1.5%,KOSIS_VALUE,hcx,조선 산업기술인력 중 외국인의 비율,조선업,2022,Y,hcx,증감률,1.5,-,-,N,%,증감률,증가,전년,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다. 이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선 산업기술인력 중 외국인의 비율,조선업,2023,Y,2022,COMPARISON_PERIOD_TO_TARGET,%,%,rate,rate_change,item,2022,Y,Y,,,READY,ELIGIBLE,
A0012-SPFEFB3037E3,A0012-SPFEFB3037E3-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,앞서 정부는 2023년 ‘숙련기능인력 비자(E-7-4)’ 연간 배정 인원을 늘리면서 조선 분야에는 400명을 별도로 배정했다.,국내공식통계,Y,고용,조선 산업기술인력 중 외국인의 비율,"조선업, 산업기술인력, 외국인, 비율",-,-,-,조선업,-,-,-,2023,-,Y,확정,4.4%,KOSIS_VALUE,hcx,조선 산업기술인력 중 외국인의 비율,조선업,2023,Y,hcx,증감률,4.4,-,-,N,%,증감률,증가,전년,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다. 이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선 산업기술인력 중 외국인의 비율,조선업,2023,Y,2023,,%,%,rate,rate_change,item,2022,Y,Y,,,READY,ELIGIBLE,
A0012-SPF01699BC18,A0012-SPF01699BC18-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,"사전 심사부터 비자 발급까지 걸리는 시간을 5주에서 10일 이내로 줄이고, 기업별 외국 인력 도입 허용 비율도 내국인 근로자의 20%에서 30%로 2년간 한시적으로 확대했다.",앞서 정부는 2023년 ‘숙련기능인력 비자(E-7-4)’ 연간 배정 인원을 늘리면서 조선 분야에는 400명을 별도로 배정했다.,외국인 용접공 비자 심사 시 필요한 경력증명서 제출도 2년간 면제했다.,국내공식통계,N,고용,외국 인력 도입 허용 비율,"조선업, 산업기술인력, 외국인, 비율, 증가",-,-,-,조선업,-,-,-,2023,-,Y,확정,20%,KOSIS_VALUE,hcx,외국 인력 도입 허용 비율,조선업,2023,Y,hcx,증감률,20,-,-,N,%,증감률,증가,전년,"[사전 심사부터 비자 발급까지 걸리는 시간을 5주에서 10일 이내로 줄이고, 기업별 외국 인력 도입 허용 비율도 내국인 근로자의 20%에서 30%로 2년간 한시적으로 확대했다.]",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선업 산업기술인력 비율,조선업,2023,Y,2023,,%,%,rate,rate_change,item,2022,Y,Y,,,READY,ELIGIBLE,
A0012-SPF01699BC18,A0012-SPF01699BC18-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,"사전 심사부터 비자 발급까지 걸리는 시간을 5주에서 10일 이내로 줄이고, 기업별 외국 인력 도입 허용 비율도 내국인 근로자의 20%에서 30%로 2년간 한시적으로 확대했다.",앞서 정부는 2023년 ‘숙련기능인력 비자(E-7-4)’ 연간 배정 인원을 늘리면서 조선 분야에는 400명을 별도로 배정했다.,외국인 용접공 비자 심사 시 필요한 경력증명서 제출도 2년간 면제했다.,국내공식통계,N,고용,외국 인력 도입 허용 비율,"조선업, 산업기술인력, 외국인, 비율, 증가",-,-,-,조선업,-,-,-,2023,-,Y,확정,30%,KOSIS_VALUE,hcx,외국 인력 도입 허용 비율,조선업,2023,Y,hcx,증감률,30,-,-,N,%,증감률,증가,전년,"[사전 심사부터 비자 발급까지 걸리는 시간을 5주에서 10일 이내로 줄이고, 기업별 외국 인력 도입 허용 비율도 내국인 근로자의 20%에서 30%로 2년간 한시적으로 확대했다.]",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선업 산업기술인력 비율,조선업,2023,Y,2023,,%,%,rate,rate_change,item,2022,Y,Y,,,READY,ELIGIBLE,
