claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_grounded,extraction_scope,chunk_index
A0005-c001,A0005-c001-m2,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,산업통상자원부와 코트라(KOTRA)는 이달 7~10일 개최되는 CES 2025에 36개 기관과 협업해 445개사 규모의 역대 최대 통합한국관을 구성한다. 이는 지난해 443개보다 2개 늘어난 역대 최대 규모다.,-,-,국내공식통계,N,무역,통합한국관 참여 기업 수,"통합한국관, 참여 기업 수",-,-,-,-,-,-,-,2025,-,-,확정,443개,KOSIS_VALUE,hcx,통합한국관 참여 기업 수,-,2024,-,hcx,이전값,443,-,-,N,개,수준값,증가,전년,[2] 산업통상자원부와 코트라(KOTRA)는 이달 7~10일 개최되는 CES 2025에 36개 기관과 협업해 445개사 규모의 역대 최대 통합한국관을 구성한다.,high,Y,measurement_rule_fallback:2,Y,2,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0005-c001,A0005-c001-m3,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,산업통상자원부와 코트라(KOTRA)는 이달 7~10일 개최되는 CES 2025에 36개 기관과 협업해 445개사 규모의 역대 최대 통합한국관을 구성한다. 이는 지난해 443개보다 2개 늘어난 역대 최대 규모다.,-,-,국내공식통계,N,무역,통합한국관 참여 기업 수,"통합한국관, 참여 기업 수",-,-,-,-,-,-,-,2025,-,-,확정,36개,CONTEXT,rule_fallback,통합한국관 참여 기업 수,-,2025,-,rule_fallback,참고값,36,-,-,N,개,수준값,증가,-,[2] 산업통상자원부와 코트라(KOTRA)는 이달 7~10일 개최되는 CES 2025에 36개 기관과 협업해 445개사 규모의 역대 최대 통합한국관을 구성한다.,high,Y,measurement_rule_fallback:2,Y,2,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0005-c001,A0005-c001-m4,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,산업통상자원부와 코트라(KOTRA)는 이달 7~10일 개최되는 CES 2025에 36개 기관과 협업해 445개사 규모의 역대 최대 통합한국관을 구성한다. 이는 지난해 443개보다 2개 늘어난 역대 최대 규모다.,-,-,국내공식통계,N,무역,통합한국관 참여 기업 수,"통합한국관, 참여 기업 수",-,-,-,-,-,-,-,2025,-,-,확정,2개,KOSIS_VALUE,rule_fallback,통합한국관 참여 기업 수,-,2025,-,rule_fallback,현재값,2,-,-,N,개,수준값,증가,-,[2] 산업통상자원부와 코트라(KOTRA)는 이달 7~10일 개최되는 CES 2025에 36개 기관과 협업해 445개사 규모의 역대 최대 통합한국관을 구성한다.,high,Y,measurement_rule_fallback:2,Y,2,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0005-c002,A0005-c002-m1,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다. 전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.",-,-,국내공식통계,N,무역,전체 한국 기업 참가 수,전체 한국 기업 참가 수,-,-,-,-,-,-,-,2025,-,-,확정,900개사,KOSIS_VALUE,hcx,전체 한국 기업 참가 수,-,2025,-,hcx,현재값,900,-,-,Y,개사,수준값,증가,전년,"[5] 올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.[6] 전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.",high,Y,measurement_rule_fallback:3,Y,3,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0005-c002,A0005-c002-m2,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다. 전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.",-,-,국내공식통계,N,무역,전체 한국 기업 참가 수,전체 한국 기업 참가 수,-,-,-,-,-,-,-,2025,-,-,확정,445개사,KOSIS_VALUE,rule_fallback,전체 한국 기업 참가 수,-,2025,-,rule_fallback,현재값,445,-,-,N,개사,수준값,증가,-,"[5] 올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.[6] 전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.",high,Y,measurement_rule_fallback:3,Y,3,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0005-c002,A0005-c002-m3,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다. 전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.",-,-,국내공식통계,N,무역,전체 한국 기업 참가 수,전체 한국 기업 참가 수,-,-,-,-,-,-,-,2025,-,-,확정,455여개,KOSIS_VALUE,rule_fallback,전체 한국 기업 참가 수,-,2025,-,rule_fallback,현재값,455,-,-,Y,개,수준값,증가,-,"[5] 올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.[6] 전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.",high,Y,measurement_rule_fallback:3,Y,3,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0005-c002,A0005-c002-m4,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다. 전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.",-,-,국내공식통계,N,무역,전체 한국 기업 참가 수,전체 한국 기업 참가 수,-,-,-,-,-,-,-,2025,-,-,확정,100개가량,KOSIS_VALUE,rule_fallback,전체 한국 기업 참가 수,-,2025,-,rule_fallback,현재값,100,-,-,Y,개,수준값,증가,-,"[5] 올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.[6] 전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.",high,Y,measurement_rule_fallback:3,Y,3,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0007-c001,A0007-c001-m1,A0007,"외신 “2024년, 2018년 이후 가장 항공 희생자 많은 해 됐다”",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/CQYMZH3PHRHZ7CXJFKL5PT4AB4,영국 항공 데이터분석 기관 시리움(Cirium)에 따르면 지난해 여객기 사고로 숨진 사람은 세계에서 318명에 이른다.,-,-,기타,N,기타,항공 희생자 수,-,-,-,-,-,-,-,-,2024,-,-,확정,318명,KOSIS_VALUE,hcx,항공 희생자 수,-,2024,-,hcx,현재값,318,-,-,N,명,수준값,유지,전년,[1] 영국 항공 데이터분석 기관 시리움(Cirium)에 따르면 지난해 여객기 사고로 숨진 사람은 세계에서 318명에 이른다.,high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0007-c002,A0007-c002-m1,A0007,"외신 “2024년, 2018년 이후 가장 항공 희생자 많은 해 됐다”",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/CQYMZH3PHRHZ7CXJFKL5PT4AB4,보잉 737 맥스 여객기가 자카르타에서 추락한 사고로 189명이 사망한 사건이 발생한 2018년(전체 사망자 526명) 이후 가장 많다.,-,-,기타,N,기타,항공 희생자 수,-,-,-,-,-,-,-,-,2024,-,-,확정,526명,KOSIS_VALUE,hcx,항공 희생자 수,-,2018,-,hcx,이전값,526,-,-,N,명,수준값,감소,전년,[2] 보잉 737 맥스 여객기가 자카르타에서 추락한 사고로 189명이 사망한 사건이 발생한 2018년(전체 사망자 526명) 이후 가장 많다.,high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0007-c002,A0007-c002-m2,A0007,"외신 “2024년, 2018년 이후 가장 항공 희생자 많은 해 됐다”",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/CQYMZH3PHRHZ7CXJFKL5PT4AB4,보잉 737 맥스 여객기가 자카르타에서 추락한 사고로 189명이 사망한 사건이 발생한 2018년(전체 사망자 526명) 이후 가장 많다.,-,-,기타,N,기타,항공 희생자 수,-,-,-,-,-,-,-,-,2024,-,-,확정,189명,KOSIS_VALUE,rule_fallback,항공 희생자 수,-,2024,-,rule_fallback,현재값,189,-,-,N,명,수준값,-,-,[2] 보잉 737 맥스 여객기가 자카르타에서 추락한 사고로 189명이 사망한 사건이 발생한 2018년(전체 사망자 526명) 이후 가장 많다.,high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0008-c001,A0008-c001-m1,A0008,가스공사 5억·삼천리 3억 기부,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/M2MAOXQQG5GE5CER35HRDHBBXI,0 한국가스공사는 저소득 가정 청소년을 위한 성금 5억원을 대구 사회복지공동모금회에 기탁했다고 31일 밝혔다.,-,-,개별기업,N,기타,성금,-,대구,-,-,-,생계급여 수급 가정 청소년,-,-,202501,-,M,확정,5억원,POLICY_VALUE,hcx,성금 총액,한국가스공사,202501,M,claim_fallback,현재값,500000000,-,-,N,원,수준값,유지,특정시점,[0] 한국가스공사는 저소득 가정 청소년을 위한 성금 5억원을 대구 사회복지공동모금회에 기탁했다고 31일 밝혔다.,high,Y,measurement_binding_fallback:1;measurement_period_ungrounded:1,N,0,1,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0008-c002,A0008-c002-m1,A0008,가스공사 5억·삼천리 3억 기부,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/M2MAOXQQG5GE5CER35HRDHBBXI,성금은 대구 지역 생계급여 수급 가정 청소년 약 4800명에게 각 10만원씩 전달된다.,-,-,개별기업,N,기타,성금,-,대구,청소년,-,-,생계급여 수급 가정 청소년,-,-,202501,-,M,확정,약 4800명,POLICY_VALUE,hcx,지원받는 청소년 수,생계급여 수급 가정 청소년,202501,M,claim_fallback,현재값,4800,-,-,Y,명,수준값,유지,특정시점,[1] 성금은 대구 지역 생계급여 수급 가정 청소년 약 4800명에게 각 10만원씩 전달된다.,high,Y,measurement_binding_fallback:2;measurement_period_ungrounded:2,Y,0,2,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0008-c002,A0008-c002-m2,A0008,가스공사 5억·삼천리 3억 기부,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/M2MAOXQQG5GE5CER35HRDHBBXI,성금은 대구 지역 생계급여 수급 가정 청소년 약 4800명에게 각 10만원씩 전달된다.,-,-,개별기업,N,기타,성금,-,대구,청소년,-,-,생계급여 수급 가정 청소년,-,-,202501,-,M,확정,각 10만원씩,POLICY_VALUE,hcx,청소년 당 지원금액,생계급여 수급 가정 청소년,202501,M,claim_fallback,현재값,100000,-,-,N,원,수준값,유지,특정시점,[1] 성금은 대구 지역 생계급여 수급 가정 청소년 약 4800명에게 각 10만원씩 전달된다.,high,Y,measurement_binding_fallback:2;measurement_period_ungrounded:2,Y,0,2,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0008-c003,A0008-c003-m1,A0008,가스공사 5억·삼천리 3억 기부,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/M2MAOXQQG5GE5CER35HRDHBBXI,삼천리그룹도 이날 소외 계층을 위해 써달라며 3억원을 사회복지공동모금회에 기부했다.,-,-,개별기업,N,기타,성금,-,전국,-,-,-,소외 계층,-,-,202501,-,M,확정,3억원,POLICY_VALUE,hcx,성금 총액,삼천리그룹,202501,M,claim_fallback,현재값,300000000,-,-,N,원,수준값,유지,특정시점,[3] 삼천리그룹도 이날 소외 계층을 위해 써달라며 3억원을 사회복지공동모금회에 기부했다.,high,Y,measurement_binding_fallback:1;measurement_period_ungrounded:1,N,0,1,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0011-c001,A0011-c001-m1,A0011,"CJ, 이웃 사랑 성금 20억원",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/V5QTVTWN4VHZ7GZJOMKW4AL6PQ,0 CJ는 사회복지공동모금회에 성금 20억원을 기부했다고 31일 밝혔다.,-,-,개별기업,Y,기타,성금,"CJ, 사회복지공동모금회, 성금",-,-,-,-,-,-,-,2025,-,-,확정,20억원,POLICY_VALUE,hcx,성금액,-,2025,-,claim_fallback,현재값,2000000000,-,-,N,원,수준값,-,-,[0] CJ는 사회복지공동모금회에 성금 20억원을 기부했다고 31일 밝혔다.,high,Y,measurement_binding_fallback:1;measurement_period_ungrounded:1,N,0,1,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c001,A0012-c001-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,-,-,국내공식통계,N,고용,조선 산업기술인력,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2023,-,Y,확정,5만8528명,KOSIS_VALUE,hcx,조선 산업기술인력,조선업,2023,Y,hcx,현재값,58528,-,-,N,명,수준값,증가,전년,[4] 31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c001,A0012-c001-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,-,-,국내공식통계,N,고용,조선 산업기술인력,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2023,-,Y,확정,0.8%,KOSIS_VALUE,hcx,조선 산업기술인력,조선업,2022,Y,hcx,증감률,0.8,-,-,N,%,증감률,증가,전년,[4] 31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,high,N,-,Y,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c002,A0012-c002-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,-,-,국내공식통계,N,고용,외국인 조선 산업기술인력,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2023,-,Y,확정,2563명,KOSIS_VALUE,hcx,외국인 조선 산업기술인력,조선업,2023,Y,hcx,현재값,2563,-,-,N,명,수준값,증가,전년,[8] 조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c002,A0012-c002-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,-,-,국내공식통계,N,고용,외국인 조선 산업기술인력,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2023,-,Y,확정,877명,KOSIS_VALUE,hcx,외국인 조선 산업기술인력,조선업,2022,Y,hcx,이전값,877,-,-,N,명,수준값,증가,전년,[8] 조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c002,A0012-c002-m3,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,-,-,국내공식통계,N,고용,외국인 조선 산업기술인력,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2023,-,Y,확정,3배,KOSIS_VALUE,rule_fallback,외국인 조선 산업기술인력,조선업,2023,Y,rule_fallback,현재값,3,-,-,N,배,수준값,증가,-,[8] 조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c003,A0012-c003-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,-,-,국내공식통계,N,고용,외국인 조선 산업기술인력 비율,"조선업, 산업기술인력, 외국인 근로자 비율",-,-,-,조선업,-,-,-,2023,-,Y,확정,4.4%,KOSIS_VALUE,hcx,외국인 조선 산업기술인력 비율,조선업,2023,Y,hcx,현재값,4.4,-,-,N,%,수준값,증가,전년,[9] 이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c003,A0012-c003-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,-,-,국내공식통계,N,고용,외국인 조선 산업기술인력 비율,"조선업, 산업기술인력, 외국인 근로자 비율",-,-,-,조선업,-,-,-,2023,-,Y,확정,1.5%,KOSIS_VALUE,hcx,외국인 조선 산업기술인력 비율,조선업,2022,Y,hcx,이전값,1.5,-,-,N,%,수준값,증가,전년,[9] 이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c004,A0012-c004-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,한편 이번 조사에서 우리나라 전체 산업기술인력 규모는 171만6846명으로 전년 대비 1% 증가한 것으로 나타났다.,-,-,국내공식통계,N,고용,우리나라 전체 산업기술인력,"산업기술인력, 우리나라 전체",-,-,-,-,-,-,-,2023,-,Y,확정,171만6846명,KOSIS_VALUE,hcx,우리나라 전체 산업기술인력,-,2023,Y,hcx,현재값,1716846,-,-,N,명,수준값,증가,전년,[15] 한편 이번 조사에서 우리나라 전체 산업기술인력 규모는 171만6846명으로 전년 대비 1% 증가한 것으로 나타났다.,high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c004,A0012-c004-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,한편 이번 조사에서 우리나라 전체 산업기술인력 규모는 171만6846명으로 전년 대비 1% 증가한 것으로 나타났다.,-,-,국내공식통계,N,고용,우리나라 전체 산업기술인력,"산업기술인력, 우리나라 전체",-,-,-,-,-,-,-,2023,-,Y,확정,1%,KOSIS_VALUE,rule_fallback,우리나라 전체 산업기술인력,-,2023,Y,rule_fallback,증감률,1,-,-,N,%,증감률,증가,-,[15] 한편 이번 조사에서 우리나라 전체 산업기술인력 규모는 171만6846명으로 전년 대비 1% 증가한 것으로 나타났다.,high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c005,A0012-c005-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,다만 산업 현장에 필요한 인원이 늘면서 부족 인원도 1.9% 늘어난 3만9190명을 기록했다.,-,-,국내공식통계,N,고용,부족 인원,"부족 인원, 산업기술인력",-,-,-,-,-,-,-,2023,-,Y,확정,3만9190명,KOSIS_VALUE,hcx,부족 인원,-,2023,Y,hcx,현재값,39190,-,-,N,명,수준값,증가,전년,[16] 다만 산업 현장에 필요한 인원이 늘면서 부족 인원도 1.9% 늘어난 3만9190명을 기록했다.,high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0012-c005,A0012-c005-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,다만 산업 현장에 필요한 인원이 늘면서 부족 인원도 1.9% 늘어난 3만9190명을 기록했다.,-,-,국내공식통계,N,고용,부족 인원,"부족 인원, 산업기술인력",-,-,-,-,-,-,-,2023,-,Y,확정,1.9%,KOSIS_VALUE,rule_fallback,부족 인원,-,2023,Y,rule_fallback,증감률,1.9,-,-,N,%,증감률,증가,-,[16] 다만 산업 현장에 필요한 인원이 늘면서 부족 인원도 1.9% 늘어난 3만9190명을 기록했다.,high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0013-c001,A0013-c001-m1,A0013,사라진 ‘연말연시’… 소비 침체 한동안 이어질 수도,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/Z6WEUBU6FBBDLGDAZFP5PNS574,한 대형 마트의 12월 1~30일 매출 신장률은 전년 같은 기간과 비교해 0%였다.,-,-,국내공식통계,N,소매·소비,연말연시 소비,"신세계백화점, 연말연시, 소비침체",-,-,-,-,-,-,-,2024,-,-,확정,0%,KOSIS_VALUE,hcx,연말연시 소매 매출 신장률,대형 마트,2024,-,hcx,현재값,0,-,-,Y,%,수준값,유지,전년,[12] 한 대형 마트의 12월 1~30일 매출 신장률은 전년 같은 기간과 비교해 0%였다.,high,N,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0013-c002,-,A0013,사라진 ‘연말연시’… 소비 침체 한동안 이어질 수도,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/Z6WEUBU6FBBDLGDAZFP5PNS574,소비 침체가 새해에도 한동안 이어질 수 있다는 전망도 나온다.,-,-,국내공식통계,N,소매·소비,연말연시 소비,"유통 기업, 자영업자, 소비 위축",-,-,-,-,-,-,-,2024,-,-,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[6] 소비 침체가 새해에도 한동안 이어질 수 있다는 전망도 나온다.,mid,Y,-,N,0,0,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0014-c001,A0014-c001-m1,A0014,북한군 시신서 망가진 수류탄 나와…엉터리 보급 받았나?,2025-01-02,https://www.chosun.com/politics/north_korea/2025/01/02/SEIZ7LJ6NZCKXMWBJIHZWJTHOM,한편 북한은 러시아를 지원하기 위해 쿠르스크 지역에 1만∼1만2000명 정도를 파병한 것으로 추산된다.,-,-,기타,N,기타,파병된 북한군 수,-,쿠르스크 지역,-,-,-,-,-,-,2025,-,-,확정,1만∼1만2000명,POLICY_VALUE,hcx,파병된 북한군 수,-,2025,-,claim_fallback,현재값,10000,10000,12000,Y,명,수준값,-,-,[8] 한편 북한은 러시아를 지원하기 위해 쿠르스크 지역에 1만∼1만2000명 정도를 파병한 것으로 추산된다.,mid,Y,measurement_rule_fallback:1;measurement_binding_fallback:1;measurement_period_ungrounded:1,Y,1,1,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
A0014-c001,A0014-c001-m2,A0014,북한군 시신서 망가진 수류탄 나와…엉터리 보급 받았나?,2025-01-02,https://www.chosun.com/politics/north_korea/2025/01/02/SEIZ7LJ6NZCKXMWBJIHZWJTHOM,한편 북한은 러시아를 지원하기 위해 쿠르스크 지역에 1만∼1만2000명 정도를 파병한 것으로 추산된다.,-,-,기타,N,기타,파병된 북한군 수,-,쿠르스크 지역,-,-,-,-,-,-,2025,-,-,확정,1만2000명,POLICY_VALUE,rule_fallback,파병된 북한군 수,-,2025,-,rule_fallback,현재값,12000,-,-,N,명,수준값,-,-,[8] 한편 북한은 러시아를 지원하기 위해 쿠르스크 지역에 1만∼1만2000명 정도를 파병한 것으로 추산된다.,mid,Y,measurement_rule_fallback:1;measurement_binding_fallback:1;measurement_period_ungrounded:1,Y,1,1,HCX-007,article-combined-v2.0-sentence-index,2026-07-31,Y,article_combined,0
