claim_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,is_claim,is_claim_reason,is_claim_confidence,is_claim_method,extraction_model,prompt_version,extracted_at
A0009-C009,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.",전남 무안공항 참사를 계기로 국민들의 불안감이 커지는 가운데 항공 전문가들 사이에선 LCC의 안전 수준을 대대적으로 재점검해야 한다는 지적이 나오고 있다.,TRUE,"국내 12개 항공사의 정비사 총수와 대형 항공사 소속 정비사 수를 제시하며, 이는 국가집계 통계로서 KOSIS에서 확인 가능하다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0009-C010,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.","이같은 우려가 커지자, 제주항공은 이날 브리핑을 갖고 “2025년 3월까지 운항량을 10~15% 감축하고, 정비사도 추가 고용하겠다”고 밝혔다.",TRUE,"제주항공 및 진에어 등 LCC 10사의 정비사가 대형항공사에 비해 적다는 내용을 담고 있으며, 이는 국내 항공사 관련 통계로서 KOSIS를 통해 검증 가능하다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0009-C011,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.","제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.","◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",TRUE,현재 문장은 대형항공사들과 저비용항공사(LCC)들의 항공기 당 정비사 수를 비교하여 구체적인 수치를 제시하고 있습니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0009-C016,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"하지만 지난해 국토부 백서에 따르면, LCC 중 가장 정비사 수가 많은 제주항공도 대당 정비사가 11.2명에 그쳤다.",정부가 내세운 기준은 항공기 1대당 정비사 12명(당시 9~11명)이었다.,당시 정부가 가장 먼저 요구한 것도 적정 정비사부터 충원하라는 것이었다.,TRUE,"제주항공의 대당 정비사 수가 11.2명으로 정부의 기준인 12명에 미치지 못한다는 사실을 언급하며, 이는 KOSIS를 통해 확인 가능한 고용 및 산업 관련 통계 정보일 수 있다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0009-C017,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,이에 대해 제주항공 측은 “정부의 통계 시점인 2023년 말 이후 정비사를 충원해 현재는 정비사가 522명으로 대당 12.7명 수준으로 개선했다”며 “2025년말까지 560명으로 늘리겠다”고 밝혔다.,"하지만 지난해 국토부 백서에 따르면, LCC 중 가장 정비사 수가 많은 제주항공도 대당 정비사가 11.2명에 그쳤다.",정부가 내세운 기준은 항공기 1대당 정비사 12명(당시 9~11명)이었다.,TRUE,"제주항공 측이 정부의 통계 시점 이후에 정비사 수를 충원하여 현재 대당 정비사 수가 개선되었다고 주장하며, 이는 KOSIS를 통해 확인 가능한 고용 및 산업 관련 통계 정보일 가능성이 높습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0009-C028,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,LCC 1위인 제주항공이 올해 항공기 정비·수리·개조에 책정한 예산도 2209억원에 그친다.,"자체 항공정비(MRO) 시설을 갖춘 대형 항공사와 달리, LCC들은 이 같은 시설을 갖추지 못해 핵심 부품의 중정비는 해외 정비업체에 의존하고 있다.","정비사는 적고 업무량은 많다 보니, 온라인에는 “제주항공 정비에서 2년 버티면 어디서도 버틸 수 있다”는 글들이 올라오고 있다.",TRUE,LCC 1위인 제주항공이 올해 항공기 정비·수리·개조에 책정한 예산이 2209억원이라는 구체적인 수치 주장이 포함되어 있습니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0009-C029,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"대당 53억8700만여원으로, 대한항공(127억원), 아시아나항공(138억원)의 절반 이하다.",LCC 1위인 제주항공이 올해 항공기 정비·수리·개조에 책정한 예산도 2209억원에 그친다.,"자체 항공정비(MRO) 시설을 갖춘 대형 항공사와 달리, LCC들은 이 같은 시설을 갖추지 못해 핵심 부품의 중정비는 해외 정비업체에 의존하고 있다.",TRUE,현재 문장은 각 항공사의 항공기 정비 비용에 대한 구체적인 금액을 제시하며 비교하고 있습니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0010-C001,A0010,"제주항공, 비행기 평균 나이 14.4년 가장 많아",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/SMAVWUVHJ5AV7HTL342232GYCE,제주항공의 항공기 평균 기령(비행기 사용 연수)이 14.4년으로 국적 항공사 8곳 중 가장 높은 것으로 나타났다.,,,TRUE,제주항공의 항공기 평균 기령이 국적 항공사 8곳 중 가장 높다는 것은 KOSIS를 통해 국적 항공사의 항공기 평균 기령을 비교하여 검증할 수 있는 내용이기 때문에 True로 판단합니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0010-C002,A0010,"제주항공, 비행기 평균 나이 14.4년 가장 많아",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/SMAVWUVHJ5AV7HTL342232GYCE,"대한항공(11.3년), 아시아나항공(12.3년)보다 높았다.",제주항공의 항공기 평균 기령(비행기 사용 연수)이 14.4년으로 국적 항공사 8곳 중 가장 높은 것으로 나타났다.,,TRUE,대한항공과 아시아나항공의 항공기 평균 기령을 비교하여 수치적인 차이를 언급하고 있다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0010-C004,A0010,"제주항공, 비행기 평균 나이 14.4년 가장 많아",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/SMAVWUVHJ5AV7HTL342232GYCE,"2024년 11월 기준 국토교통부 항공기술정보시스템(ATIS)에 따르면 제주항공의 평균 기령은 같은 LCC인 이스타항공(8.4년), 에어부산(9.7년), 진에어(12.7년), 티웨이항공(13년)과도 차이가 났다.",또 전체 항공기의 88%가 도입 시점 기준 다른 항공사가 쓰던 중고 항공기로 조사됐다.,"대한항공(11.3년), 아시아나항공(12.3년)보다 높았다.",TRUE,"현재 문장은 여러 저비용 항공사의 평균 기령을 비교하여 주장하고 있으며, 이는 국가통계포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0010-C010,A0010,"제주항공, 비행기 평균 나이 14.4년 가장 많아",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/SMAVWUVHJ5AV7HTL342232GYCE,"제주항공의 경우, 작년 말 기준 운영 중인 항공기 41대 가운데 새 항공기를 들여온 사례는 5대뿐이었다.",항공기에 피로가 누적돼 있을 수 있다는 것이다.,하지만 LCC가 비용 절감 차원에서 다른 항공사가 사용하던 중고 항공기를 들여오는 사례가 상대적으로 많다는 점은 향후 더 세심한 관리가 필요한 부분이라는 지적이 나온다.,TRUE,"제주항공의 운영 중인 항공기 중 새 항공기의 비율을 언급하며, 이는 KOSIS 등의 통계 자료로 확인 가능한 정보이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0010-C013,A0010,"제주항공, 비행기 평균 나이 14.4년 가장 많아",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/SMAVWUVHJ5AV7HTL342232GYCE,새 항공기 5대를 제외하면 현재 기령이 10년 이하인 비행기가 한 대도 없다.,무안공항에서 사고가 난 항공기도 2017년 당시 라이언에어가 쓰던 8년 된 비행기를 들여온 것이었다.,도입 시점 기준으로 제작된 지 7~8년 안팎 된 비행기를 도입한 사례가 많았다.,TRUE,"현재 문장은 항공기의 기령에 대한 정보를 제공하며, 이는 항공 안전 및 관리 측면에서 중요한 정보로서 국가 통계나 관련 기관의 데이터베이스를 통해 확인될 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0012-C001,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,외국인 근로자가 유입된 덕에 우리나라 조선업 산업기술인력도 9년 만에 늘어난 것으로 나타났다.,,,TRUE,"문장에서 '우리나라 조선업 산업기술인력이 9년 만에 늘어났다'는 내용은 국내 산업의 인력 변화에 대한 구체적인 통계를 언급하고 있으며, 이는 국가통계포털(KOSIS)에서 관련 데이터를 통해 검증할 수 있을 것이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0012-C004,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,다만 여전히 현장엔 일할 사람이 부족한 상황이라 앞으로도 인력 확충은 계속될 전망이다.,하지만 최근 정부 정책 등으로 외국인 근로자가 크게 늘면서 다소 숨통이 트인 것으로 분석된다.,"2010년대 조선업은 장기 불황을 겪으며 인력 규모가 계속 줄었고, 2020년 이후엔 다시 호황을 맞았지만 떠나간 인원이 돌아오지 않으면서 극심한 인력난을 겪어왔다.",TRUE,현재 문장은 조선업 현장의 인력 부족 상황을 언급하며 앞으로 인력 확충이 계속될 것이라는 예측을 하고 있다.,mid,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0012-C005,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,다만 여전히 현장엔 일할 사람이 부족한 상황이라 앞으로도 인력 확충은 계속될 전망이다.,하지만 최근 정부 정책 등으로 외국인 근로자가 크게 늘면서 다소 숨통이 트인 것으로 분석된다.,TRUE,"문장에서 '지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.'라는 구체적인 수치와 비교를 통해 산업기술인력의 변화를 언급하고 있으며, 이는 국가통계포털(KOSIS)에서 관련 통계를 찾아 대조할 수 있는 내용입니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0012-C007,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,TRUE,"현재 문장은 조선 산업의 산업기술인력 수가 2022년 이후 증가한 것에 대한 내용을 담고 있으며, 이는 KOSIS를 통해 검증 가능한 국내 집계 통계 정보이기 때문에 True로 판단된다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0012-C008,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",TRUE,"현재 문장은 조선업의 산업기술인력 수가 증가한 이유에 대해 언급하며, 이는 KOSIS를 통해 해당 산업의 인력 변화를 검증할 수 있는 내용이기 때문에 True로 판단됩니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0012-C009,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,TRUE,"조선 산업기술인력 중 외국인의 수가 2022년에서 2023년까지 크게 증가했다는 구체적인 수치 정보를 포함하고 있으며, 이는 국가통계포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용입니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0012-C010,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,TRUE,"조선 산업기술인력 중 외국인의 비율이 2022년 1.5%에서 2023년 4.4%로 증가했다는 구체적인 수치와 비율을 제시하고 있으며, 이는 국가통계포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용입니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0012-C012,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,"사전 심사부터 비자 발급까지 걸리는 시간을 5주에서 10일 이내로 줄이고, 기업별 외국 인력 도입 허용 비율도 내국인 근로자의 20%에서 30%로 2년간 한시적으로 확대했다.",앞서 정부는 2023년 ‘숙련기능인력 비자(E-7-4)’ 연간 배정 인원을 늘리면서 조선 분야에는 400명을 별도로 배정했다.,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,TRUE,"현재 문장은 외국인 인력 도입 허용 비율이 내국인 근로자의 몇 퍼센트인지에 대한 구체적인 수치를 포함하고 있으며, 이는 고용 관련 통계로서 KOSIS에서 확인 가능한 내용일 가능성이 높습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0012-C015,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,한편 이번 조사에서 우리나라 전체 산업기술인력 규모는 171만6846명으로 전년 대비 1% 증가한 것으로 나타났다.,한 조선업체 관계자는 “최근 용접공으로 일하는 외국인 근로자가 늘어나는 등 어느 정도 인력이 채워지고는 있지만 여전히 일감에 비하면 숙련 근로자가 부족한 형편”이라고 말했다.,외국인 용접공 비자 심사 시 필요한 경력증명서 제출도 2년간 면제했다.,TRUE,"현재 문장은 우리나라 전체 산업기술인력 규모가 전년 대비 1% 증가했다고 주장하며, 이는 KOSIS 국가통계포털에서 관련 통계를 통해 검증할 수 있는 내용입니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0012-C016,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,다만 산업 현장에 필요한 인원이 늘면서 부족 인원도 1.9% 늘어난 3만9190명을 기록했다.,한편 이번 조사에서 우리나라 전체 산업기술인력 규모는 171만6846명으로 전년 대비 1% 증가한 것으로 나타났다.,한 조선업체 관계자는 “최근 용접공으로 일하는 외국인 근로자가 늘어나는 등 어느 정도 인력이 채워지고는 있지만 여전히 일감에 비하면 숙련 근로자가 부족한 형편”이라고 말했다.,TRUE,"현재 문장은 산업 현장에서 필요한 인원과 부족 인원의 변화에 대한 구체적인 수치를 제시하며, 이는 국가통계포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용입니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0013-C012,A0013,사라진 ‘연말연시’… 소비 침체 한동안 이어질 수도,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/Z6WEUBU6FBBDLGDAZFP5PNS574,한 대형 마트의 12월 1~30일 매출 신장률은 전년 같은 기간과 비교해 0%였다.,하지만 최근 분위기는 다르다.,특히 2024년에는 소비 위축이 지속돼 12월 특수를 기대하는 사람이 많았다.,TRUE,매출 신장률이 전년과 비교하여 변화가 없다는 내용은 KOSIS를 통해 검증 가능한 국내 집계 통계 정보로 볼 수 있다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0013-C028,A0013,사라진 ‘연말연시’… 소비 침체 한동안 이어질 수도,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/Z6WEUBU6FBBDLGDAZFP5PNS574,"2024년 계속된 소비 위축이 2025년까지 이어지면 안 된다는 절박감에 지역 특산물 구매, 협력사 납품 대금 조기 지급을 권고하는 등 내수 진작에 발 벗고 나선 것이다.","제주항공 여객기 사고로 ‘올스톱’했지만, 경제계는 12월 들어 소비 진작을 강조해 왔다.",자영업자 커뮤니티에서는 “단체 주문을 받고 재료를 다 준비해 놨는데 취소 전화가 계속 온다” “1년 내내 너무 힘들었는데 연말연시까지 착잡하다” 등의 글을 쉽게 찾아볼 수 있다.,TRUE,"문장에서 '2024년 계속된 소비 위축이 2025년까지 이어진다'라는 내용은 경제 상황에 대한 분석 및 예측으로서, 이는 국가통계포털(KOSIS) 등에서 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0014-C007,A0014,북한군 시신서 망가진 수류탄 나와…엉터리 보급 받았나?,2025-01-02,https://www.chosun.com/politics/north_korea/2025/01/02/SEIZ7LJ6NZCKXMWBJIHZWJTHOM,한편 북한은 러시아를 지원하기 위해 쿠르스크 지역에 1만∼1만2000명 정도를 파병한 것으로 추산된다.,"또한, 가방에서 러시아산 담배와 다수의 라이터가 발견되었다며 일부는 물물교환 화폐로 사용되거나 기념품으로 보관된 것으로 보였다고 주장했다.","마카루크 하사는 “북한군들의 가방에는 전투식량이 없었다. 의료병들의 물품도 부실했다”며 “대신 수류탄을 소지하고 있었다. 소련식 수류탄이 아니라, 완전히 망가진 RGO수류탄을 사용했다”고 주장했다.",TRUE,"북한이 러시아를 지원하기 위해 쿠르스크 지역에 1만∼1만2000명을 파병했다는 내용은 구체적인 수치와 국가 간 군사적 지원을 언급하며, 이는 국제 관계 및 군사 활동에 대한 정보로서 KOSIS에서 직접적인 대조를 통해 검증하기는 어려울 수 있지만, 해당 정보가 사실인지 여부는 중요한 사안이므로 판단 근거로 삼을 수 있다.",mid,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0015-C001,A0015,"中 비야디, 작년 차 판매량 첫 400만대 넘었다",2025-01-02,https://www.chosun.com/economy/auto/2025/01/02/HTW6CXWRT5CSVMD5Z65DXMTMMQ,중국 전기차 업체 비야디(BYD)의 작년 글로벌 판매량이 재작년 대비 41.3% 급증한 427만대로 집계됐다.,,,TRUE,"현재 문장은 중국 전기차 업체 BYD의 작년 글로벌 판매량 변화에 대한 구체적인 수치를 포함하고 있으며, 이는 국가 단위의 산업 동향 및 성장률을 나타내므로 KOSIS를 통해 관련 통계를 대조하여 검증할 수 있다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0015-C005,A0015,"中 비야디, 작년 차 판매량 첫 400만대 넘었다",2025-01-02,https://www.chosun.com/economy/auto/2025/01/02/HTW6CXWRT5CSVMD5Z65DXMTMMQ,"PHEV 판매량이 재작년 대비 약 73% 늘어나, 전체 판매량의 절반을 넘어섰다.","2일 블룸버그통신 등 외신에 따르면, 비야디는 작년 중국을 포함한 세계 시장에서 PHEV 249만대 안팎을 판매했다.",비야디의 작년 호실적은 PHEV 수요가 급증한 영향이 크다.,TRUE,"PHEV 판매량 변화에 대한 구체적인 수치와 비교를 포함하고 있으며, 이는 국가 통계 포털(KOSIS)에서 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0015-C006,A0015,"中 비야디, 작년 차 판매량 첫 400만대 넘었다",2025-01-02,https://www.chosun.com/economy/auto/2025/01/02/HTW6CXWRT5CSVMD5Z65DXMTMMQ,"반면, BEV는 약 176만대 판매되며 같은 기간 12% 증가에 그쳤다.","PHEV 판매량이 재작년 대비 약 73% 늘어나, 전체 판매량의 절반을 넘어섰다.","2일 블룸버그통신 등 외신에 따르면, 비야디는 작년 중국을 포함한 세계 시장에서 PHEV 249만대 안팎을 판매했다.",TRUE,"BEV 판매량 증가율에 대한 구체적인 수치와 비교 대상이 제시되어 있어, 이를 국가통계포털(KOSIS)에서 확인하여 검증할 수 있다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0015-C009,A0015,"中 비야디, 작년 차 판매량 첫 400만대 넘었다",2025-01-02,https://www.chosun.com/economy/auto/2025/01/02/HTW6CXWRT5CSVMD5Z65DXMTMMQ,비야디는 작년 중국 외 시장에서 재작년 대비 72% 안팎 늘어난 41만대를 판매했다.,해외 시장 확대도 주효했다.,"PHEV는 전기가 떨어지면 기름으로 달려, 충전 제약을 덜 받기 때문에 최근 ‘순수 전기차(BEV)’의 대체재로 부상하고 있다.",TRUE,"비야디의 판매량이 중국 외 시장에서 재작년 대비 72% 증가한 것으로, 이는 KOSIS에서 해당 시장의 수출 통계나 관련 데이터를 통해 검증할 수 있을 것이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0018-C001,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,,,TRUE,작년 한 해 전체 수출액이 6838억달러로 2023년에 비해 8.2% 증가했다는 내용은 국가 경제 지표로서 KOSIS에서 관련 통계를 통해 검증할 수 있다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0018-C002,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,,TRUE,기존 역대 최대 규모였던 2022년 기록을 초과하여 역대 최대 수출 실적을 달성했다는 내용은 국가 간 교역의 결과로서 KOSIS를 통해 검증 가능한 국내 집계 통계 정보이기 때문에 해당된다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0018-C003,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,TRUE,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 기록했다는 내용은 KOSIS 국가통계포털에서 해당 시점 및 품목별로 수출액을 확인하여 검증할 수 있는 정보이기 때문에 True로 판단합니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0018-C004,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,TRUE,"현재 문장은 작년의 수입액과 무역 흑자에 대한 정보를 제공하며, 이는 국가 경제 관련 통계로서 KOSIS에서 확인 가능한 정보입니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0018-C005,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,TRUE,"현재 문장은 작년의 무역 흑자가 2018년 이후 6년 만에 최대라는 내용을 담고 있으며, 이는 국가 간 거래를 나타내는 통계적인 정보로서 KOSIS에서 관련 통계를 통해 검증할 수 있다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
