claim_id,claim_measurement_id,claim_text,date,measurement_text,measurement_usage,claim_domain_scope,measurement_binding_source,measurement_role,measurement_indicator,measurement_item,value,unit,measurement_period,measurement_prd_se,in_ready,cand_tbl_ids,gold_verifiable,gold_measurement_correct,gold_org_id,gold_tbl_id,gold_obj_l1,gold_itm_id,gold_verdict,gold_actual_value
A1389-C002,A1389-C002-m3,"업권별로 보면 은행의 당기순이익이 16조3000억원으로, 1년 사이에 1조원 가까이 늘었다.",2025-04-17,1년,CONTEXT,국내공식통계,rule_fallback,참고값,은행 당기순이익,-,1,년,202504,M,N,,N,,,,,,,
A1433-C002,A1433-C002-m1,같은 기간 대미 수출은 1년 전보다 14.3% 급감했다.,2025-04-21,1년,CONTEXT,국내공식통계,claim_fallback,참고값,기간 비교 기준,-,1,년,2025-04-01 ~ 2025-04-20,M,N,,Y,,,,,,,
A1433-C002,A1433-C002-m2,같은 기간 대미 수출은 1년 전보다 14.3% 급감했다.,2025-04-21,14.30%,KOSIS_VALUE,국내공식통계,hcx,현재값,대미 수출 증가율,-,14.3,%,-,-,N,,Y,,,,,,,
A2377-C012,A2377-C012-m1,2030년까지 매출액 약 14조8000억원을 달성해 글로벌 최상위권으로 오르는 게 목표다.,2025-07-02,14조8000억원,KOSIS_VALUE,전망·목표,hcx,목표값,매출액,건설기계,1.48E+13,원,2030,Y,N,,N,,,,,,,
A2449-C007,A2449-C007-m1,전 분기보다는 30조3000억원 늘었다.,2025-07-08,30조3000억원,KOSIS_VALUE,국내공식통계,hcx,증감값,가계의 순자금 운용,-,3.03E+13,원,-,-,N,,N,,,,,,,
A1159-C003,A1159-C003-m1,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,2025-03-31,1억원,KOSIS_VALUE,개별기업,hcx,현재값,임직원 평균 연봉,-,100000000,원,2024,Y,N,,N,,,,,,,
A1159-C003,A1159-C003-m2,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,2025-03-31,100대,KOSIS_VALUE,개별기업,hcx,현재값,매출 100대 기업,-,100,대,2024,Y,N,,N,,,,,,,
A1159-C003,A1159-C003-m3,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,2025-03-31,55개사,KOSIS_VALUE,개별기업,hcx,현재값,평균 연봉 1억원 초과 기업 수,-,55,개사,2024,Y,N,,N,,,,,,,
A1159-C003,A1159-C003-m4,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,2025-03-31,9개사,KOSIS_VALUE,개별기업,hcx,이전값,평균 연봉 1억원 초과 기업 수,-,9,개사,2019,Y,N,,N,,,,,,,
A1159-C003,A1159-C003-m5,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,2025-03-31,12개사,KOSIS_VALUE,개별기업,hcx,이전값,평균 연봉 1억원 초과 기업 수,-,12,개사,2020,Y,N,,N,,,,,,,
A1159-C003,A1159-C003-m6,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,2025-03-31,23개사,KOSIS_VALUE,개별기업,hcx,이전값,평균 연봉 1억원 초과 기업 수,-,23,개사,2021,Y,N,,N,,,,,,,
A1159-C003,A1159-C003-m7,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,2025-03-31,35개사,KOSIS_VALUE,개별기업,hcx,이전값,평균 연봉 1억원 초과 기업 수,-,35,개사,2022,Y,N,,N,,,,,,,
A1159-C003,A1159-C003-m8,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,2025-03-31,48개사,KOSIS_VALUE,개별기업,hcx,이전값,평균 연봉 1억원 초과 기업 수,-,48,개사,2023,Y,N,,N,,,,,,,
A1131-C039,A1131-C039-m1,"SK하이닉스는 미국과 중국이 각각 전체 매출의 63%, 23%(지난해 기준)를 차지한다.",2025-03-29,63%,KOSIS_VALUE,개별기업,hcx,현재값,미국 매출 비중,반도체,63,%,2024,Y,N,,N,,,,,,,
A1131-C039,A1131-C039-m2,"SK하이닉스는 미국과 중국이 각각 전체 매출의 63%, 23%(지난해 기준)를 차지한다.",2025-03-29,23%,KOSIS_VALUE,개별기업,hcx,현재값,중국 매출 비중,반도체,23,%,2024,Y,N,,N,,,,,,,
A0100-C007,A0100-C007-m1,"한국을 여러 차례 방문했던 그는 이번 인터뷰에서 한국 경제의 저성장에 대해 “0.7명에 불과한 낮은 출산율이 원인”이라고 진단하며, 그 해법으로 아이를 낳지 않는 사람들에게 높은 세금을 물리는 이른바 ‘무자녀세(無子女稅)’ 도입 등이 필요하다고 제언했다. –올해 미국 경제는 어떻게 될까.",2025-01-08,0.7명,KOSIS_VALUE,전망·목표,hcx,현재값,출산율,-,0.7,명,2025,Y,N,,Y,,,,,,,
A0076-C001,A0076-C001-m1,우리나라 수출의 20%가량을 맡고 있는 핵심 품목인 반도체의 ‘수출 지형도’가 눈에 띄게 변한 것으로 나타났다.,2025-01-06,20%가량,KOSIS_VALUE,국내공식통계,hcx,현재값,반도체 수출 비율,반도체,20,%,-,-,N,,Y,,,,,,,
A0097-C014,A0097-C014-m1,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",2025-01-08,1.20%,KOSIS_VALUE,기타,hcx,현재값,주택담보대출 중도상환수수료율,주택담보대출,1.2,%,-,-,N,,N,,,,,,,
