claim_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,numbers,units,year,region,score
C15533,2037,"나랏빚까지 무섭게 증가… 새 정부, 2차 추경 20조 공언",2025-06-06,https://www.chosun.com/economy/economy_general/2025/06/06/XJSIHIF5WRA75FGEMIEBA6XHL4,"일본은 지난 1991년 GDP 대비 일반 정부 부채 비율이 62.4%였지만, 불과 8년 만인 1999년에 129.5%가 돼 2배 이상으로 늘었다.",국가 부채 증가 폭을 관리하지 않으면 일본처럼 ‘빚의 늪’에 허덕이게 될 가능성이 크다.,"‘잃어버린 30년’의 경기 부진 위기를 해결하려 돈을 쏟아부었다가, 빚더미에 앉은 것이다.","[1991, 62.4, 8, 1999, 129.5, 2]","['년', '%', '년', '년', '%', '배']","['1991', '1999']",[],8
C02702,353,"연두색 번호판 창피해서 못 탄다?…1억 이상 수입차 판매량, 결국",2025-01-28,https://www.chosun.com/economy/economy_general/2025/01/28/FXUVCK5BXRBB5N6XQBFXYFPDYE,"그러나 작년에 법인 명의로 수입차를 등록한 비율은 35.3%(9만2983건)로, 전년 대비 4.3%포인트 줄어들었다.","2022년에도 39.1%로, 40% 가까운 이들이 법인 명의로 수입차를 등록했다.",대신 개인 소유 수입차 등록 비율이 64.7%(17만305건)로 늘어났다.,"[35.3, 2983, 4.3]","['%', '건', '%']",[],[],8
C15309,2010,돼지고기·계란 고공행진에 축산물 물가 3년래 최고,2025-06-04,https://www.chosun.com/economy/economy_general/2025/06/04/ZXZNKUNMVBB23IAKVMXPXYQYHQ,이두원 통계청 경제동향통계심의관은 “최근 기상호조로 채소류 산지 출하량이 증가했다”며 “유류세 인하율이 축소됐지만 국제 유가가 1년 전에 비해 24.2% 하락하면서 석유류 물가가 내렸다”고 했다.,채소를 중심으로 농산물 물가가 하락한 결과다.,"반면 돼지고기(8.4%)와 국산쇠고기(5.3%), 수입쇠고기(5.4%), 계란(3.8%) 등 축산물 가격은 6.2%나 뛰었다.","[1, 24.2]","['년', '%']",[],[],8
C19815,2614,5년간 먹거리 물가 20% 이상 상승… 과일·빵 상승률 40% 수준,2025-10-08,https://biz.chosun.com/distribution/food/2025/10/08/RXZHN5KKIVDYDBTMMCPVRSVQUE/,"전월세를 포함한 주거비와 각종 공공요금 등이 포함된 '주택, 수도, 전기 및 연료' 물가는 16.7%, '의류 및 신발'은 16.2%로 평균 상승률과 거의 유사했다.","세제, 청소용품 등 살림에 필요한 물품과 세탁·청소 같은 가사 서비스를 포함한 '가정용품 및 가사서비스' 물가는 19.4% 상승했다.","다만 연료비, 차량 유지비, 대중교통 요금 등을 포함한 '교통' 물가는 15.9%로 평균을 하회했다.","[16.7, 16.2]","['%', '%']",[],[],8
C19825,2616,먹거리 물가 고공행진… 빵·과일 상승률 40% 육박,2025-10-09,https://www.chosun.com/economy/industry-company/2025/10/09/GMBIZP7ATNGJ3JGCY4ZXS267BU/,"국가데이터처에 따르면, 지난달 식료품·비주류 음료 물가는 5년 전(2020년 9월) 대비 22.9% 상승했다.",고물가 속 추석 연휴를 맞은 8일 서울 시내 한 대형 마트에서 시민들이 과일을 고르고 있다.,"빵(38.5%)과 과일(35.2%), 우유·치즈·계란(30.7%) 가격의 상승 폭이 컸고 과자·빙과류(27.8%), 라면(25.3%), 생수·청량음료·과채주스(22.7%), 육류(21.1%), 어류·수산(20%) 등도 상승률이 20% 이상이었다.","[5, 2020, 9, 22.9]","['년', '년', '월', '%']",['2020'],[],8
C15301,2010,돼지고기·계란 고공행진에 축산물 물가 3년래 최고,2025-06-04,https://www.chosun.com/economy/economy_general/2025/06/04/ZXZNKUNMVBB23IAKVMXPXYQYHQ,4일 통계청에 따르면 5월 소비자 물가 지수는 116.27(2020년을 100으로 본 상대적 지수)로 전년 동월 대비 1.9% 올랐다.,다만 돼지고기·계란 등 축산물 가격은 6% 넘게 올라 약 3년 만에 가장 높은 상승폭을 기록했다.,작년 12월 1.9%였던 소비자 물가 상승률은 올해 1월(2.2%)부터 지난 4월(2.1%)까지 2~2.2% 사이에서 움직이다가 5달 만에 다시 1%대로 내려왔다.,"[4, 5, 2020, 1.9]","['일', '월', '년', '%']",['2020'],[],8
C19829,2617,"사람도 적은데 자살률도 높다... 인구 감소 지역 89곳 중 67곳, 전국 평균보다 자살률 높아",2025-10-09,https://www.chosun.com/national/welfare-medical/2025/10/09/DAZEL5GOYVBUXF26H72PGAKEMU/,인구 감소 지역 89곳 중 전국 평균보다 자살률이 높은 곳은 67곳(75.3%)에 달했다.,한국 전체 자살률 29.1명보다 25%가량 높은 수치다.,"인구 감소 지역은 인구 감소가 심각해 지역 소멸이 우려되는 지역으로, 5년마다 행정안전부가 지정하고 예산을 지원한다.",[75.3],['%'],[],['전국'],8
C13080,1710,KDI “대외 여건 급격 악화... 경기 둔화 시사 지표 나와”,2025-05-12,https://www.chosun.com/economy/economy_general/2025/05/12/OV4FYY2JTVFNVDVBRW6GAPBFNE,특히 4월 대미 수출은 관세 부과 대상 품목인 자동차와 철강을 중심으로 1년 새 6.7% 줄었고 일평균 수출은 10.6% 감소했다.,미국이 관세 부과를 강화하기 전인 3월엔 일평균 수출이 5.5% 증가했었다.,내수 부진이 지속되는 점도 KDI가 경고 수위를 높인 이유다.,"[4, 1, 6.7, 10.6]","['월', '년', '%', '%']",[],[],8
C19761,2606,"올해 쌀 생산, 작년보다 더 줄어… 쌀 값 상승세 계속되나",2025-10-02,https://biz.chosun.com/policy/policy_sub/2025/10/02/VEEJT4Y6QZC47FKCRUA42LWB4Q/,국가데이터처가 2일 발표한 '2025년 쌀 예상생산량조사 결과'에 따르면 올해 쌀 생산량은 357만4000t으로 전년(358만5000t)보다 1만1000t(0.3%) 감소할 것으로 전망됐다.,"쌀 값이 작년보다 30%가량 오른 가운데, 올해 쌀 수확량이 작년보다 더 줄어들 것이라는 전망이 나왔다.",쌀 생산량이 감소한 것은 벼 재배면적이 줄었기 때문이다.,"[2, 2025, 0.3]","['일', '년', '%']",['2025'],[],8
C19890,2627,"“내가 5000원 할인받아 먹은 치킨, 점주는 할인 전 가격으로 배달앱 수수료를 냈다고?”..공정위, 쿠팡이츠 불공정약관 시정 권고",2025-10-13,https://www.chosun.com/economy/economy_general/2025/10/13/I2WQ3A3YQVA7XIQTM7USZN5JBI/,국가데이터처에 따르면 온라인 음식서비스 거래규모는 2022년 31조6000억원에서 2024년 36조9000억원으로 2년 새 17% 늘었다.,◇배달앱 없인 장사 안 되는 시대 공정위가 배달앱 약관을 전면 점검한 것은 이제 배달앱이 외식업의 생존과 직결된 필수 플랫폼이 됐기 때문이다.,동네 음식점 10곳 중 3곳이 배달앱을 이용하고 있다.,"[2022, 6000, 2024, 9000, 2, 17]","['년', '억원', '년', '억원', '년', '%']","['2022', '2024']",[],8
C13078,1710,KDI “대외 여건 급격 악화... 경기 둔화 시사 지표 나와”,2025-05-12,https://www.chosun.com/economy/economy_general/2025/05/12/OV4FYY2JTVFNVDVBRW6GAPBFNE,"미국의 상호 관세 부과가 본격화된 지난달 수출액은 전년 동월 대비 3.7% 증가했지만, 조업 일수를 고려한 일평균 수출액은 0.7% 감소했다.",트럼프 행정부의 상호 관세 부과에 따른 수출 감소는 지난달 현실화되기 시작했다.,미국이 관세 부과를 강화하기 전인 3월엔 일평균 수출이 5.5% 증가했었다.,"[3.7, 0.7]","['%', '%']",[],[],8
C13063,1709,국가 부채 비율 54.5%… 非기축통화국 평균 처음 넘을 듯,2025-05-12,https://www.chosun.com/economy/economy_general/2025/05/12/J3BY3HQE4VGQROWR7J4ZBDN4RI,"◇부채 비율 순위 7→4위 IMF가 집계한 한국의 국가부채 비율은 2018년 말만 해도 37.9%였다가 2019년 말 39.7%로 40%에 육박했고, 코로나 첫해인 2020년 말 45.9%까지 상승했다.",화폐가 국제적으로 통용되지 않기 때문에 나랏빚이 불어나면 기축통화국보다 위험하기 때문이다.,한국은 2020년 말 기준 비기축통화 선진국 11국 가운데 부채 비율이 싱가포르·아이슬란드·이스라엘·안도라·덴마크·노르웨이에 이어 7위였다.,"[2018, 37.9, 2019, 39.7, 40, 2020, 45.9]","['년', '%', '년', '%', '%', '년', '%']","['2018', '2019', '2020']",[],8
C13090,1713,[모닝] 국내산 삼겹살 값 1년 새 7% 뛰었다,2025-05-12,https://www.chosun.com/economy/economy_general/2025/05/12/UYSKJDKGEZDJREULWV5EIPC4IM,"11일 축산유통정보에 따르면, 지난달 삼겹살 평균 소비자가격은 100g당 2486원으로 전년 대비 6.8% 올랐다.","0 삼겹살 값이 평년보다 8% 높은 수준으로 오르며, 삼겹살 값이 ‘금값’ 될 수 있다는 말이 나온다.",이는 최근 5년 가격 중 최대·최소를 뺀 3년 평균치인 평년 가격보다 7.9% 높은 수준이다.,"[11, 100, 2486, 6.8]","['일', 'g', '원', '%']",[],[],8
C03087,390,"설연휴로 충격 피한 한국 증시, 中 딥시크·美 금리동결 영향은",2025-01-30,https://www.chosun.com/economy/money/2025/01/30/64WELIMERVBG5G52IBEEFR5LFU,"기준금리 동결이 발표된 이후 다우존스30산업평균지수는 전 거래일보다 0.31%, S&P 500지수와 나스닥지수는 각각 0.47%, 0.51% 내렸다.",향후 트럼프 행정부의 정책 전개 이후 지표 변화를 살필 것”이라고 전망했다.,"이경민 대신증권 FICC리서치센터 부장은 “코스피의 경우 미국 증시 급락 시 단기 변동성 확대는 불가피하지만, 2500선을 크게 이탈하지 않는 흐름에서 단기적으로는 2600선, 1분기 중 2700선 돌파 시도에 나설 것으로 전망한다”고 밝혔다.","[0.31, 0.47, 0.51]","['%', '%', '%']",[],[],8
C03029,383,"내수부진, 혼술 문화... 서울 호프집 10곳 중 3곳 1년 내 폐업",2025-01-30,https://www.chosun.com/economy/economy_general/2025/01/30/QGHF2IJIGRHQZOVCDRVOH7YSRE,"통계청에 따르면, 분기별 소매판매지수(2020년=100) 증감률은 지난 2022년 2분기 -0.2%를 기록한 이후 지난해 3분기(-1.9%)까지 10분기 연속 감소세다.",실제 대표적인 내수 지표인 소매판매액지수는 10분기 연속 마이너스 성장률을 기록중이다.,이는 1995년 관련 통계 작성이 시작된 이후 역대 최장기간 감소세다.,"[2020, 2022, 2, 0.2, 3, 1.9, 10]","['년', '년', '분', '%', '분', '%', '분']","['2020', '2022']",[],8
C02891,368,내수 부진에 계엄·탄핵 ‘겹악재’...청년 고용률 43개월 만에 최저,2025-01-29,https://www.chosun.com/economy/economy_general/2025/01/29/K4EFBRTSPNCKPIDHOQOSPUXDTM,"◇20대 이하 고용률 45% 밑으로 26일 통계청에 따르면 지난해 12월 20대 이하(15~29세) 청년 고용률은 44.7%로 1년 전보다 1.3%포인트 감소하며, 지난해 5월(-0.7%포인트)부터 8개월째 감소세를 이어갔다.","정부도 올해 신규 채용 규모를 코로나 이후 역대 최소 수준으로 추산하고 있지만, 이를 타개할 정책은 보이질 않는다는 지적이 나온다.",청년 고용률이 45% 아래로 떨어진 건 코로나가 한창 기승하던 2021년 5월(44.4%) 이후 43개월 만이다.,"[45, 26, 12, 44.7, 1, 1.3, 5, 0.7, 8]","['%', '일', '월', '%', '년', '%', '월', '%', '개']",[],[],8
C13048,1708,‘관세쇼크’에 5월 1~10일 대미 수출 30.4% ‘급감’…전체 수출도 23.8% 감소,2025-05-12,https://www.chosun.com/economy/economy_general/2025/05/12/F7R2UFZ4ZFD3XFXBSUT7UQEX6Q,조업일수를 고려한 일평균 수출액은 25억7000만달러로 1.0% 감소했다.,"12일 관세청에 따르면, 이달 1~10일 수출액은 128억 달러로 지난해 같은 기간 대비 23.8% 감소했다.",이달 들어 10일까지 조업일수는 5일로 지난해 같은 기간(6.5일)보다 1.5일 적다.,[1.0],['%'],[],[],8
C13079,1710,KDI “대외 여건 급격 악화... 경기 둔화 시사 지표 나와”,2025-05-12,https://www.chosun.com/economy/economy_general/2025/05/12/OV4FYY2JTVFNVDVBRW6GAPBFNE,미국이 관세 부과를 강화하기 전인 3월엔 일평균 수출이 5.5% 증가했었다.,"미국의 상호 관세 부과가 본격화된 지난달 수출액은 전년 동월 대비 3.7% 증가했지만, 조업 일수를 고려한 일평균 수출액은 0.7% 감소했다.",특히 4월 대미 수출은 관세 부과 대상 품목인 자동차와 철강을 중심으로 1년 새 6.7% 줄었고 일평균 수출은 10.6% 감소했다.,"[3, 5.5]","['월', '%']",[],[],8
C07183,907,내수 부진에… 자영업자 석달간 27만명 줄어,2025-03-11,https://www.chosun.com/economy/economy_general/2025/03/11/L2IHXUIB2JCKTHKYRWY6F3LLDQ,"실제 지난 2월 수출은 전년 동월 대비 1.0% 증가했지만, 일평균 기준으로는 전월보다 5.9% 감소하며 수출 증가세가 둔화되고 있다.",건설업 부진과 수출 여건 악화가 지속되고 있다는 진단이다.,,"[2, 1.0, 5.9]","['월', '%', '%']",[],[],8
C07251,915,"죽어야 받는 종신보험, 살아서 연금으로 받는다",2025-03-12,https://www.chosun.com/economy/economy_general/2025/03/12/32Q7YGKIPBCYDEMNFI43L3Z3LU,"그런데 연금으로 받는 비율을 90%로 높이면, 연금액은 매월 23만원으로 증가한다.",대신 자녀 등이 받아갈 사망보험금은 4000만원으로 줄어든다.,반대로 사망보험금은 1000만원으로 줄어든다.,"[90, 23]","['%', '만원']",[],[],8
C08691,1124,"양양, 관광객이 주민의 28배… 인구감소지역 살리는 외부인",2025-03-28,https://www.chosun.com/economy/economy_general/2025/03/28/ECG25DYMGVGYDFA2RBNNGCAAVY,작년 8월 전체 카드 사용액 대비 체류 인구의 카드 사용액 비율은 전국 인구 감소 지역에서 평균 49.7%로 절반에 육박했다.,체류 인구가 기존 인구보다 지역 경제에 더 크게 기여하거나 비슷한 수준의 기여를 하는 양상이었다.,강원도(66.7%)뿐만 아니라 수도권 인구 감소 지역에서도 체류 인구의 소비 비율이 56.4%로 절반을 넘어섰다.,"[8, 49.7]","['월', '%']",[],['전국'],8
C08692,1124,"양양, 관광객이 주민의 28배… 인구감소지역 살리는 외부인",2025-03-28,https://www.chosun.com/economy/economy_general/2025/03/28/ECG25DYMGVGYDFA2RBNNGCAAVY,강원도(66.7%)뿐만 아니라 수도권 인구 감소 지역에서도 체류 인구의 소비 비율이 56.4%로 절반을 넘어섰다.,작년 8월 전체 카드 사용액 대비 체류 인구의 카드 사용액 비율은 전국 인구 감소 지역에서 평균 49.7%로 절반에 육박했다.,◇관광객 1인당 소비액은 정체 다만 작년 8월 전국 인구 감소 지역의 관광객 등 체류 인구 1인당 카드 사용액은 11만1000원으로 두 달 전인 6월(11만5000원)보다 되레 소폭 줄었다.,"[66.7, 56.4]","['%', '%']",[],['강원'],8
C08695,1124,"양양, 관광객이 주민의 28배… 인구감소지역 살리는 외부인",2025-03-28,https://www.chosun.com/economy/economy_general/2025/03/28/ECG25DYMGVGYDFA2RBNNGCAAVY,"예컨대 작년 8월 강원도 인구 감소 지역의 체류 인구 가운데 29%는 관광 목적으로 방문한 4일 이하 ‘단기 숙박객’이었지만, 수도권은 이 비율이 6.5%에 그쳤다.",전문가들은 지역 경제에 관광객 등 체류 인구의 소비를 더 늘리기 위해서는 지역별로 방문객 맞춤형 전략을 짜야 한다고 조언한다.,"반대로 체류 인구 가운데 대도시에 집을 두고 인구 감소 지역으로 통근·통학하는 이들의 비율은 강원도의 경우 7.4%에 불과했지만, 수도권은 36%나 됐다.","[8, 29, 4, 6.5]","['월', '%', '일', '%']",[],['강원'],8
C08696,1124,"양양, 관광객이 주민의 28배… 인구감소지역 살리는 외부인",2025-03-28,https://www.chosun.com/economy/economy_general/2025/03/28/ECG25DYMGVGYDFA2RBNNGCAAVY,"반대로 체류 인구 가운데 대도시에 집을 두고 인구 감소 지역으로 통근·통학하는 이들의 비율은 강원도의 경우 7.4%에 불과했지만, 수도권은 36%나 됐다.","예컨대 작년 8월 강원도 인구 감소 지역의 체류 인구 가운데 29%는 관광 목적으로 방문한 4일 이하 ‘단기 숙박객’이었지만, 수도권은 이 비율이 6.5%에 그쳤다.","차미숙 국토연구원 선임연구위원은 “생활 인구의 숫자 자체를 늘리는 것을 넘어서, 질적으로 지역별 생활 인구의 특성을 분석해야 한다”며 “우리 지역을 방문하는 사람이 60대 ‘4도3촌(4일은 도시에서 3일은 농촌에서 생활)’하는 주말 농부인지 20대의 장거리 통근 직장인인지 따져 보고, 그에 맞춘 지역 브랜드를 키워야 한다”고 했다.","[7.4, 36]","['%', '%']",[],['강원'],8
C08682,1124,"양양, 관광객이 주민의 28배… 인구감소지역 살리는 외부인",2025-03-28,https://www.chosun.com/economy/economy_general/2025/03/28/ECG25DYMGVGYDFA2RBNNGCAAVY,"이들이 지갑을 열면서, 작년 8월 네 지역을 포함한 강원도 내 인구 감소 지역의 전체 카드 사용액 중 관광객 등 방문자들의 카드 사용액이 차지하는 비율이 66.7%에 달했다.","0 작년 8월 여름 휴가철에 강원도 양양군, 고성군 등 해변 도시, 그리고 평창군, 정선군 같은 캠핑 도시로 관광객들이 몰려들었다.",지역 소비의 3분의 2를 지역 주민이 아닌 외부인이 책임졌다는 뜻이다.,"[8, 66.7]","['월', '%']",[],['강원'],8
C07145,904,1~10일 수출 2.9% 증가...무역수지 적자도 7억달러 늘어,2025-03-11,https://www.chosun.com/economy/economy_general/2025/03/11/6ADKWRZJQBHAHDLDFSDDZTWLTM,이를 고려한 일평균 수출액은 12.3% 증가한 것으로 나타났다.,"이 기간 실제 일한 날인 조업일수는 5.5일로, 전년 동기 대비 0.5일 적었다.","선박(55.2%)과 승용차(6.2%), 무선통신기기(16.5%) 등 수출이 늘었지만, 자동차부품(-7.6%)과 철강(-7.8%) 등 수출은 감소세를 보였다.",[12.3],['%'],[],[],8
C07359,925,"정의선 현대차그룹 회장, 지난해 연봉 소폭 감소...5.6% 줄어든 115억",2025-03-13,https://www.chosun.com/economy/auto/2025/03/13/7NEMUXSRHRGO3ASCTOKM6MITFA,"지난해 제품 평균 가격은 국내 승용차는 2.4% 오른 5397만8000원, 레저용 차량(RV)은 3.4% 오른 5343만4000원으로 상승했다.","연초 사업계획 대비 가동률로 국내공장은 102.9%, 미국공장은 97.7%, 인도공장은 95.9%, 튀르키예공장은 122.5%, 체코공장은 100.3%, 브라질공장은 99.8%, 베트남공장은 48.9%, 인도네시아공장은 57.2%를 나타냈다.","해외는 승용차는 9.7% 오른 6900만5000원, RV는 9.5% 오른 7387만6000원으로 집계됐다.","[2.4, 8000, 3.4, 4000]","['%', '원', '%', '원']",[],[],8
C18096,2375,가공식품 물가 4.6%↑ 새 정부 출범에도 고공행진,2025-07-02,https://www.chosun.com/economy/economy_general/2025/07/02/XGWZFYDANBHY5F4B2ZSPFDBPCQ,"통계청이 물가를 집계하는 73개 품목 가운데 빵(6.4%)과 라면(6.9%), 생수(3.7%) 등 62개 품목의 가격이 올랐다.","품목 별로 보면 오징어채가 48.7% 올라 상승폭이 가장 컸고 이어 양념소스(21.3%), 차(20.7%), 초콜릿(20.4%), 유산균(14.5%), 고추장(14.2%), 김치(14.2%), 커피(12.4%), 잼(12.2%), 맛김(12%) 등의 순이었다.",가격이 오른 가공식품 품목이 1년 전(46개) 대비 35% 늘었다.,"[73, 6.4, 6.9, 3.7, 62]","['개', '%', '%', '%', '개']",[],[],8
C07141,904,1~10일 수출 2.9% 증가...무역수지 적자도 7억달러 늘어,2025-03-11,https://www.chosun.com/economy/economy_general/2025/03/11/6ADKWRZJQBHAHDLDFSDDZTWLTM,"조업일수를 고려한 일평균 수출액도 12.3% 늘었지만, 수입이 더 큰 폭으로 늘어나며 무역수지 적자는 7억달러가량 확대된 것으로 파악됐다.",1 이달 1~10일 수출액이 전년 동기 대비 2.9% 증가한 것으로 나타났다.,"11일 관세청에 따르면, 지난 1~10일 수출액은 138억7200만달러로 전년 동기 대비 2.9% 늘었다.",[12.3],['%'],[],[],8
C17362,2282,혼인·출생 10개월 연속 동반 상승...33년 반 만에 처음,2025-06-25,https://www.chosun.com/economy/economy_general/2025/06/25/J4AIHVS7QBB7VHAJLWWLM3WXCI,"25일 통계청이 발표한 ‘4월 인구 동향’에 따르면, 지난 4월 출생아 수는 2만717명으로 전년 같은 달 대비 8.7%가 증가했다.","1990년대 초반생들이 결혼 및 출산 적령기에 접어들었고, 결혼과 출산에 대한 인식도 긍정적으로 바뀌고 있는 것이 동반 상승세에 영향을 줬다는 분석이다.","월별 출생아 수는 지난해 7월부터 10개월째 증가세를 보이고 있는데, 10개월 연속 증가세는 2006년 2월~2008년 2월(25개월) 이후 최장 기간이다.","[25, 4, 4, 717, 8.7]","['일', '월', '월', '명', '%']",[],[],8
C18089,2375,가공식품 물가 4.6%↑ 새 정부 출범에도 고공행진,2025-07-02,https://www.chosun.com/economy/economy_general/2025/07/02/XGWZFYDANBHY5F4B2ZSPFDBPCQ,"2일 통계청이 발표한 ‘6월 소비자 물가 동향’에 따르면, 지난달 소비자물가 지수는 116.31(2020년=100)로 작년 동월 대비 2.2% 올랐다.",정권 교체기 정국 혼란으로 가공식품이 고공행진한데다 중동 정세 불안으로 석유류 가격이 다시 반등한 결과다.,지난달 소비자 물가 상승폭은 1월(2.2%) 이후 가장 높다.,"[2, 6, 2020, 2.2]","['일', '월', '년', '%']",['2020'],[],8
C07048,889,"1월 제조업 생산, 18개월 만에 최대폭 감소",2025-03-10,https://www.chosun.com/economy/economy_general/2025/03/10/65PWQSE4ORDSLO4NS6PESQ6SXQ,9일 통계청은 1월 제조업 생산이 전년 동월 대비 4.2% 줄었다고 밝혔다.,"제조업 판매량을 뜻하는 출하도 내수용과 수출용에서 동반 감소하면서, 우리나라 성장 엔진인 제조업이 위축되고 있다는 우려가 커지고 있다.",2023년 7월(-6.6%) 이후 18개월 만의 가장 큰 감소 폭이다.,"[9, 1, 4.2]","['일', '월', '%']",[],[],8
C17449,2292,저출생의 역설… 분유값·산후조리비 줄줄이 치솟아,2025-06-26,https://www.chosun.com/economy/economy_general/2025/06/26/B2U43WGAN5CQRG7H44VMNIAQFM,"실제 최근 하나금융연구소가 발표한 ‘소비 환경 변화에 따른 소호 업종 점검’ 보고서에 따르면, 2022~2024년 산후조리원 점포 수는 연평균 4.0% 줄어든 반면, 카드 결제 1건당 결제 금액은 연평균 23.6% 증가한 것으로 나타났다.","산후조리원들은 수요가 줄어든 데 따른 경영난을 극복하려면 가격 인상이 불가피했다고 하지만, 실제로는 시장이 쪼그라든 것 이상으로 가격이 뛰었다.","아동복도 마찬가지로, 같은 기간 아동복 판매 점포 수는 4.1% 감소했는데 카드 결제 1건당 결제 금액은 5.4% 증가했다.","[2024, 4.0, 1, 23.6]","['년', '%', '건', '%']",['2024'],[],8
C04995,634,작년 가계빚 41조 늘어난 1927조원...역대 최고치,2025-02-18,https://www.chosun.com/economy/economy_general/2025/02/18/R2YC75IKMRBWVONVGQIRQ7TKYI,한편 한은은 작년 1~3분기 명목 국내총생산(GDP)이 6% 이상 성장하는 등 명목 GDP 성장률보다 가계빚 증가율이 낮아 작년 GDP 대비 가계신용 비율은 3년 연속 하락할 것으로 봤다.,"김민수 한은 금융통계팀장은 “주택 거래가 7월을 정점으로 줄고, 9월 스트레스 총부채원리금상환비율(DSR) 2단계 시행, 은행권 가계 대출 관리 등으로 증가세가 안정됐다”고 했다.",,"[3, 6, 3]","['분', '%', '년']",[],[],8
C06473,814,[모닝] 못 말리는 돼지고기 사랑… 작년 1인당 30㎏ 먹었다,2025-03-04,https://www.chosun.com/economy/economy_general/2025/03/04/CL2YYZMINFDPPCJUIROOZNZLLI,"전년(29.6㎏) 대비 1.4%, 평년(28.1㎏·2019~2023년 중 최대·최소 제외한 평균) 대비 6.8% 늘었다.",3일 한국농촌경제연구원은 ‘농업 전망 2025’ 보고서에서 작년 국민 1인당 돼지고기 소비량 추정치는 30㎏이라고 밝혔다.,"구이류 1인분을 200g이라고 보면, 1년간 150인분을 먹었다는 얘기다.","[1.4, 2023, 6.8]","['%', '년', '%']",['2023'],[],8
C06498,816,1월 생산 2.7%↓ 소비 0.6%↓ 투자 14.2%↓ ‘트리플 감소’,2025-03-04,https://www.chosun.com/economy/economy_general/2025/03/04/FU65MUD47VCAFLZSKULBHJ3HDY,통계청이 4일 발표한 ‘1월 산업활동 동향’에 따르면 지난 1월 전(全)산업 생산지수는 111.2(2020년=100)로 전달보다 2.7% 줄었다.,엿새의 황금 설 연휴로 조업(操業) 일수가 줄면서 생산은 코로나 유행 초기 이후 거의 5년 만에 가장 큰 폭으로 줄었다.,2020년 2월 이후 4년 11개월 만에 가장 큰 감소폭이다.,"[4, 1, 1, 2020, 2.7]","['일', '월', '월', '년', '%']",['2020'],[],8
C09655,1248,‘손해율 악화·보험료 인하’에… 지난해 자동차보험 4년만에 적자 전환,2025-04-06,https://www.chosun.com/economy/money/2025/04/06/GHN72KKRIIV76NNEUBN74VJ32A,사업비율은 16.3%로 전년 16.4% 대비 0.1%포인트 감소해 소폭 개선됐다.,"자동차보험 사업비율은 소폭 개선됐으나, 손해율이 악화한 영향이다.",반면 손해율은 83.8%로 전년 80.7% 대비 3.1%포인트 상승했다.,"[16.3, 16.4, 0.1]","['%', '%', '%']",[],[],8
C06874,868,"글로벌 투자, 中으로 유턴… 트럼프가 때릴수록 강해졌다",2025-03-08,https://www.chosun.com/economy/money/2025/03/08/ABI2WTTZHFF3TB55ZB2TPWJ2PQ,최근 9년간 연평균 주가 상승률이 14%가 넘었던 인도는 경쟁자 중국의 부상으로 극심한 자금 이탈을 겪고 있다.,올해 인도 증시 시가총액은 총 1조401억 달러(약 1504조원) 줄어들었다.,그간의 고속 성장세가 더는 계속되기 어려울 것이란 회의론이 고개를 드는 와중에 중국 딥시크 충격이 가해지면서 자금 이탈을 부추겼다는 평가다.,"[9, 14]","['년', '%']",[],[],8
C06876,868,"글로벌 투자, 中으로 유턴… 트럼프가 때릴수록 강해졌다",2025-03-08,https://www.chosun.com/economy/money/2025/03/08/ABI2WTTZHFF3TB55ZB2TPWJ2PQ,"중국은 최근 연례 최대 정치 행사인 양회(兩會)에서 올해 경제성장률 목표를 5% 안팎으로, 올해 재정 적자 비율도 역대 최고인 국내총생산(GDP)의 4%로 정했다.",이들 중 일부는 항저우시 혁신 펀드를 통해 자금을 조달해 연구·개발을 이어왔다.,정부가 공격적으로 돈을 풀어 경기 부양에 나서겠다는 의지다.,"[5, 4]","['%', '%']",[],[],8
C09015,1164,생산·소비·투자 2달 만에 ‘트리플 증가’...설 연휴로 연초 경기 등락 커,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/7OFBJ6XSYZAL3MWER6FBINVWN4,"31일 통계청이 발표한 ‘2월 산업활동동향’에 따르면, 지난달 전(全)산업 생산지수는 111.7로 전월 대비 0.6% 증가했다.","1월 설 연휴로 생산 등이 줄어들었다가, 지난달은 특별한 휴일이 없어 다시 전월 대비 경기 수치가 개선되는 등 부침을 보이는 것으로 풀이된다.",1월에는 3% 감소했었다.,"[31, 2, 0.6]","['일', '월', '%']",[],[],8
C06582,828,"생산도, 소비도, 투자도… 1월 경제지표 모두 내렸다",2025-03-05,https://www.chosun.com/economy/economy_general/2025/03/05/LZV322K34BAJLPJWLMSSO3DZYQ,하루 평균 출발 승객은 13만4000명으로 지난해 설 연휴(11만7000명)보다 14.5% 증가했다.,"인천국제공항공사, 한국공항공사 등은 1월 24일~2월 2일 열흘간 국내 6곳 국제공항에서 총 134만295명이 해외로 떠난 것으로 집계했다.",최철 숙명여대 소비자경제학과 교수는 “이미 고물가 상황 속 소비 심리가 상당히 위축된 상태에서 휴일을 하루 추가한 것이 내수 경기 회복에는 큰 도움이 되지 않은 것으로 보인다”며 “오히려 해외여행을 부추긴 측면이 있는 만큼 내수에 부정적 영향을 끼쳤을 수 있다”고 했다.,"[4000, 7000, 14.5]","['명', '명', '%']",[],[],8
