claim_id,claim_text,metric,time,population,unit,candidate_kosis_table,api_params,calculation,verifiable
C17243,전체 판매에서 PHEV 비율도 작년 2.9%에서 올해 5.7%로 늘었다.,,,,,"작년 기준 농업경영체의 생산 품목별 판매액(tblId=DT_111014_C103); 작년 임금 근로활동 여부(tblId=DT_KWMP_2020136); 작년 월 평균 임금(세전, 인센티브 제외)(tblId=DT_KWMP_2020006); 작년 연간 평균 인센티브(세전)(tblId=DT_KWMP_2020007); 작년 매출액(tblId=DT_111014_A071); 작년 대비 지역 내 불법체류 외국인 고용 규모 변화(tblId=DT_111014_B099); 작년 매출액(tblId=DT_111014_B102); 작년 인력 고용이 가장 많은 품목(1+2순위)(tblId=DT_111014_C036); 작년 인력 고용이 가장 많은 품목(1순위)(tblId=DT_111014_C037); 작년 연중 고용 근로자 고용 여부(tblId=DT_111014_C038)","orgId=111, tblId=DT_111014_C103 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=111&tblId=DT_111014_C103&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C08954,위클리옵션 프리미엄은 작년 8월 월평균 0.8%대에서 올해 들어 0.4%대로 줄었다.,,,,,유튜브 프리미엄 이용 여부(tblId=DT_467001_B018); 친구와의 관계 : 내가 말하는 것에 대해 관심을 갖고 들어줌(tblId=DT_164003_B066); 휴직사유에 들어갈 수 있는 대상 가족(복수응답)-도입기업(2012)(tblId=DT_MOGE_1500000202); 휴직사유에 들어갈 수 있는 대상 가족(복수응답)-도입기업(2011)(tblId=DT_MOGE_1500000153); 휴직사유에 들어갈 수 있는 대상 가족(2010)(tblId=DT_MOGE_1500000077); 생성형 AI의 역기능_생성형 AI가 거짓 정보를 만들어낼 수 있다(tblId=DT_164004_2024239); 생성형 AI의 역기능_생성형 AI가 진짜와 가짜를 구별하기 어려운 내용을 만들어낸다(tblId=DT_164004_2024241); 생성형 AI의 역기능_생성형 AI가 특정 집단에 대해 차별적인 내용을 만들어낼 수 있다(tblId=DT_164004_2024245); 작년 대비 지역 내 불법체류 외국인 고용 규모 변화(tblId=DT_111014_B099); 작년 한 해와 비교한 범죄 발생 인식에 대한 응답(tblId=DT_40301N_A016),"orgId=467, tblId=DT_467001_B018 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=467&tblId=DT_467001_B018&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C06568,통계청은 4일 ‘1월 산업활동 동향’에서 1월 전(全)산업 생산이 전달보다 2.7% 줄었다고 밝혔다.,,,,,"통계청 사망원인통계 기준 성별 연령별 결핵 사망자 수(tblId=DT_117N_A00113); 노동생산성지수(산업생산기준)(tblId=DT_344N_1D8A_AA); 생산관련직의 사업체규모별, 산업(중)분류별,기능정도별, 현원(tblId=DT_DEMN003); 생산관련직의산업(중)분류별, 기능정도별,현원,부족인원 및 부족률(tblId=DT_DEMO004); 규모별, 산업별, 기능정도별 생산관련직원의 현원, 부족인원, 잉여인원 (1987~1993)(tblId=DT_LAB0105); 지역별, 산업별, 기능정도별 생산관련직원의 현원, 부족인원, 잉여인원 (1987~1991)(tblId=DT_LAB0106); 규모별, 직종별, 기능정도별 생산관련직원의 현원, 부족인원, 잉여인원 (1987~1993)(tblId=DT_LAB0107); 지역별, 직종별, 기능정도별 생산관련직원의 현원, 부족인원, 잉여인원 (1987~1991)(tblId=DT_LAB0108); 규모별, 산업별, 자격증별 생산관련직 근로자수 (1987~1989)(tblId=DT_LAB0113); 지역별, 산업별, 자격증별 생산관련직 근로자수 (1988~1989)(tblId=DT_LAB0114)","orgId=177, tblId=DT_117N_A00113 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=177&tblId=DT_117N_A00113&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C17456,25일 통계청은 ‘4월 인구 동향’에서 4월 출생아 수가 2만717명으로 전년 같은 달보다 8.7% 증가했다고 밝혔다.,,,,,통계청 사망원인통계 기준 성별 연령별 결핵 사망자 수(tblId=DT_117N_A00113); 출생아 부모 중 출생아 100명당 육아휴직자(tblId=DT_CC2024B001); 출생아 부모 중 출생아 100명당 육아휴직 대상자(tblId=DT_CC2024C001); 출생아 100명당 출생아 부모 중 육아휴직자(tblId=DT_CC2020B001); 출생아 100명당 출생아 부모 중 육아휴직 대상자(tblId=DT_CC2020C001); 성폭력 발생 위험이 증가했다고 생각한 이유(tblId=DT_154012_014); 성별 출생아 수 및 사망자 수(tblId=DT_110001_A002); 성별 출생아수 및 사망률(tblId=DT_11001N_2013_A002); 시도/연령/출생아수별 부인수(tblId=DT_1CH9001); 시도/교육정도/연령/출생아수별 부인수(tblId=DT_1CH9003),"orgId=177, tblId=DT_117N_A00113 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=177&tblId=DT_117N_A00113&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C17835,통계청이 30일 발표한 ‘5월 산업활동동향’에 따르면 지난달 전(全) 산업 생산지수는 112.5(2020년을 100으로 본 상대적 지수)로 전달 대비 1.1% 감소했다.,,,,,"전산업생산지수(원지수)(tblId=DT_1JH20201); 전산업생산지수(계절조정지수)(tblId=DT_1JH20202); 산업별 서비스업생산지수(2020=100.0)(tblId=DT_1KC2020); 시도/산업별 광공업생산지수(2020=100)(tblId=DT_1F02001); 인공지능에 대한 인식_인공지능과 로봇은 개인적 이해관계가 없으므로, 그들의 의사결정은 상대적으로 편향되지 않을 가능성이 높다(tblId=DT_164004_2024274); 특수분류별 서비스업생산지수(2020=100.0)(tblId=DT_1KC2021); 기업규모별 서비스업생산지수(2020=100.0)(tblId=DT_1KC2022); 시도별 서비스업생산지수(2020=100.0)(tblId=DT_1KC2023); 시도 재별 제조업생산지수(2020=100)(tblId=DT_1F02003); 시도 공업구조별  제조업생산지수(2020=100)(tblId=DT_1F02004)","orgId=101, tblId=DT_1JH20201 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1JH20201&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C07630,1 작년 상용 근로자의 연간 평균 임금 총액은 4917만원으로 전년 대비 136만원(2.9%) 늘어난 것으로 나타났다.,,,,,"직종,연령계층별,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_118N_PAYM39); 직종,연령계층별,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_118N_PAYM29); 직종,연령계층별,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_PAYM009); 직종,연령계층별,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_PAYN009); 산업,연령계층,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_118N_PAYN30); 산업,연령계층,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_118N_PAYN20); 산업,연령계층,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_PAYN110); 산업,연령계층,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_PAYN010); 규모,연령계층,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_PAY0012); 학력,연령계층,임금계층(총액),성별 근로자수 및 근로시간(tblId=DT_PAY0011)","orgId=118, tblId=DT_118N_PAYM39 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=118&tblId=DT_118N_PAYM39&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C17586,"대미 금융 투자 증가 폭도, 대미 금융 자산 잔액도, 전체 대외 금융 자산에서 미국 지역의 비율(45.9%)도 통계를 집계한 2002년 이래 최대 규모다.",,,,,"대외자산·부채 잔액표(tblId=DT_1CO2025); 금융자산부채잔액표(2008~)(tblId=DT_281Y002); 금융자산부채잔액표(2002~)(tblId=DT_281Y007); 금융자산부채잔액표(1975~2005)(tblId=DT_281Y005); 시도/산업분류별 유형자산 증가액, 감소액 및 연말잔액(10명 이상)(tblId=DT_1FS1106); 시도/산업분류별 유형자산 증가액, 감소액 및 연말잔액(10인 이상)(tblId=DT_1FS1006_S); 시도/산업분류별 유형자산 증가액, 감소액 및 연말잔액(10명 이상)(tblId=DT_1FS1106_R); 시도/산업분류별 유형자산 증가액, 감소액 및 연말잔액(10인 이상)(tblId=DT_1FS1006); 시도/산업분류별 유형자산 증가액, 감소액 및 연말잔액(10명 이상)(tblId=DT_1F1612); 시도/산업분류별 유형자산 증가액, 감소액 및 연말잔액(5명이상)(tblId=DT_1F1512)","orgId=101, tblId=DT_1CO2025 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1CO2025&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C17560,26일 통계청은 ’2025년 1분기 실질 지역내총생산‘ 보고서에서 올해 1분기 전국 지역내총생산 증가율이 0.1%로 집계됐다고 밝혔다.,,,,,"경제활동별 GDP 및 GNI(계절조정, 실질, 분기)(tblId=DT_200Y104); 경제활동별 GDP 및 GNI(원계열, 실질, 분기 및 연간)(tblId=DT_200Y106); 국내총생산에 대한 지출(계절조정, 실질, 분기)(tblId=DT_200Y108); 국내총생산에 대한 지출(원계열, 실질, 분기 및 연간)(tblId=DT_200Y110); 경제활동별 성장기여도(계절조정, 실질, 분기)(tblId=DT_200Y123); 경제활동별 성장기여도(원계열, 실질, 분기 및 연간)(tblId=DT_200Y124); 지출항목별 성장기여도(계절조정, 실질, 분기)(tblId=DT_200Y125); 지출항목별 성장기여도(원계열, 실질, 분기 및 연간)(tblId=DT_200Y126); 자본재형태별 총자본형성(계절조정, 실질, 분기)(tblId=DT_200Y128); 자본재형태별 총자본형성(원계열, 실질, 분기 및 연간)(tblId=DT_200Y130)","orgId=301, tblId=DT_200Y104 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=301&tblId=DT_200Y104&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C17818,"29일 KB금융지주 경영연구소의 ’2025 한국반려동물 보고서’에 따르면, 반려동물을 기르는 가구가 고정적으로 지출하는 양육비는 월평균 19만4000원가량으로 2023년 조사 당시(15만4000원)에 비해 4만원(26%) 늘었다.",,,,,가구소득이 100만원 미만이면서 국기초수혜를 받지 못하는 결혼이민자의 특성(tblId=DT_MOGE_1001300491); 연령별 월평균 보육료(tblId=DT_33107_N252); 연령별/반려동물 보유유형별 고령자(60세) 거주 가구-시도(tblId=DT_1PG2012); 가구구분/가구주연령대별/반려동물보유유형별가구-시도(tblId=DT_1PH2012); 가구원수별/반려동물 보유 유형별가구-시도(tblId=DT_1PH2013); 거처의종류별/반려동물보유유형별가구-시도(tblId=DT_1PH2011); 보육시설 유형별 보육시설 수(tblId=DT_33107_N003); 보육 및 교육기관 이용자 수 (2008)(tblId=DT_33107_N004); 국고지원 보육사업 중앙 및 지방 정부 예산: 2005~5009(tblId=DT_33107_N005); 가구의 가구형태 특성(tblId=DT_33107_N008),"orgId=154, tblId=DT_MOGE_1001300491 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=154&tblId=DT_MOGE_1001300491&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C07807,중국 자동차 시장에서 전기차 판매 비율은 2021년 13% 안팎에서 작년 40% 안팎까지 늘었다.,,,,,"작년 기준 농업경영체의 생산 품목별 판매액(tblId=DT_111014_C103); 코로나19 이후 업무나 경력을 위한 네트워크 활동의 변화_회사의 공식 행사나 업무를 위한 회사 안팎의 공식 모임에 참석(tblId=DT_KWMP_2020132); [자동차판매,소매,음식주점]산업세세분류별 배달(택배) 판매여부 현황(tblId=DT_2KI2048); [디자인교육기관-교수]해외시장에서의 디자인 경쟁력-자동차(2007)(tblId=TX_115_2009_H7064); [디자인교육기관-학생]해외시장에서의 우리나라 디자인 경쟁력-자동차(2007)(tblId=TX_115_2009_H7153); 광역자치단체 공연시장 티켓 판매 평균 및 전체 수(tblId=DT_113_STBL_1032385); 기초자치단체 공연시장 티켓 판매 평균 및 전체 수(tblId=DT_113_STBL_1032386); 주력제품의 경쟁력수준 (국내시장)(tblId=DT_C10204); 주력제품의 경쟁력수준 (해외시장)(tblId=DT_C10205); 데이터 판매 및 제공 서비스업의 서비스 형태별 시장규모(tblId=DT_127004N_012)","orgId=111, tblId=DT_111014_C103 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=111&tblId=DT_111014_C103&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C07744,"가계 부채 비율 하락 폭은 1.9%포인트로, 38국 중 넷째로 컸다.",,,,,"가계경제 변화 - 부채를 모두 갚았다(tblId=DT_KWMP_2020111); 가구 자산 및 부채(tblId=DT_439001N_067); 주택종류별 자산, 부채, 소득 현황(tblId=DT_1HDAAA02); 입주형태별 자산, 부채, 소득 현황(tblId=DT_1HDAAA03); 가구원수별 자산, 부채, 소득 현황(tblId=DT_1HDAAA04); 가구주 성별 자산, 부채, 소득 현황(tblId=DT_1HDAAA05); 가구주연령계층별(10세) 자산, 부채, 소득 현황(tblId=DT_1HDAAA06); 가구주 혼인상태별 자산, 부채, 소득 현황(tblId=DT_1HDAAA07); 가구주 교육정도별 자산, 부채, 소득 현황(tblId=DT_1HDAAA08); 가구주 종사상지위별 자산, 부채, 소득 현황(tblId=DT_1HDAAA09)","orgId=338, tblId=DT_KWMP_2020111 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=338&tblId=DT_KWMP_2020111&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C07746,"한편 한국은행은 이 비율이 80%를 넘는 경우, 소비 위축 등으로 성장률이 하락하고 경기 침체 발생 확률은 더 높아지는 것으로 보고 있다.",,,,,"[디자인활용업체]향후 5년 이내에 디자인 업무 발생 확률(2007~2009)(tblId=TX_115_2009_H8206); 파업 발생확률과 파업 참여율 및 파업 지속기간(tblId=DT_336003N_CH9_F007); 차이 있는 경우, 보고 방식(tblId=DT_154017_20CC182); 한약 제조업체(한약도매상을 겸업하는 경우) 개설기간에 따른 판매처별 판매비율(tblId=DT_11787N_013); 한약 제조업체(한약도매상을 겸업하는 경우) 매출규모에 따른 판매처별 판매비율(tblId=DT_11787N_014); 한약 제조업체(한약도매상을 겸업하지 않는 경우) 개설기간에 따른 판매처별 판매비율(tblId=DT_11787N_011); 한약 제조업체(한약도매상을 겸업하지 않는 경우) 매출규모에 따른 판매처별 판매비율(tblId=DT_11787N_012); 가출에대한 생각_가출했을 경우 도움 받을 곳이나 사람이 있다(2008)(tblId=DT_MOGE_1540000351); 가출에대한 생각_가출했을 경우 도움 받을 곳이나 사람이 있다(2008)(tblId=DT_MOGE_1540000353); 가출에대한 생각_불가피한 경우에 가출할 수도 있다(2008)(tblId=DT_MOGE_1540000355)","orgId=115, tblId=TX_115_2009_H8206 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=115&tblId=TX_115_2009_H8206&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C07992,"파이터치연구원은 18일 발표한 ‘실업급여가 비정규직에 미치는 영향’ 보고서에서 2005년부터 2022년까지 한국과 유럽 20개국의 자료를 분석한 결과, 실업급여 수준이 1%포인트 오를 때 비정규직 비율은 0.12%포인트 증가하는 것으로 나타났다고 밝혔다.",,,,,"유럽연합(EU)과 한국의 주당 체육활동 참여율 비교(tblId=DT_113_STBL_1022086); 리더십 특성(격년) - 영향을 미치는 결정을 하기 전에 직원에게 의견을 물어본다(tblId=DT_KWMP_2020186); 이주민이 한국의 발전에 미치는 영향(tblId=DT_154019_25AA061019); 이주민이 한국의 발전에 미치는 영향(tblId=DT_154019_25BB071019); 이주민이 한국의 발전에 미치는 영향(tblId=DT_154020_22AA130000); 지난 3년 동안 이주민에 대한 한국사회 인식 변화에 영향을 미치는 요인(tblId=DT_154020_22AA160100); 이주민이 한국의 발전에 미치는 영향(tblId=DT_154020_22BB110000); 진로에 영향을 미치는 사람 (1차~4차/2004~2007)(tblId=DT_KEEP405); 임금근로자의 비정규직 일자리 근로 사유 및 장애의 영향 정도(tblId=DT_383003_P052); 전통문화가 생활에 미치는 영향 (생활의례, 15세 이상 인구)(tblId=DT_1SSCL121R)","orgId=113, tblId=DT_113_STBL_1022086 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=113&tblId=DT_113_STBL_1022086&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C07535,"지난 2023년 평균 대비 작년 12월 케첩 원재료 가격은 14.76% 떨어졌지만, 케첩 소비자가격은 되레 25.23% 올랐다.",,,,,"하도급 단가 결정 고려_귀사가 구입한 원재료 가격 변화(tblId=DT_152009_E036); 하도급 단가 결정 고려_수급사업자가 구입한 원재료 가격 변화(tblId=DT_152009_E039); 원재료조달 실적 SBHI(2013년 1월부터)(tblId=DT_D10926); 원재료조달 전망(2013년 2월부터)(tblId=DT_D10927); 국내산 원재료 사용 이유(1+2순위 중복응답)(tblId=DT_114054_128); 수입 원재료 사용 이유(1+2순위 중복응답)(tblId=DT_114054_129); 원재료비 현황(tblId=DT_110534N_927); 공급업체(원재료, 부품, 장비 등)(tblId=DT_F13025C_5); 2-5.공급업체(원재료,부품,장비 등)(tblId=DT_F13025_F); -공급업체(원재료, 부품, 장비 등)(tblId=DT_A10233)","orgId=152, tblId=DT_152009_E036 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=152&tblId=DT_152009_E036&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C07742,"하지만 작년 국민 계정 통계 기준 연도를 개편하면서 과거 GDP 규모가 늘어나면서 2023년 말 비율이 93.6%로 재집계됐고, 이후 순위가 2위로 내려왔다.",,,,,"연도별 공사규모별 도급별 계약실적 비교표(1985~2006)(tblId=TX_36601_A007); 주 활용 데이터 또는 통계정보(1순위)(tblId=DT_MLTM_7082); 주 활용 데이터 또는 통계정보(1+2순위)(tblId=DT_MLTM_7083); 규모를 확대하지 못한 이유-1+2+3순위(tblId=DT_C12020); 직접관람하지 못하는 이유에 대한 연도별 비교(tblId=DT_113_STBL_1012136); 주관적으로 노후로 인식하지 않는 사람들의 노후생활비 마련 방법 1~3순위, 다중응답결과(tblId=DT_322001_D006); 규칙적 체육활동에 참여하지 않는 이유(1순위)(tblId=DT_113_STBL_1032173); 규칙적 체육활동에 참여하지 않는 이유(1+2+3순위)(tblId=DT_113_STBL_1032175); 참여 경험이 있는 체육활동에 규칙적으로 참여하지 않는 이유 (1순위)(tblId=DT_113_STBL_1028621); 참여 경험이 있는 체육활동에 규칙적으로 참여하지 않는 이유 (1+2+3순위)(tblId=DT_113_STBL_1028622)","orgId=366, tblId=TX_36601_A007 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=366&tblId=TX_36601_A007&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C07994,"현행 실업급여 제도는 2019년 10월부터 지급 기간을 기존 90~140일에서 120~270일로 늘리고, 급여액도 실직 직전 3개월 평균 임금의 50%에서 60%로 인상했다.",,,,,육아기 근로시간 단축제도-임금 지급 방법(tblId=DT_118045_A080); 감리원 임금(현행 등급)(tblId=TX_37801_A000); 발주자와 원도급자의 서면승낙을 모두 받아 재하도급을 하도록 하는 현행 제도에 대한 견해(tblId=DT_MLTM_6665); 임금 근로자 월평균 급여액(tblId=DT_338001_2022126); 임금근로자의 월평균 급여액(tblId=DT_338001_0031); b 아르바이트피해경험: 초과휴일근무에 대한 임금 미지급(tblId=DT_MOGE_3020300281); 임금근로자_임금 지급 업체(tblId=DT_380002_A016_7TH); 임금 지급 업체(tblId=DT_380002_B007_6TH); 임금 지급 업체(피고용자)(tblId=DT_380002_B007); 임금 지급 업체(피고용자)(tblId=DT_380002_B007A),"orgId=118, tblId=DT_118045_A080 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=118&tblId=DT_118045_A080&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C07529,"대두유·카놀라유·옥수수 등 식용유의 원재료 값은 1년 전보다 12.93% 떨어진 반면, 식용유 제품값은 평균 12.67% 상승했다.",,,,,시군구 허가품목-식용유지류(tblId=TX_14503_A027); 식용유지류 품목별 국내판매액 변동현황(tblId=TX_14503_A055); 지역별 시군구 허가품목-식용유지류(tblId=TX_14503_A117); 인공지능 보편화와 사생활 보호_소득수준이 높을수록 사생활 보호를 받게 되는 반면 소득수준이 낮을수록 사생활 보호를 받기 어려워질 것이다(tblId=DT_164004_2024175); 인공지능 보편화와 사생활 보호_부유층은 사생활 보호를 받게 되는 반면 빈곤층은 사생활 보호를 받기 어려워질 것이다(tblId=DT_164004_2023178); 인공지능 보편화와 사생활 보호_부자들은 더 많은 사생활 보호를 받게 되는 반면 가난한 사람들은 사생활 보호를 받기 더 어려워질 것이다(tblId=DT_164004_2022235); 사회복지를 늘리면 근로의욕이 떨어진다는 의견에 대한 인식(tblId=DT_33109_N283); 성인: 스마트폰의 지나친 사용으로 학교성적이나 업무능률이 떨어진다(tblId=DT_12019_2015_062); 성인: 스마트폰의 지나친 사용으로 학교성적이나 업무능률이 떨어진다(tblId=DT_12019_2014_153); 성인용 : 스마트폰의 지나친 사용으로 학교성적이나 업무능률이 떨어진다(2013)(tblId=DT_12019_2013_26_2_1),"orgId=145, tblId=TX_14503_A027 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=145&tblId=TX_14503_A027&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
