claim_id,claim_measurement_id,article_id,title,date,url,claim_text,measurement_text,measurement_usage,claim_domain_scope,measurement_binding_source,measurement_role,measurement_indicator,measurement_item,value,unit,measurement_period,measurement_prd_se,gold_verifiable,gold_measurement_correct,gold_ready,gold_label_tier,gold_org_id,gold_tbl_id,gold_tbl_name,gold_itm_id,gold_itm_name,gold_obj_l1,gold_obj_l1_name,gold_prd_se,gold_period,gold_previous_period,gold_value_type,gold_derivation_method,gold_source_unit,gold_source_value,gold_source_previous_value,gold_actual_value,gold_claim_signed_value,gold_abs_error,gold_relative_error_pct,gold_tolerance,gold_verdict,gold_coordinate_status,gold_confidence,gold_reason,gold_evidence_url,gold_retrieved_at,gold_label_source,human_reviewed
A0009-CG0217,A0009-CG0217-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",18명,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,정비사 보유 비율,대형항공사,18,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,444,DT_444002_N2023A006,직무별 종사자 현황,N/A,N/A,N/A,N/A,Y,2023,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,18,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:AVIATION_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=444&tblId=DT_444002_N2023A006&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0009-CG0218,A0009-CG0218-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",4248명,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,대형 항공사 정비사 수,항공,4248,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,444,DT_444002_N2023A006,직무별 종사자 현황,N/A,N/A,N/A,N/A,Y,2023,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,4248,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:AVIATION_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=444&tblId=DT_444002_N2023A006&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0009-CG0220,A0009-CG0220-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"이를 각 사의 항공기 보유 대수로 나눠보면, 대형항공사들은 대당 16~18명 수준의 정비사를 보유하고 있지만 LCC는 10.6명이었다.",10.6명,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,정비사 보유 비율,LCC,10.6,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,444,DT_444002_N2023A006,직무별 종사자 현황,N/A,N/A,N/A,N/A,Y,2023,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,10.6,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:AVIATION_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=444&tblId=DT_444002_N2023A006&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0009-CG0221,A0009-CG0221-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",1601명,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,LCC 정비사 수,항공,1601,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,444,DT_444002_N2023A006,직무별 종사자 현황,N/A,N/A,N/A,N/A,Y,2023,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,1601,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:AVIATION_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=444&tblId=DT_444002_N2023A006&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0009-CG0224,A0009-CG0224-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",37.7%,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,LCC 정비사 비율,항공,37.7,%,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,444,DT_444002_N2023A006,직무별 종사자 현황,N/A,N/A,N/A,N/A,Y,2023,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,37.7,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:AVIATION_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=444&tblId=DT_444002_N2023A006&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0009-CG0227,A0009-CG0227-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,정부가 내세운 기준은 항공기 1대당 정비사 12명(당시 9~11명)이었다.,11명,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,정비사 비율,항공,11,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,444,DT_444002_N2023A006,직무별 종사자 현황,N/A,N/A,N/A,N/A,Y,2023,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:AVIATION_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=444&tblId=DT_444002_N2023A006&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0009-CG0229,A0009-CG0229-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,정부가 내세운 기준은 항공기 1대당 정비사 12명(당시 9~11명)이었다.,항공기 1대당 정비사 12명,KOSIS_VALUE,국내공식통계,codex_common_codebook,참고값,정비사 비율,항공기,12,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,444,DT_444002_N2023A006,직무별 종사자 현황,N/A,N/A,N/A,N/A,Y,2023,N/A,참고값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:AVIATION_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=444&tblId=DT_444002_N2023A006&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0009-CG0231,A0009-CG0231-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",4248명,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,정비사 수,정비사 수,4248,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,444,DT_444002_N2023A006,직무별 종사자 현황,N/A,N/A,N/A,N/A,Y,2023,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,4248,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:AVIATION_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=444&tblId=DT_444002_N2023A006&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0009-CG0234,A0009-CG0234-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다. 제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",5849명,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,정비사 총수,항공,5849,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,444,DT_444002_N2023A006,직무별 종사자 현황,N/A,N/A,N/A,N/A,Y,2023,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,5849,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:AVIATION_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=444&tblId=DT_444002_N2023A006&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0009-CG0235,A0009-CG0235-m1,A0009,"승객 수는 더 많은 LCC, 정비사는 대형 항공사의 38%",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/PVCPHJRE7RDT7L2ZG2LDED5NNA,정부가 내세운 기준은 항공기 1대당 정비사 12명(당시 9~11명)이었다.,당시 9~11명,KOSIS_VALUE,국내공식통계,codex_common_codebook,참고값,정비사 비율,항공기,9,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,444,DT_444002_N2023A006,직무별 종사자 현황,N/A,N/A,N/A,N/A,Y,2023,N/A,참고값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:AVIATION_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=444&tblId=DT_444002_N2023A006&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0012-C009,A0012-C009-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,2563명,KOSIS_VALUE,국내공식통계,hcx,현재값,조선 산업기술인력 중 외국인 수,조선업,2563,명,2023,Y,N,Y,N,MCP_NOT_VERIFIABLE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,판단불가,NOT_APPLICABLE,HIGH,검색된 산업기술인력 표는 지역축만 제공해 전국 조선업 외국인 수를 직접 고정할 수 없음.,N/A,2026-08-05T15:45:28+09:00,KOSIS_MCP_AUTO_V3,N
A0012-CG0253,A0012-CG0253-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,1.5%,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,조선 산업기술인력 중 외국인의 비율,조선업,1.5,%,2022,Y,Y,Y,Y,CODEBOOK_KOSIS,115,DT_115_2012_AA001,"산업별(중분류) 현재인원(성별, 고용형태별 등)",N/A,N/A,N/A,N/A,Y,2022,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,1.5,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:INDUSTRIAL_WORKFORCE_SURVEY; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0012-CG0256,A0012-CG0256-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,4.4%,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,조선 산업기술인력 중 외국인의 비율,조선업,4.4,%,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,115,DT_115_2012_AA001,"산업별(중분류) 현재인원(성별, 고용형태별 등)",N/A,N/A,N/A,N/A,Y,2023,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,4.4,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:INDUSTRIAL_WORKFORCE_SURVEY; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0012-CG0257,A0012-CG0257-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,877명,KOSIS_VALUE,국내공식통계,codex_common_codebook,이전값,조선 산업기술인력 중 외국인 수,조선업,877,명,2022,Y,Y,Y,Y,CODEBOOK_KOSIS,115,DT_115_2012_AA001,"산업별(중분류) 현재인원(성별, 고용형태별 등)",N/A,N/A,N/A,N/A,Y,2022,N/A,이전값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,877,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:INDUSTRIAL_WORKFORCE_SURVEY; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0012-CG0258,A0012-CG0258-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,한편 이번 조사에서 우리나라 전체 산업기술인력 규모는 171만6846명으로 전년 대비 1% 증가한 것으로 나타났다.,171만6846명,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,우리나라 전체 산업기술인력 규모,우리나라 전체 산업기술인력 규모,1716846,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,115,DT_115_2012_AA001,"산업별(중분류) 현재인원(성별, 고용형태별 등)",N/A,N/A,N/A,N/A,Y,2023,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,1716846,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:INDUSTRIAL_WORKFORCE_SURVEY; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0012-CG0259,A0012-CG0259-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,한편 이번 조사에서 우리나라 전체 산업기술인력 규모는 171만6846명으로 전년 대비 1% 증가한 것으로 나타났다.,1%,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,우리나라 전체 산업기술인력 증가율,우리나라 전체 산업기술인력 증가율,1,%,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,115,DT_115_2012_AA001,"산업별(중분류) 현재인원(성별, 고용형태별 등)",N/A,N/A,N/A,N/A,Y,2023,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:INDUSTRIAL_WORKFORCE_SURVEY; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0012-CG0260,A0012-CG0260-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,0.8%,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,조선 산업기술인력 증가율,조선업,0.8,%,2022,Y,Y,Y,Y,CODEBOOK_KOSIS,115,DT_115_2012_AA001,"산업별(중분류) 현재인원(성별, 고용형태별 등)",N/A,N/A,N/A,N/A,Y,2022,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,0.8,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:INDUSTRIAL_WORKFORCE_SURVEY; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0012-CG0261,A0012-CG0261-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,1만명,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,조선업 산업기술인력 감소폭,조선업,10000,명,2022,Y,Y,Y,Y,CODEBOOK_KOSIS,115,DT_115_2012_AA001,"산업별(중분류) 현재인원(성별, 고용형태별 등)",N/A,N/A,N/A,N/A,Y,2022,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,10000,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:INDUSTRIAL_WORKFORCE_SURVEY; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0012-CG0264,A0012-CG0264-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,500명,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감량,조선업 산업기술인력 증가폭,조선업,500,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,115,DT_115_2012_AA001,"산업별(중분류) 현재인원(성별, 고용형태별 등)",N/A,N/A,N/A,N/A,Y,2023,N/A,증감량,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:INDUSTRIAL_WORKFORCE_SURVEY; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0012-CG0265,A0012-CG0265-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,500명,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,조선업 산업기술인력 증가폭,조선업,500,명,2023,Y,Y,Y,Y,CODEBOOK_KOSIS,115,DT_115_2012_AA001,"산업별(중분류) 현재인원(성별, 고용형태별 등)",N/A,N/A,N/A,N/A,Y,2023,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:INDUSTRIAL_WORKFORCE_SURVEY; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0012-CG0266,A0012-CG0266-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,5만8042명,KOSIS_VALUE,국내공식통계,codex_common_codebook,이전값,조선업 산업기술인력,조선업,58042,명,2022,Y,Y,Y,Y,CODEBOOK_KOSIS,115,DT_115_2012_AA001,"산업별(중분류) 현재인원(성별, 고용형태별 등)",N/A,N/A,N/A,N/A,Y,2022,N/A,이전값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,58042,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:INDUSTRIAL_WORKFORCE_SURVEY; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
