gold_id,claim_id,article_id,title,date,url,claim_text,claim_type,claim_value,claim_unit,gold_label,gold_label_tier,gold_verifiable,gold_ready,human_reviewed,gold_org_id,gold_tbl_id,gold_tbl_name,gold_obj_l1,gold_obj_l2,gold_itm_id,gold_item_name,gold_category_name,gold_prd_se,gold_period,gold_previous_period,gold_source_value,gold_previous_source_value,gold_source_unit,gold_actual_value,gold_derivation_method,gold_coordinate_status,gold_label_source,gold_evidence_url,gold_evidence_batch,gold_retrieved_at
MCPG-028,C20235,2676,코로나 이후 다시 치솟는 청년 실업률,2025-11-03,https://www.chosun.com/economy/economy_general/2025/11/03/R4W2QCVPMJGWTC4A67U7WQOIUY/,"2일 국가데이터처에 따르면, 올해 3분기(7~9월) 15~29세 실업률은 5.1%로 전년 같은 기간(4.9%) 대비 0.2%포인트 상승했다.",CHANGE_POINT,0.2,"['일', '분', '월', '%', '%', '%']",SUPPORTS,FULL_KOSIS_MCP,Y,Y,N,101,DT_1DA7001S,성별 경제활동인구 총괄,0,N/A,T80,실업률,계,M,202409,202408,2.1,1.9,%,0.20000000000000018,MCP current − MCP previous,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1DA7001S&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,241-269,2026-08-06T00:44:40.436Z
MCPG-029,C00080,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",CHANGE_RATE,9.6,"['년', '월', '년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202409,202408,58544693.0,57642924.0,천달러,1.5644053726351563,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.180Z
MCPG-030,C00081,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,2022년 당시 수출액은 역대 최대를 기록하면서도 472억달러 적자를 냈던 것과 다른 결과다.,LEVEL,472.0,['년'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,Y,2022,N/A,683584760.0,N/A,천달러,6835.847600000001,MCP current value × source unit scale (1e-05),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.181Z
MCPG-031,C00082,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,2024년에는 에너지 수입이 감소하면서 전체 수입이 전년 대비 1.6% 감소한 덕에 무역수지가 개선됐다.,CHANGE_RATE,1.6,"['년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,Y,2024,2023,683609488.0,632225824.0,천달러,8.127422520469521,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.182Z
MCPG-032,C00084,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다.",CHANGE_RATE,43.9,"['%', '년', '월', '개', '년', '년']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202311,202310,302385.0,273279.0,천달러,10.65065372750925,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.182Z
MCPG-033,C00087,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.",CHANGE_RATE,18.0,"['년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.793,N/A,13103112831T1,수출액,선박보트 및 부유구조물,Y,2021,2020,22015656.0,18725909.0,천달러,17.567889494710244,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.182Z
MCPG-034,C00089,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",CHANGE_RATE,20.6,"['%', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.553,N/A,13103112831T1,수출액,향수 및 화장품화장용품(비누제외),Y,2024,2023,9829853.0,8220877.0,천달러,19.571829136964343,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.184Z
MCPG-035,C00175,18,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,1 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,CHANGE_RATE,8.2,"['조원', '년', '%', '일']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,Y,2024,2023,3601287.0,3702260.0,천달러,-2.727334114837964,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.185Z
MCPG-036,C00176,18,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,LEVEL,2.0,['년'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,Y,2022,N/A,4354496.0,N/A,천달러,43.54496,MCP current value × source unit scale (1e-05),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.186Z
MCPG-037,C00180,18,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,CHANGE_RATE,4.0,['개'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202412,202411,274344.0,295336.0,천달러,-7.107836498090311,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.186Z
MCPG-038,C00182,18,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,CHANGE_RATE,31.5,"['월', '%', '월', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202411,202410,295336.0,326077.0,천달러,-9.42752785385047,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.186Z
MCPG-039,C00289,29,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,2023년 역대 최고 실적을 달성했던 수출도 성장세가 꺾였다.,CHANGE_RATE,2023.0,['년'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,Y,2023,2022,632225824.0,683584760.0,천달러,-7.513177444154841,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.187Z
MCPG-040,C00572,67,"지난해 최고 인기 수입차는 테슬라 모델 Y...BMW 520, 벤츠 E200 뒤 이어",2025-01-06,https://www.chosun.com/economy/auto/2025/01/06/S27CLI355JFNZLDTKSS6EHCNPI,전체 수입차 판매는 2023년(27만1034대)보다 2.9% 감소한 26만3288대에 그쳤다.,CHANGE_RATE,2.9,"['년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T2,수입액,총액,Y,2023,2022,642572126.0,731369657.0,천달러,-12.14126538476288,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.188Z
MCPG-041,C01298,182,"올 첫 열흘 동안 수출, 작년보다 3.8% 늘어",2025-01-14,https://www.chosun.com/economy/industry-company/2025/01/14/IPPOGTCXI5BFRB5DIIBS3YJ77I,"13일 관세청이 발표한 올해 1월 1일~10일 수출입현황에 따르면, 수출은 160억400만달러로 전년 같은 기간보다 3.8% 늘었다.",CHANGE_RATE,3.8,"['일', '월', '일', '일', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202401,202312,54709823.0,57573193.0,천달러,-4.97344310919146,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.188Z
MCPG-042,C01332,185,"수입차 시장, IMF 이후 처음 2년 연속 역성장",2025-01-15,https://www.chosun.com/economy/auto/2025/01/15/MS2YWXFVJVFGVKZPZIJZ6DXAAU,4 작년 국내 수입차 판매량이 2.9% 줄며 2년 연속 감소세를 기록했다.,CHANGE_RATE,2.9,"['%', '년']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T2,수입액,총액,Y,2024,2023,631767209.0,642572126.0,천달러,-1.6815103803615659,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.190Z
MCPG-043,C01922,268,새해 첫 20일 수출 5.1%↓ 엿새 설 연휴로 1월 전체 수출 감소 가능성,2025-01-21,https://www.chosun.com/economy/economy_general/2025/01/21/I6KIDJTHINBDZJKIJQNJX7YJ5Q,1월 수출이 감소할 경우 2023년 9월(-4.4%) 이후 1년 4개월 만에 처음으로 전년 동월 대비 수출액이 마이너스를 기록하게 된다.,CHANGE_RATE,-4.4,"['월', '년', '월', '%', '년', '개']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202409,202309,58544693.0,54650691.0,천달러,7.1252566596093,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.190Z
MCPG-044,C01998,278,‘억’ 소리 나는 유튜버들… 수퍼챗도 세금 내야,2025-01-22,https://www.chosun.com/economy/economy_general/2025/01/22/BXNGUVDIIBEC5PWEXSBY5YCRDE,더불어민주당 정일영 의원실에 따르면 작년 11월 기준 보수 성향 유튜버의 수퍼챗 수입 상위 7개 채널 중 6개의 지난달 수퍼챗 수익은 한 달 새 평균 2.1배 늘어났다.,LEVEL,2.1,"['월', '개', '개', '배']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T2,수입액,총액,M,202411,N/A,50718992.0,N/A,천달러,50718992.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.191Z
MCPG-045,C02701,353,"연두색 번호판 창피해서 못 탄다?…1억 이상 수입차 판매량, 결국",2025-01-28,https://www.chosun.com/economy/economy_general/2025/01/28/FXUVCK5BXRBB5N6XQBFXYFPDYE,"2022년에도 39.1%로, 40% 가까운 이들이 법인 명의로 수입차를 등록했다.",LEVEL,40.0,"['년', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T2,수입액,총액,Y,2022,N/A,731369657.0,N/A,천달러,731369657.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.192Z
MCPG-046,C03132,396,"벤츠 E-클래스, 11년 연속 수입차 시장 베스트셀러로",2025-01-31,https://www.chosun.com/economy/auto/2025/01/31/JKT2NSYPNVCZPKT56UFOJ3YGLY,엔트리 모델인 메르세데스-벤츠 E200 아방가르드는 지난해 5월 출시 이후 짧은 판매 기간에도 지난해 수입차 트림(세부 모델)별 누적 판매 순위 3위(1만540대)에 오르기도 했다.,LEVEL,200.0,['월'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T2,수입액,총액,M,202405,N/A,53132937.0,N/A,천달러,53132937.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.192Z
MCPG-047,C03192,406,"설연휴 영향에 1월 수출, 16개월만에 마이너스...반도체는 건재",2025-02-01,https://www.chosun.com/economy/industry-company/2025/02/01/EJLSTEFHI5DIBDJ2EDKHVA5SYQ,산업통상자원부는 1월 수출이 전년 동월 대비 10.3% 감소한 491억 달러를 기록했다고 1일 밝혔다.,CHANGE_RATE,10.3,"['월', '%', '일']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202401,202301,362260.0,337745.0,천달러,7.258434617832981,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,1-20,2026-08-05T08:24:47.193Z
MCPG-048,C03195,406,"설연휴 영향에 1월 수출, 16개월만에 마이너스...반도체는 건재",2025-02-01,https://www.chosun.com/economy/industry-company/2025/02/01/EJLSTEFHI5DIBDJ2EDKHVA5SYQ,"품목별로는 한국의 최대 수출 품목인 반도체가 101억 달러(+8.1%)로 역대 1월 중 2022년 108억 달러에 이은 2위 실적을 기록하면서, 15개월 연속 수출 플러스 및 9개월 연속 수출 100억 달러 이상의 흐름을 이어갔다.",LEVEL,100.0,"['%', '월', '년', '개', '개']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202201,N/A,368308.0,N/A,천달러,3.6830799999999995,MCP current value × source unit scale (1e-05),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.618Z
MCPG-049,C03503,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,"제조업 생산이 전월 대비 4.4% 늘었는데, 특히 반도체(5.6%)와 자동차(10.7%) 등 주요 수출 품목 생산이 늘었다.",CHANGE_RATE,10.7,"['%', '%', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T1,수출액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,M,202501,202412,269627.0,274344.0,천달러,-1.7193742163123669,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.618Z
MCPG-050,C03627,458,수입차 업체 “전기차 보조금 미리 쏴드려요”,2025-02-05,https://www.chosun.com/economy/auto/2025/02/05/RDPWMBCZQVAAVAM6VMD2XFS5NU,"자동차 시장조사 업체 카이즈유데이터센터에 따르면, 작년 수입 승용차 판매량은 재작년 대비 7.1% 급감했다.",CHANGE_RATE,7.1,['%'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.781,N/A,13103112831T2,수입액,승용자동차 및 기타의 차량,Y,2023,2022,14508707.0,14048939.0,천달러,3.272617241771781,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.618Z
MCPG-051,C03780,478,"작년 경상수지 흑자 990억달러...전년보다 3배로↑,역대 두번째 규모",2025-02-06,https://www.chosun.com/economy/economy_general/2025/02/06/RO32ISHXHREYLO3V4B2GJHWXEI,"수송장비, 반도체제조장비 같은 자본재와, 소비재 수입이 늘며 수입도 전년대비 4.2% 가량 늘었다.",CHANGE_RATE,4.2,['%'],REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.7763,N/A,13103112831T2,수입액,다이오드트랜지스터 기타 이와 유사한 반도체 디바이스,Y,2024,2023,4647600.0,4959330.0,천달러,-6.285728112466805,(MCP current − MCP previous) / |MCP previous| × 100,MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.618Z
MCPG-052,C03905,498,세계식량가격 두달째 하락…브라질 작황 개선에 설탕 6.8%↓,2025-02-08,https://www.chosun.com/economy/economy_general/2025/02/08/WJYLZYZR2VDABMOKYTYA76IEGI,2위 생산국인 인도 정부가 지난 2023년 10월 이후 제한해온 설탕 수출을 재개할 예정이라는 소식이 나온 점도 설탕 가격 지수를 낮추는 데 한몫했다.,LEVEL,2.0,"['년', '월']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202310,N/A,54989950.0,N/A,천달러,54989950.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.619Z
MCPG-053,C04226,535,"‘트럼프 관세 위협’ 멕시코, 1월 車 수출 급감…美 업체에 타격",2025-02-11,https://www.chosun.com/economy/auto/2025/02/11/3KETX2SFHZCMFCE5PLN4GTWIKM,제너럴모터스(GM)도 지난달 수출 물량(4만8778대)이 1년 새 23.8% 줄어든 것으로 집계됐다.,LEVEL,23.8,"['년', '%']",REFUTES,FULL_KOSIS_MCP,Y,Y,N,360,DT_1R11001_FRM101,품목별 수출액 수입액,13102112831A.A,N/A,13103112831T1,수출액,총액,M,202501,N/A,49176984.0,N/A,천달러,49176984.0,MCP current value × source unit scale (1),MCP_ACTUAL_VALUE_CONFIRMED,KOSIS_MCP_GET_DATA,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE&list_id=&seqNo=&lang_mode=ko&language=kor&obj_var_id=&itm_id=&conn_path=MT_ZTITLE,21-60,2026-08-05T08:31:33.619Z
