claim_id,claim_measurement_id,article_id,title,date,url,claim_text,measurement_text,measurement_usage,claim_domain_scope,measurement_binding_source,measurement_role,measurement_indicator,measurement_item,value,unit,measurement_period,measurement_prd_se,gold_verifiable,gold_measurement_correct,gold_ready,gold_label_tier,gold_org_id,gold_tbl_id,gold_tbl_name,gold_itm_id,gold_itm_name,gold_obj_l1,gold_obj_l1_name,gold_prd_se,gold_period,gold_previous_period,gold_value_type,gold_derivation_method,gold_source_unit,gold_source_value,gold_source_previous_value,gold_actual_value,gold_claim_signed_value,gold_abs_error,gold_relative_error_pct,gold_tolerance,gold_verdict,gold_coordinate_status,gold_confidence,gold_reason,gold_evidence_url,gold_retrieved_at,gold_label_source,human_reviewed
A0837-C010,A0837-C010-m1,,,2025-03-06,,"우리나라 1인당 PGDI는 1975년 482달러였는데, 지난 2023년에는 1만9498달러(약 2840만원)로 상승했다.",482달러,KOSIS_VALUE,국내공식통계,hcx,현재값,PGDI,-,482,달러,1975,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0837-C010,A0837-C010-m2,,,2025-03-06,,"우리나라 1인당 PGDI는 1975년 482달러였는데, 지난 2023년에는 1만9498달러(약 2840만원)로 상승했다.",1만9498달러,KOSIS_VALUE,국내공식통계,hcx,현재값,PGDI,-,19498,달러,2023,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0837-C010,A0837-C010-m3,,,2025-03-06,,"우리나라 1인당 PGDI는 1975년 482달러였는데, 지난 2023년에는 1만9498달러(약 2840만원)로 상승했다.",2840만원,KOSIS_VALUE,국내공식통계,hcx,현재값,PGDI,-,28400000,원,2023,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0837-C012,A0837-C012-m1,,,2025-03-06,,"한은에 따르면 GNI 대비 PGDI 비율은 한은이 해당 통계 작성을 시작한 1975년에는 77.5%였는데, 지난 2023년 53.9%로 역대 최저치로 떨어졌다.",53.90%,KOSIS_VALUE,국내공식통계,hcx,현재값,GNI 대비 PGDI 비율,-,53.9,%,2023,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0871-C010,A0871-C010-m1,,,2025-03-09,,인구 유입 척도 중 하나인 순이동률에서도 인천은 2021년 이후 단 한 차례도 마이너스를 기록하지 않았다.,마이너스,KOSIS_VALUE,국내공식통계,hcx,현재값,순이동률,-,0,%,2021,Y,Y,N,N,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0872-C007,A0872-C007-m2,,,2025-03-09,,"한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",4만2619대,KOSIS_VALUE,국내공식통계,hcx,현재값,픽업 판매량,완성차,42619,대,2019,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0872-C007,A0872-C007-m3,,,2025-03-09,,"한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",3만8117대,KOSIS_VALUE,국내공식통계,hcx,현재값,픽업 판매량,완성차,38117,대,2020,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0872-C007,A0872-C007-m4,,,2025-03-09,,"한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",2만9567대,KOSIS_VALUE,국내공식통계,hcx,현재값,픽업 판매량,완성차,29567,대,2021,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0872-C007,A0872-C007-m5,,,2025-03-09,,"한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",2만8753대,KOSIS_VALUE,국내공식통계,hcx,현재값,픽업 판매량,완성차,28753,대,2022,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0872-C007,A0872-C007-m6,,,2025-03-09,,"한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",1만7455대,KOSIS_VALUE,국내공식통계,hcx,현재값,픽업 판매량,완성차,17455,대,2023,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0872-C007,A0872-C007-m7,,,2025-03-09,,"한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",1만3475대,KOSIS_VALUE,국내공식통계,hcx,현재값,픽업 판매량,완성차,13475,대,2024,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0882-C023,A0882-C023-m1,,,2025-03-09,,중소벤처기업연구원에 따르면 국내 제조 중소기업 경영자 중 ’60세 이상’ 비중은 2012년 14.1%에서 2022년 33.5%로 증가했다.,33.50%,KOSIS_VALUE,국내공식통계,hcx,현재값,제조 중소기업 경영자의 60세 이상 비중,-,33.5,%,2022,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0898-C012,A0898-C012-m2,,,2025-03-11,,"그러나 반 토막 났던 독일이 회복세를 보이면서 2022년 6위로 밀렸고, 지난해엔 생산량까지 줄며 멕시코(420만대)에도 뒤졌다.",420만대,KOSIS_VALUE,국내공식통계,hcx,현재값,멕시코 자동차 생산량,자동차,4200000,대,2022,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0976-C006,A0976-C006-m1,,,2025-03-17,,국내에서는 13만674대(56.9%)를 팔아 한·미 양국이 전체 시장의 89.6%에 달했다.,13만674대,KOSIS_VALUE,국내공식통계,hcx,현재값,제네시스 판매량,자동차,130674,대,2024,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0976-C006,A0976-C006-m2,,,2025-03-17,,국내에서는 13만674대(56.9%)를 팔아 한·미 양국이 전체 시장의 89.6%에 달했다.,56.90%,KOSIS_VALUE,국내공식통계,hcx,현재값,국내 판매 비율,자동차,56.9,%,2024,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0976-C006,A0976-C006-m3,,,2025-03-17,,국내에서는 13만674대(56.9%)를 팔아 한·미 양국이 전체 시장의 89.6%에 달했다.,89.60%,KOSIS_VALUE,국내공식통계,hcx,현재값,한·미 판매 비율,자동차,89.6,%,2024,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1051-C015,A1051-C015-m1,,,2025-03-22,,한국예탁결제원에 따르면 삼성전자 주식 소유자 수는 지난해 말 기준 567만명입니다.,567만명,KOSIS_VALUE,국내공식통계,hcx,현재값,주식 소유자 수,삼성전자,5670000,명,2024말,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1085-C008,A1085-C008-m1,,,2025-03-25,,"올해 1~2월 닥터나우의 비대면 진료 중 감기, 몸살, 부인과, 소아과 등 경증 질환이 71%에 달하는 것으로 집계됐다.",71%,KOSIS_VALUE,국내공식통계,hcx,현재값,경증 질환 비율,-,71,%,202503,M,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1119-C017,A1119-C017-m1,,,2025-03-28,,현대차그룹은 지난해 미국 전기차 시장에서 12만대를 팔며 테슬라(63만대)에 이어 2위를 나타냈다.,12만대,KOSIS_VALUE,국내공식통계,hcx,현재값,전기차 판매량,현대차그룹,120000,대,2025,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1119-C017,A1119-C017-m2,,,2025-03-28,,현대차그룹은 지난해 미국 전기차 시장에서 12만대를 팔며 테슬라(63만대)에 이어 2위를 나타냈다.,63만대,KOSIS_VALUE,국내공식통계,hcx,현재값,전기차 판매량,테슬라,630000,대,2025,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1122-C024,A1122-C024-m1,,,2025-03-28,,"예컨대 작년 8월 강원도 인구 감소 지역의 체류 인구 가운데 29%는 관광 목적으로 방문한 4일 이하 ‘단기 숙박객’이었지만, 수도권은 이 비율이 6.5%에 그쳤다.",29%,KOSIS_VALUE,국내공식통계,hcx,현재값,관광 목적 단기 숙박객 비율,-,29,%,2024,M,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1122-C024,A1122-C024-m2,,,2025-03-28,,"예컨대 작년 8월 강원도 인구 감소 지역의 체류 인구 가운데 29%는 관광 목적으로 방문한 4일 이하 ‘단기 숙박객’이었지만, 수도권은 이 비율이 6.5%에 그쳤다.",6.50%,KOSIS_VALUE,국내공식통계,hcx,현재값,관광 목적 단기 숙박객 비율,-,6.5,%,2024,M,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1123-C004,A1123-C004-m1,,,2025-03-28,,"보고서에 따르면, 1970~1974년생 남성의 고학력자 비율은 53.5%로 여성(45.8%)보다 7.7%포인트 높았다.",53.50%,KOSIS_VALUE,국내공식통계,hcx,현재값,남성 고학력자 비율,-,53.5,%,1974,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1123-C005,A1123-C005-m1,,,2025-03-28,,1975~1976년생도 남성의 고학력 비율(62.9%)이 여성(60.2%)보다 높다.,62.90%,KOSIS_VALUE,국내공식통계,hcx,현재값,남성 고학력자 비율,1975~1976년생,62.9,%,1976,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1183-C016,A1183-C016-m1,,,2025-04-02,,"과거 30년간 우리나라 경제성장률이 올해 전망치인 1.5%보다 낮았던 때는 1998년 외환 위기, 2009년 글로벌 금융 위기, 2020년 코로나 팬데믹 위기 등이다.",1.50%,KOSIS_VALUE,국내공식통계,hcx,현재값,경제성장률,-,1.5,%,2025,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1191-C011,A1191-C011-m1,,,2025-04-02,,"같은 방식으로 비교했을 때 2023년까지만 해도 외국인과 노인 일자리 참여자 증가 규모는 11만8000명으로, 전체 취업자 증가 폭(32만7000명)보다 적었다.",11만8000명,KOSIS_VALUE,국내공식통계,hcx,현재값,외국인과 노인 일자리 참여자 증가 규모,-,118000,명,2023,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1191-C011,A1191-C011-m2,,,2025-04-02,,"같은 방식으로 비교했을 때 2023년까지만 해도 외국인과 노인 일자리 참여자 증가 규모는 11만8000명으로, 전체 취업자 증가 폭(32만7000명)보다 적었다.",32만7000명,KOSIS_VALUE,국내공식통계,hcx,현재값,전체 취업자 증가 폭,-,327000,명,2023,Y,Y,N,N,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1218-C001,A1218-C001-m1,,,2025-04-04,,올해 1분기(1~3월) 우리나라로 들어온 외국인 직접투자(FDI)가 작년 같은 기간 대비 9.2% 줄었다.,9.20%,KOSIS_VALUE,국내공식통계,hcx,증감률,외국인직접투자액,-,9.2,%,2025Q1,Q,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1246-C009,A1246-C009-m2,,,2025-04-06,,지난해 자동차부문 보험손익 합산비율(손해율+사업비율)은 손익분기점인 100%를 초과해 97억원 적자를 기록했다.,97억원,KOSIS_VALUE,국내공식통계,hcx,현재값,적자,-,9700000000,원,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1253-C009,A1253-C009-m2,,,2025-04-07,,"앞서 한국은행은 지난 2월 올해 성장률 전망을 기존 1.9%에서 1.5%로 내렸고, 관세 전쟁이 격화하는 경우 1.4% 성장으로 둔화할 것으로 봤다.",1.50%,KOSIS_VALUE,국내공식통계,hcx,현재값,경제성장률,-,1.5,%,2025,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1253-C009,A1253-C009-m3,,,2025-04-07,,"앞서 한국은행은 지난 2월 올해 성장률 전망을 기존 1.9%에서 1.5%로 내렸고, 관세 전쟁이 격화하는 경우 1.4% 성장으로 둔화할 것으로 봤다.",1.40%,KOSIS_VALUE,국내공식통계,hcx,증감률,경제성장률,-,1.4,%,2025,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1356-C021,A1356-C021-m1,,,2025-04-15,,모임 통장 이용자 중 1.5%(2020년)에 불과했던 60대 이상 비율은 작년 말 6.9%로 4년 만에 4.6배로 뛰었다.,6.90%,KOSIS_VALUE,국내공식통계,hcx,현재값,모임 통장 이용자 비율,60대 이상,6.9,%,2024,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1383-C003,A1383-C003-m1,,,2025-04-17,,농가에서 65세 이상 고령 인구가 차지하는 비율도 지난해 기준 55.8%로 해마다 계속 상승하면서 농촌 소멸 우려가 현실화되고 있다는 분석이 나온다.,55.80%,KOSIS_VALUE,국내공식통계,hcx,현재값,농가에서 65세 이상 고령 인구가 차지하는 비율,-,55.8,%,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1436-C005,A1436-C005-m1,,,2025-04-21,,"◇‘4개 분기 연속 제로 성장’ 쇼크 한국은행은 지난 17일 ‘올해 1분기(1~3월) 및 향후 성장 흐름 평가’ 보고서에서 “1분기 우리나라 성장률이 지난 2월에 내놓은 전망치인 0.2%보다 더 낮으며, 마이너스(-) 성장 가능성도 배제할 수 없는 상황”이라고 했다.",4개,KOSIS_VALUE,국내공식통계,hcx,현재값,분기 연속 성장,-,4,개,2025Q1,Q,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1436-C005,A1436-C005-m2,,,2025-04-21,,"◇‘4개 분기 연속 제로 성장’ 쇼크 한국은행은 지난 17일 ‘올해 1분기(1~3월) 및 향후 성장 흐름 평가’ 보고서에서 “1분기 우리나라 성장률이 지난 2월에 내놓은 전망치인 0.2%보다 더 낮으며, 마이너스(-) 성장 가능성도 배제할 수 없는 상황”이라고 했다.",0.20%,KOSIS_VALUE,국내공식통계,hcx,현재값,경제성장률,-,0.2,%,2025Q1,Q,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1478-C003,A1478-C003-m2,,,2025-04-24,,성장률이 4개 분기 연속으로 0.1% 이하를 기록한 것은 과거 대형 경제 위기 때도 없었다.,4개,KOSIS_VALUE,국내공식통계,hcx,현재값,분기 수,-,4,개,2025Q1,Q,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A1612-C002,A1612-C002-m2,,,2025-05-05,,"5일 국내 완성차 5사에 따르면, 쏘렌토(3만5472대)가 올 1~4월 가장 많이 판매된 국산차로 집계됐다.",3만5472대,KOSIS_VALUE,국내공식통계,hcx,현재값,쏘렌토 판매량,쏘렌토,35472,대,2025,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1719-C020,A1719-C020-m2,,,2025-05-13,,"기술 특례 상장 기업의 경우 상장 후 5년간 매출 요건이 유예되는데, 2019년 10월~2020년 9월 사이 상장한 기업들은 올해부터 매출액 30억원을 넘겨야 한다.",30억원,KOSIS_VALUE,국내공식통계,hcx,현재값,관리종목 지정 기준 매출액,-,3000000000,원,2025,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1730-C009,A1730-C009-m1,,,2025-05-14,,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",1.20%,KOSIS_VALUE,국내공식통계,hcx,증감률,이자 비용 증감률,-,1.2,%,2024Q4,Q,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1730-C009,A1730-C009-m2,,,2025-05-14,,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",10만8000원,KOSIS_VALUE,국내공식통계,hcx,현재값,이자 비용,-,108000,원,2024Q4,Q,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1730-C009,A1730-C009-m3,,,2025-05-14,,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",4개,KOSIS_VALUE,국내공식통계,hcx,현재값,분기,-,4,개,2024Q4,Q,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1730-C009,A1730-C009-m4,,,2025-05-14,,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",10만원,KOSIS_VALUE,국내공식통계,hcx,현재값,이자 비용,-,100000,원,2024Q4,Q,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1730-C009,A1730-C009-m5,,,2025-05-14,,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",5만5000원,KOSIS_VALUE,국내공식통계,hcx,현재값,비경상조세,-,55000,원,2024Q4,Q,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1730-C009,A1730-C009-m6,,,2025-05-14,,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",5배,KOSIS_VALUE,국내공식통계,hcx,현재값,비경상조세 증가 배수,-,5,배,2024Q4,Q,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1731-C001,A1731-C001-m1,,,2025-05-14,,국책연구기관인 한국개발연구원(KDI)이 14일 올해 한국의 경제성장률을 0.8%로 전망했다.,0.80%,KOSIS_VALUE,국내공식통계,hcx,현재값,경제성장률,-,0.8,%,2025,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1731-C013,A1731-C013-m1,,,2025-05-14,,KDI는 “대내외 수요 둔화로 초래될 수 있는 물가 하방 압력을 축소하기 위해 통화정책은 보다 완화적인 기조로 운용하는 것이 바람직하다”며 “재정정책은 큰 폭의 관리재정수지 적자(GDP 대비 3.3%)를 감안하면 이미 어느 정도 완화적 기조라 정부 지출 추가 확대는 신중히 접근해야 한다”고 했다.,3.30%,KOSIS_VALUE,국내공식통계,hcx,현재값,관리재정수지 적자 비율,-,3.3,%,2025,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A1798-C006,A1798-C006-m1,,,2025-05-19,,"한국농수산식품유통공사(aT) 농식품수출정보에 따르면, 지난해 한국은 전체 닭고기 수입량 24만9751t 중 71.6%가량인 17만8956t을 브라질에서 들여왔다.",71.6%가량,KOSIS_VALUE,국내공식통계,hcx,현재값,닭고기 수입량 비중,닭고기,71.6,%,2024,Y,Y,N,N,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
